Reference:  33 apertures in PRDOPSSOC-045-003
Comparison: 33 apertures in pre_delivery

Number of modified apertures 33. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NIS_CEN_OSS                     XSciScale            0.06539297            0.06532494        0.000068     0.1040
NIS_CEN_OSS                     YSciScale            0.06588855            0.06581494        0.000074     0.1117
NIS_CEN_OSS                         V2Ref              -291.219              -291.157        0.062000     0.0213
NIS_CEN_OSS                         V3Ref              -698.181              -698.102        0.079000     0.0113
NIS_CEN_OSS                   V3IdlYAngle            0.56987018            0.56126717        0.008603     1.5096
NIS_CEN_OSS                   V3SciXAngle           90.30828233           90.29861307        0.009669     0.0107
NIS_CEN_OSS                   V3SciYAngle         -179.43012982         -179.43873283        0.008603     0.0048
NIS_CEN_OSS                     XIdlVert1               -66.978              -66.8264        0.151600     0.2263
NIS_CEN_OSS                     XIdlVert2               66.9459               66.8743        0.071600     0.1070
NIS_CEN_OSS                     XIdlVert3               66.9077               66.8913        0.016400     0.0245
NIS_CEN_OSS                     XIdlVert4              -66.9706               -66.843        0.127600     0.1905
NIS_CEN_OSS                     YIdlVert1               67.1166               67.0376        0.079000     0.1177
NIS_CEN_OSS                     YIdlVert2               67.6797               67.7051        0.025400     0.0375
NIS_CEN_OSS                     YIdlVert3              -67.1146              -66.9717        0.142900     0.2129
NIS_CEN_OSS                     YIdlVert4              -67.7881              -67.5447        0.243400     0.3591
NIS_CEN_OSS                    Sci2IdlDeg                     4                     5        1.000000    20.0000
NIS_CEN_OSS                    Sci2IdlX10   0.06539229315982802        0.065324254028        0.000068     0.1040
NIS_CEN_OSS                    Sci2IdlX11 -2.168404344971009e-19      1.5058363507e-21        0.000000   100.6944
NIS_CEN_OSS                    Sci2IdlX20 -2.304839228775787e-08      1.7083833429e-08        0.000000   174.1216
NIS_CEN_OSS                    Sci2IdlX21 5.376986687030241e-09     -1.1016773619e-08        0.000000   148.8073
NIS_CEN_OSS                    Sci2IdlX22 -2.51296579783512e-09      7.5599856304e-10        0.000000   130.0839
NIS_CEN_OSS                    Sci2IdlX30 -2.300784785706443e-12     -1.2608447518e-11        0.000000    81.7520
NIS_CEN_OSS                    Sci2IdlX31 -6.313691241818919e-12     -9.0572145968e-12        0.000000    30.2910
NIS_CEN_OSS                    Sci2IdlX32 -8.085421712640355e-12     -9.5108876015e-12        0.000000    14.9877
NIS_CEN_OSS                    Sci2IdlX33 -8.482262568737343e-13     -4.7544601824e-12        0.000000    82.1594
NIS_CEN_OSS                    Sci2IdlX40  1.66637651527531e-15      2.8253423495e-15        0.000000    41.0204
NIS_CEN_OSS                    Sci2IdlX41 -8.187778580319582e-15     -2.4379566319e-15        0.000000    70.2244
NIS_CEN_OSS                    Sci2IdlX42 1.369961315153531e-15       3.015054153e-15        0.000000    54.5626
NIS_CEN_OSS                    Sci2IdlX43 -7.305634702027793e-15      2.0586547132e-14        0.000000   135.4874
NIS_CEN_OSS                    Sci2IdlX44 -2.573865493162265e-16     -9.6282229723e-16        0.000000    73.2675
NIS_CEN_OSS                    Sci2IdlX50                  None      1.0134370635e-18             N/A        N/A
NIS_CEN_OSS                    Sci2IdlX51                  None       2.602901056e-18             N/A        N/A
NIS_CEN_OSS                    Sci2IdlX52                  None     -1.3938501382e-17             N/A        N/A
NIS_CEN_OSS                    Sci2IdlX53                  None      9.5536213663e-18             N/A        N/A
NIS_CEN_OSS                    Sci2IdlX54                  None      4.4471618224e-18             N/A        N/A
NIS_CEN_OSS                    Sci2IdlX55                  None      1.1008926172e-18             N/A        N/A
NIS_CEN_OSS                    Sci2IdlY10 0.0002985551192185084      0.00029946015481        0.000001     0.3022
