Reference:  32 apertures in PRDOPSSOC-M-025
Comparison: 33 apertures in pre_delivery

Number of added apertures 1:
	          AperName      XDetRef      YDetRef     XSciSize     YSciSize      XSciRef      YSciRef        V2Ref        V3Ref
	Added NIS_WFSS           1121.0       1035.0         2048         2048        928.0       1014.0  -283.796767  -698.226178
Number of modified apertures 32. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NIS_CEN_OSS                     XIdlVert1              -66.9829               -66.978        0.004900     0.0073
NIS_CEN_OSS                     XIdlVert2               66.9293               66.9459        0.016600     0.0248
NIS_CEN_OSS                     XIdlVert3               66.9405               66.9077        0.032800     0.0490
NIS_CEN_OSS                     XIdlVert4              -66.9941              -66.9706        0.023500     0.0351
NIS_CEN_OSS                     YIdlVert1               67.0888               67.1166        0.027800     0.0414
NIS_CEN_OSS                     YIdlVert2               67.6432               67.6797        0.036500     0.0539
NIS_CEN_OSS                     YIdlVert3              -67.2395              -67.1146        0.124900     0.1858
NIS_CEN_OSS                     YIdlVert4               -67.908              -67.7881        0.119900     0.1766

NIS_CEN                         XIdlVert1              -66.9405              -66.9077        0.032800     0.0490
NIS_CEN                         XIdlVert2               66.9941               66.9706        0.023500     0.0351
NIS_CEN                         XIdlVert3               66.9829                66.978        0.004900     0.0073
NIS_CEN                         XIdlVert4              -66.9293              -66.9459        0.016600     0.0248
NIS_CEN                         YIdlVert1              -67.2395              -67.1146        0.124900     0.1858
NIS_CEN                         YIdlVert2               -67.908              -67.7881        0.119900     0.1766
NIS_CEN                         YIdlVert3               67.0888               67.1166        0.027800     0.0414
NIS_CEN                         YIdlVert4               67.6432               67.6797        0.036500     0.0539

NIS_AMI1                        YIdlVert1               -2.6481               -2.6477        0.000400     0.0151
NIS_AMI1                        YIdlVert2               -2.6746               -2.6743        0.000300     0.0112
NIS_AMI1                        YIdlVert3                2.5859                2.5862        0.000300     0.0116
NIS_AMI1                        YIdlVert4                2.6122                2.6125        0.000300     0.0115

NIS_AMI2                        YIdlVert1               -3.7755               -3.7748        0.000700     0.0185
NIS_AMI2                        YIdlVert2                -3.802               -3.8014        0.000600     0.0158
NIS_AMI2                        YIdlVert3                 1.459                1.4591        0.000100     0.0069
NIS_AMI2                        YIdlVert4                1.4853                1.4854        0.000100     0.0067

NIS_AMI3                        YIdlVert1               -1.6051               -1.6049        0.000200     0.0125
NIS_AMI3                        YIdlVert2               -1.6316               -1.6315        0.000100     0.0061
NIS_AMI3                        YIdlVert3                3.6283                3.6289        0.000600     0.0165
NIS_AMI3                        YIdlVert4                3.6547                3.6553        0.000600     0.0164

NIS_AMI4                        YIdlVert1               -1.5254               -1.5253        0.000100     0.0066
NIS_AMI4                        YIdlVert2               -1.5519               -1.5518        0.000100     0.0064
NIS_AMI4                        YIdlVert3                3.7079                3.7086        0.000700     0.0189
NIS_AMI4                        YIdlVert4                3.7343                3.7349        0.000600     0.0161

NIS_AMITA                       YIdlVert1               -2.1271               -2.1269        0.000200     0.0094
NIS_AMITA                       YIdlVert2               -2.1482                -2.148        0.000200     0.0093
NIS_AMITA                       YIdlVert3                2.0616                2.0618        0.000200     0.0097
NIS_AMITA                       YIdlVert4                2.0826                2.0828        0.000200     0.0096

NIS_SOSSTA                      YIdlVert1               -2.1292               -2.1291        0.000100     0.0047
NIS_SOSSTA                      YIdlVert2               -2.1541                -2.154        0.000100     0.0046

NIS_WFSS_OFFSET                 XIdlVert1              -66.8096              -66.7769        0.032700     0.0489
NIS_WFSS_OFFSET                 XIdlVert2               67.1249               67.1014        0.023500     0.0350
NIS_WFSS_OFFSET                 XIdlVert3               67.1138               67.1088        0.005000     0.0075
NIS_WFSS_OFFSET                 XIdlVert4              -66.7985              -66.8151        0.016600     0.0248
NIS_WFSS_OFFSET                 YIdlVert1              -67.0155              -66.8912        0.124300     0.1855
NIS_WFSS_OFFSET                 YIdlVert2              -67.6843              -67.5646        0.119700     0.1769
NIS_WFSS_OFFSET                 YIdlVert3               67.3121                 67.34        0.027900     0.0414
NIS_WFSS_OFFSET                 YIdlVert4               67.8663               67.9031        0.036800     0.0542

NIS_WFSS64                      XIdlVert1             -131.7323             -131.7919        0.059600     0.0452
NIS_WFSS64                      XIdlVert2                2.1435                2.0864        0.057100     2.6639
NIS_WFSS64                      XIdlVert4             -131.8089             -131.8301        0.021200     0.0161
NIS_WFSS64                      YIdlVert1             -132.3711              -132.135        0.236100     0.1784
NIS_WFSS64                      YIdlVert2              -133.059             -132.8085        0.250500     0.1883
NIS_WFSS64                      YIdlVert3                2.0961                2.0962        0.000100     0.0048
NIS_WFSS64                      YIdlVert4                2.6641                2.6593        0.004800     0.1802

NIS_WFSS64R                     XIdlVert1               -2.1007               -2.1033        0.002600     0.1236
NIS_WFSS64R                     XIdlVert2                2.0857                2.0822        0.003500     0.1678
NIS_WFSS64R                     XIdlVert3                2.0772                2.0897        0.012500     0.5982
NIS_WFSS64R                     XIdlVert4               -2.1108               -2.0977        0.013100     0.6206
NIS_WFSS64R                     YIdlVert1              -52.4319              -52.3616        0.070300     0.1341
NIS_WFSS64R                     YIdlVert2              -52.4565              -52.3856        0.070900     0.1352
NIS_WFSS64R                     YIdlVert3                82.457               82.5191        0.062100     0.0753
NIS_WFSS64R                     YIdlVert4                82.483               82.5435        0.060500     0.0733

NIS_WFSS64R3                    XIdlVert1               -2.0642               -2.0993        0.035100     1.6720
NIS_WFSS64R3                    XIdlVert2                2.1229                2.0863        0.036600     1.7241
NIS_WFSS64R3                    XIdlVert3                2.0935                2.0937        0.000200     0.0096
NIS_WFSS64R3                    XIdlVert4               -2.0938               -2.0937        0.000100     0.0048
