Reference:  33 apertures in PRDOPSSOC-034
Comparison: 33 apertures in pre_delivery

Number of modified apertures 33. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NIS_CEN_OSS                     XSciScale            0.06539297            0.06539169        0.000001     0.0020
NIS_CEN_OSS                     YSciScale            0.06588855             0.0658895        0.000001     0.0014
NIS_CEN_OSS                         V2Ref              -291.219              -290.815        0.404000     0.1387
NIS_CEN_OSS                         V3Ref              -698.181              -697.992        0.189000     0.0271
NIS_CEN_OSS                   V3IdlYAngle            0.56987018            0.56830865        0.001562     0.2740
NIS_CEN_OSS                   V3SciXAngle           90.30828233           90.26332195        0.044960     0.0498
NIS_CEN_OSS                   V3SciYAngle         -179.43012982         -179.43169135        0.001562     0.0009
NIS_CEN_OSS                     XIdlVert1               -66.978              -66.9769        0.001100     0.0016
NIS_CEN_OSS                     XIdlVert2               66.9459               66.9443        0.001600     0.0024
NIS_CEN_OSS                     XIdlVert4              -66.9706               -66.973        0.002400     0.0036
NIS_CEN_OSS                     YIdlVert1               67.1166               67.1181        0.001500     0.0022
NIS_CEN_OSS                     YIdlVert2               67.6797               67.6772        0.002500     0.0037
NIS_CEN_OSS                     YIdlVert3              -67.1146              -67.1141        0.000500     0.0007
NIS_CEN_OSS                     YIdlVert4              -67.7881               -67.793        0.004900     0.0072
NIS_CEN_OSS                    Sci2IdlX10   0.06539229315982802   0.06539101203519732        0.000001     0.0020
NIS_CEN_OSS                    Sci2IdlX11 -2.168404344971009e-19 4.235164736271502e-22        0.000000   100.1953
NIS_CEN_OSS                    Sci2IdlX20 -2.304839228775787e-08 -2.360613938486774e-08        0.000000     2.3627
NIS_CEN_OSS                    Sci2IdlX21 5.376986687030241e-09 3.678925975871513e-09        0.000000    31.5802
NIS_CEN_OSS                    Sci2IdlX22 -2.51296579783512e-09 -2.399228482612035e-09        0.000000     4.5260
NIS_CEN_OSS                    Sci2IdlX30 -2.300784785706443e-12 -1.296972295710661e-12        0.000000    43.6291
NIS_CEN_OSS                    Sci2IdlX31 -6.313691241818919e-12 -5.220123354793075e-12        0.000000    17.3206
NIS_CEN_OSS                    Sci2IdlX32 -8.085421712640355e-12 -7.944178877162996e-12        0.000000     1.7469
NIS_CEN_OSS                    Sci2IdlX33 -8.482262568737343e-13 -2.419749202410296e-12        0.000000    64.9457
NIS_CEN_OSS                    Sci2IdlX40  1.66637651527531e-15 2.102596901880701e-15        0.000000    20.7467
NIS_CEN_OSS                    Sci2IdlX41 -8.187778580319582e-15 -7.36928877180994e-15        0.000000     9.9965
NIS_CEN_OSS                    Sci2IdlX42 1.369961315153531e-15 -2.083900437168642e-16        0.000000   115.2114
NIS_CEN_OSS                    Sci2IdlX43 -7.305634702027793e-15 -5.347187732296131e-15        0.000000    26.8073
NIS_CEN_OSS                    Sci2IdlX44 -2.573865493162265e-16 6.470359036217978e-16        0.000000   139.7793
NIS_CEN_OSS                    Sci2IdlY10 0.0002985551192185084 0.0002971389291249613        0.000001     0.4743
NIS_CEN_OSS                    Sci2IdlY11  -0.06588855460670805   -0.0658894958388031        0.000001     0.0014
NIS_CEN_OSS                    Sci2IdlY20 -4.953440669097896e-08 -4.736747785177172e-08        0.000000     4.3746
NIS_CEN_OSS                    Sci2IdlY21 2.724163846861658e-08   2.5386603360359e-08        0.000000     6.8096
NIS_CEN_OSS                    Sci2IdlY22 -4.193126556437237e-09 -2.927002655446338e-10        0.000000    93.0195
NIS_CEN_OSS                    Sci2IdlY30  1.37580869803951e-12 3.793862467081773e-13        0.000000    72.4245
NIS_CEN_OSS                    Sci2IdlY31 1.399882791488933e-11  1.42527414184327e-11        0.000000     1.7815
