Reference:  33 apertures in PRDOPSSOC-029
Comparison: 33 apertures in pre_delivery

Number of modified apertures 33. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NIS_CEN_OSS                         V2Ref                -290.1              -291.219        1.119000     0.3842
NIS_CEN_OSS                         V3Ref                -697.5              -698.181        0.681000     0.0975

NIS_CEN                             V2Ref                -290.1              -291.219        1.119000     0.3842
NIS_CEN                             V3Ref                -697.5              -698.181        0.681000     0.0975

NIS_AMI1                            V2Ref           -295.030305           -296.149305        1.119000     0.3778
NIS_AMI1                            V3Ref           -762.239072           -762.920072        0.681000     0.0893

NIS_AMI2                            V2Ref           -293.188267           -294.307267        1.119000     0.3802
NIS_AMI2                            V3Ref            -761.13023            -761.81123        0.681000     0.0894

NIS_AMI3                            V2Ref           -293.210086           -294.329086        1.119000     0.3802
NIS_AMI3                            V3Ref           -763.300002           -763.981002        0.681000     0.0891

NIS_AMI4                            V2Ref           -295.956938           -297.075938        1.119000     0.3767
NIS_AMI4                            V3Ref           -763.352332           -764.033332        0.681000     0.0891

NIS_AMITA                           V2Ref           -294.721223           -295.840223        1.119000     0.3782
NIS_AMITA                           V3Ref           -757.505395           -758.186395        0.681000     0.0898

NIS_SOSSTA                          V2Ref           -350.849353           -351.968353        1.119000     0.3179
NIS_SOSSTA                          V3Ref           -685.716189           -686.397189        0.681000     0.0992

NIS_WFSS_OFFSET                     V2Ref           -289.971444           -291.090444        1.119000     0.3844
NIS_WFSS_OFFSET                     V3Ref           -697.724714           -698.405714        0.681000     0.0975

NIS_WFSS64                          V2Ref           -354.334301           -355.453301        1.119000     0.3148
NIS_WFSS64                          V3Ref           -631.837483           -632.518483        0.681000     0.1077

NIS_WFSS64R                         V2Ref           -355.138338           -356.257338        1.119000     0.3141
NIS_WFSS64R                         V3Ref           -712.256376           -712.937376        0.681000     0.0955

NIS_WFSS64R3                        V2Ref           -354.509701           -355.628701        1.119000     0.3147
NIS_WFSS64R3                        V3Ref           -649.461195           -650.142195        0.681000     0.1047

NIS_WFSS64C                         V2Ref           -274.512114           -275.631114        1.119000     0.4060
NIS_WFSS64C                         V3Ref           -632.246311           -632.927311        0.681000     0.1076

NIS_WFSS64C3                        V2Ref           -336.833993           -337.952993        1.119000     0.3311
NIS_WFSS64C3                        V3Ref           -631.913057           -632.594057        0.681000     0.1077

NIS_WFSS128                         V2Ref           -351.257562           -352.376562        1.119000     0.3176
NIS_WFSS128                         V3Ref           -634.979799           -635.660799        0.681000     0.1071

NIS_WFSS128R                        V2Ref           -353.044795           -354.163795        1.119000     0.3160
NIS_WFSS128R                        V3Ref           -712.264663           -712.945663        0.681000     0.0955

NIS_WFSS128R3                       V2Ref           -352.416057           -353.535057        1.119000     0.3165
NIS_WFSS128R3                       V3Ref           -649.469626           -650.150626        0.681000     0.1047

NIS_WFSS128C                        V2Ref            -274.53298            -275.65198        1.119000     0.4059
NIS_WFSS128C                        V3Ref           -634.353606           -635.034606        0.681000     0.1072

NIS_WFSS128C3                       V2Ref           -336.854909           -337.973909        1.119000     0.3311
NIS_WFSS128C3                       V3Ref           -634.021131           -634.702131        0.681000     0.1073

NIS_SUB64                           V2Ref           -354.334301           -355.453301        1.119000     0.3148
NIS_SUB64                           V3Ref           -631.837483           -632.518483        0.681000     0.1077

NIS_SUB128                          V2Ref            -352.26153            -353.38053        1.119000     0.3167
NIS_SUB128                          V3Ref           -633.954407           -634.635407        0.681000     0.1073

NIS_SUB256                          V2Ref            -348.11623            -349.23523        1.119000     0.3204
NIS_SUB256                          V3Ref           -638.188336           -638.869336        0.681000     0.1066

NIS_SUBAMPCAL                       V2Ref                -290.1              -291.219        1.119000     0.3842
NIS_SUBAMPCAL                       V3Ref                -697.5              -698.181        0.681000     0.0975

NIS_SUBSTRIP96                      V2Ref           -350.849353           -351.968353        1.119000     0.3179
NIS_SUBSTRIP96                      V3Ref           -685.716189           -686.397189        0.681000     0.0992

NIS_SUBSTRIP256                     V2Ref           -350.849353           -351.968353        1.119000     0.3179
NIS_SUBSTRIP256                     V3Ref           -685.716189           -686.397189        0.681000     0.0992

NIS_FP1MIMF                         V2Ref           -290.140233           -291.259233        1.119000     0.3842
NIS_FP1MIMF                         V3Ref           -698.257506           -698.938506        0.681000     0.0974

NIS_FP2MIMF                         V2Ref            -335.76659            -336.88559        1.119000     0.3322
NIS_FP2MIMF                         V3Ref           -721.495167           -722.176167        0.681000     0.0943

NIS_FP3MIMF                         V2Ref           -229.178573           -230.297573        1.119000     0.4859
NIS_FP3MIMF                         V3Ref           -752.333897           -753.014897        0.681000     0.0904

NIS_FP4MIMF                         V2Ref           -245.778261           -246.897261        1.119000     0.4532
NIS_FP4MIMF                         V3Ref           -642.145056           -642.826056        0.681000     0.1059

NIS_FP5MIMF                         V2Ref           -349.962146           -351.081146        1.119000     0.3187
NIS_FP5MIMF                         V3Ref           -636.302897           -636.983897        0.681000     0.1069

NIS_AMIFULL                         V2Ref           -295.030305           -296.149305        1.119000     0.3778
NIS_AMIFULL                         V3Ref           -762.239072           -762.920072        0.681000     0.0893

NIS_SOSSFULL                        V2Ref           -350.849353           -351.968353        1.119000     0.3179
NIS_SOSSFULL                        V3Ref           -685.716189           -686.397189        0.681000     0.0992

NIS_WFSS                            V2Ref           -283.796767           -284.915767        1.119000     0.3927
NIS_WFSS                            V3Ref           -698.226178           -698.907178        0.681000     0.0974

