X,Y,Uv1_1,Uv2_1,Uv3_1,V2F1,V3F1,Uv1_2,Uv2_2,Uv3_2,V2F2,V3F2
31.984375,607.703125,0.999994492993,0.000674866702,-0.003249390447,139.202,-670.236,0.999993689459,-0.000222091944,-0.003545661709,-45.810,-731.347
31.984375,639.687500,0.999994458037,0.000674992063,-0.003260104582,139.228,-672.446,0.999993728523,-0.000221917002,-0.003534638164,-45.774,-729.073
31.984375,671.671875,0.999994422938,0.000675118118,-0.003270826937,139.254,-674.658,0.999993767425,-0.000221744458,-0.003523626177,-45.738,-726.802
31.984375,703.656250,0.999994387696,0.000675244869,-0.003281557622,139.280,-676.871,0.999993806164,-0.000221574296,-0.003512625609,-45.703,-724.533
31.984375,735.640625,0.999994352311,0.000675372322,-0.003292296748,139.306,-679.086,0.999993844742,-0.000221406505,-0.003501636323,-45.669,-722.266
31.984375,767.625000,0.999994316782,0.000675500478,-0.003303044427,139.333,-681.303,0.999993883160,-0.000221241072,-0.003490658183,-45.635,-720.001
31.984375,799.609375,0.999994281108,0.000675629343,-0.003313800771,139.359,-683.522,0.999993921419,-0.000221077983,-0.003479691055,-45.601,-717.739
31.984375,831.593750,0.999994245289,0.000675758921,-0.003324565895,139.386,-685.742,0.999993959519,-0.000220917226,-0.003468734804,-45.568,-715.479
31.984375,863.578125,0.999994209324,0.000675889214,-0.003335339912,139.413,-687.965,0.999993997461,-0.000220758788,-0.003457789299,-45.535,-713.222
31.984375,895.562500,0.999994173212,0.000676020228,-0.003346122938,139.440,-690.189,0.999994035247,-0.000220602659,-0.003446854408,-45.503,-710.966
31.984375,927.546875,0.999994136953,0.000676151965,-0.003356915088,139.467,-692.415,0.999994072876,-0.000220448824,-0.003435930000,-45.471,-708.713
31.984375,959.531250,0.999994100545,0.000676284431,-0.003367716480,139.494,-694.643,0.999994110350,-0.000220297274,-0.003425015947,-45.440,-706.462
31.984375,991.515625,0.999994063989,0.000676417629,-0.003378527232,139.522,-696.873,0.999994147670,-0.000220147995,-0.003414112121,-45.409,-704.213
31.984375,1023.500000,0.999994027283,0.000676551564,-0.003389347461,139.550,-699.104,0.999994184835,-0.000220000977,-0.003403218394,-45.379,-701.966
31.984375,1055.484375,0.999993990427,0.000676686239,-0.003400177290,139.577,-701.338,0.999994221848,-0.000219856209,-0.003392334642,-45.349,-699.721
31.984375,1087.468750,0.999993953420,0.000676821660,-0.003411016836,139.605,-703.574,0.999994258708,-0.000219713678,-0.003381460738,-45.319,-697.478
31.984375,1119.453125,0.999993916261,0.000676957830,-0.003421866224,139.633,-705.812,0.999994295417,-0.000219573375,-0.003370596558,-45.291,-695.237
31.984375,1151.437500,0.999993878950,0.000677094754,-0.003432725574,139.662,-708.052,0.999994331975,-0.000219435288,-0.003359741981,-45.262,-692.998
31.984375,1183.421875,0.999993841486,0.000677232436,-0.003443595011,139.690,-710.294,0.999994368383,-0.000219299407,-0.003348896884,-45.234,-690.761
31.984375,1215.406250,0.999993803868,0.000677370881,-0.003454474660,139.719,-712.538,0.999994404641,-0.000219165721,-0.003338061145,-45.206,-688.526
31.984375,1247.390625,0.999993766095,0.000677510093,-0.003465364646,139.747,-714.784,0.999994440751,-0.000219034220,-0.003327234646,-45.179,-686.293
31.984375,1279.375000,0.999993728166,0.000677650078,-0.003476265096,139.776,-717.033,0.999994476713,-0.000218904894,-0.003316417266,-45.153,-684.061
31.984375,1311.359375,0.999993690081,0.000677790839,-0.003487176138,139.805,-719.283,0.999994512528,-0.000218777734,-0.003305608888,-45.126,-681.832
31.984375,1343.343750,0.999993651839,0.000677932382,-0.003498097900,139.834,-721.536,0.999994548196,-0.000218652728,-0.003294809394,-45.101,-679.604
31.984375,1375.328125,0.999993613439,0.000678074712,-0.003509030514,139.864,-723.791,0.999994583718,-0.000218529867,-0.003284018667,-45.075,-677.379
31.984375,1407.312500,0.999993574881,0.000678217833,-0.003519974109,139.893,-726.048,0.999994619095,-0.000218409143,-0.003273236593,-45.050,-675.155
31.984375,1439.296875,0.999993536163,0.000678361750,-0.003530928819,139.923,-728.308,0.999994654328,-0.000218290545,-0.003262463056,-45.026,-672.933
31.984375,1471.281250,0.999993497284,0.000678506469,-0.003541894777,139.953,-730.570,0.999994689416,-0.000218174065,-0.003251697942,-45.002,-670.712
31.984375,1503.265625,0.999993458244,0.000678651995,-0.003552872117,139.983,-732.834,0.999994724361,-0.000218059693,-0.003240941139,-44.978,-668.493
31.984375,1535.250000,0.999993419042,0.000678798332,-0.003563860976,140.013,-735.101,0.999994759164,-0.000217947420,-0.003230192533,-44.955,-666.276
31.984375,1567.234375,0.999993379677,0.000678945486,-0.003574861490,140.043,-737.370,0.999994793824,-0.000217837238,-0.003219452014,-44.932,-664.061
31.984375,1599.218750,0.999993340148,0.000679093463,-0.003585873798,140.074,-739.641,0.999994828343,-0.000217729138,-0.003208719471,-44.910,-661.847
31.984375,1631.203125,0.999993300455,0.000679242267,-0.003596898040,140.105,-741.915,0.999994862722,-0.000217623111,-0.003197994793,-44.888,-659.635
31.984375,1663.187500,0.999993260595,0.000679391905,-0.003607934356,140.136,-744.191,0.999994896960,-0.000217519150,-0.003187277871,-44.867,-657.424
31.984375,1695.171875,0.999993220570,0.000679542381,-0.003618982889,140.167,-746.470,0.999994931058,-0.000217417245,-0.003176568598,-44.846,-655.215
31.984375,1727.156250,0.999993180376,0.000679693702,-0.003630043783,140.198,-748.752,0.999994965017,-0.000217317389,-0.003165866865,-44.825,-653.008
31.984375,1759.140625,0.999993140014,0.000679845872,-0.003641117181,140.229,-751.036,0.999994998838,-0.000217219574,-0.003155172565,-44.805,-650.802
31.984375,1791.125000,0.999993099483,0.000679998899,-0.003652203232,140.261,-753.323,0.999995032521,-0.000217123793,-0.003144485591,-44.785,-648.598
31.984375,1823.109375,0.999993058781,0.000680152788,-0.003663302081,140.293,-755.612,0.999995066067,-0.000217030036,-0.003133805839,-44.766,-646.395
31.984375,1855.093750,0.999993017908,0.000680307544,-0.003674413879,140.324,-757.904,0.999995099476,-0.000216938298,-0.003123133203,-44.747,-644.194
31.984375,1887.078125,0.999992976862,0.000680463173,-0.003685538776,140.357,-760.199,0.999995132749,-0.000216848570,-0.003112467578,-44.728,-641.994
31.984375,1919.062500,0.999992935643,0.000680619683,-0.003696676923,140.389,-762.496,0.999995165887,-0.000216760845,-0.003101808862,-44.710,-639.795
31.984375,1951.046875,0.999992894250,0.000680777078,-0.003707828476,140.421,-764.796,0.999995198889,-0.000216675117,-0.003091156950,-44.693,-637.598
31.984375,1983.031250,0.999992852681,0.000680935366,-0.003718993587,140.454,-767.099,0.999995231756,-0.000216591378,-0.003080511741,-44.675,-635.402
31.984375,2015.015625,0.999992810936,0.000681094552,-0.003730172416,140.487,-769.405,0.999995264490,-0.000216509620,-0.003069873133,-44.659,-633.208
31.984375,2047.000000,0.999992769013,0.000681254643,-0.003741365118,140.520,-771.714,0.999995297090,-0.000216429838,-0.003059241024,-44.642,-631.015
63.968750,0.000000,0.999995123937,0.000683051107,-0.003047219080,140.890,-628.535,0.999992918598,-0.000215078281,-0.003757192351,-44.363,-774.978
63.968750,31.984375,0.999995091567,0.000683166163,-0.003057797697,140.914,-630.717,0.999992960920,-0.000214859850,-0.003745923792,-44.318,-772.654
63.968750,63.968750,0.999995059065,0.000683281881,-0.003068382576,140.938,-632.900,0.999993003061,-0.000214644065,-0.003734669665,-44.274,-770.333
63.968750,95.953125,0.999995026431,0.000683398266,-0.003078973815,140.962,-635.085,0.999993045021,-0.000214430907,-0.003723429804,-44.230,-768.014
63.968750,127.937500,0.999994993665,0.000683515319,-0.003089571511,140.986,-637.271,0.999993086801,-0.000214220359,-0.003712204045,-44.186,-765.699
63.968750,159.921875,0.999994960765,0.000683633045,-0.003100175762,141.010,-639.458,0.999993128404,-0.000214012405,-0.003700992226,-44.144,-763.386
63.968750,191.906250,0.999994927732,0.000683751445,-0.003110786670,141.035,-641.647,0.999993169829,-0.000213807028,-0.003689794186,-44.101,-761.076
63.968750,223.890625,0.999994894565,0.000683870522,-0.003121404332,141.059,-643.837,0.999993211079,-0.000213604211,-0.003678609766,-44.059,-758.769
63.968750,255.875000,0.999994861263,0.000683990281,-0.003132028851,141.084,-646.028,0.999993252153,-0.000213403940,-0.003667438807,-44.018,-756.465
63.968750,287.859375,0.999994827826,0.000684110724,-0.003142660326,141.109,-648.221,0.999993293053,-0.000213206197,-0.003656281153,-43.977,-754.164
63.968750,319.843750,0.999994794253,0.000684231855,-0.003153298860,141.134,-650.416,0.999993333780,-0.000213010967,-0.003645136651,-43.937,-751.865
63.968750,351.828125,0.999994760544,0.000684353676,-0.003163944554,141.159,-652.611,0.999993374336,-0.000212818235,-0.003634005146,-43.897,-749.569
63.968750,383.812500,0.999994726698,0.000684476191,-0.003174597513,141.184,-654.809,0.999993414720,-0.000212627985,-0.003622886488,-43.858,-747.276
63.968750,415.796875,0.999994692714,0.000684599404,-0.003185257839,141.209,-657.008,0.999993454934,-0.000212440204,-0.003611780525,-43.819,-744.985
63.968750,447.781250,0.999994658592,0.000684723317,-0.003195925638,141.235,-659.208,0.999993494979,-0.000212254875,-0.003600687109,-43.781,-742.697
63.968750,479.765625,0.999994624332,0.000684847934,-0.003206601014,141.261,-661.410,0.999993534856,-0.000212071984,-0.003589606093,-43.743,-740.411
63.968750,511.750000,0.999994589933,0.000684973260,-0.003217284072,141.287,-663.614,0.999993574566,-0.000211891518,-0.003578537331,-43.706,-738.128
63.968750,543.734375,0.999994555394,0.000685099296,-0.003227974920,141.313,-665.819,0.999993614109,-0.000211713461,-0.003567480678,-43.669,-735.847
63.968750,575.718750,0.999994520714,0.000685226048,-0.003238673665,141.339,-668.026,0.999993653487,-0.000211537801,-0.003556435990,-43.633,-733.569
63.968750,607.703125,0.999994485894,0.000685353517,-0.003249380414,141.365,-670.234,0.999993692701,-0.000211364523,-0.003545403127,-43.597,-731.293
63.968750,639.687500,0.999994450931,0.000685481710,-0.003260095277,141.392,-672.444,0.999993731751,-0.000211193615,-0.003534381946,-43.562,-729.020
63.968750,671.671875,0.999994415827,0.000685610628,-0.003270818363,141.418,-674.656,0.999993770639,-0.000211025062,-0.003523372309,-43.527,-726.749
63.968750,703.656250,0.999994380580,0.000685740276,-0.003281549782,141.445,-676.869,0.999993809364,-0.000210858851,-0.003512374078,-43.493,-724.481
63.968750,735.640625,0.999994345189,0.000685870657,-0.003292289645,141.472,-679.085,0.999993847929,-0.000210694971,-0.003501387115,-43.459,-722.214
63.968750,767.625000,0.999994309654,0.000686001776,-0.003303038064,141.499,-681.302,0.999993886334,-0.000210533407,-0.003490411284,-43.426,-719.950
63.968750,799.609375,0.999994273975,0.000686133637,-0.003313795151,141.526,-683.521,0.999993924579,-0.000210374148,-0.003479446452,-43.393,-717.689
63.968750,831.593750,0.999994238150,0.000686266243,-0.003324561021,141.553,-685.741,0.999993962666,-0.000210217181,-0.003468492485,-43.361,-715.429
63.968750,863.578125,0.999994202179,0.000686399599,-0.003335335788,141.581,-687.964,0.999994000595,-0.000210062494,-0.003457549250,-43.329,-713.172
63.968750,895.562500,0.999994166061,0.000686533709,-0.003346119567,141.609,-690.188,0.999994038368,-0.000209910075,-0.003446616616,-43.297,-710.917
63.968750,927.546875,0.999994129795,0.000686668577,-0.003356912474,141.636,-692.414,0.999994075985,-0.000209759913,-0.003435694454,-43.266,-708.664
63.968750,959.531250,0.999994093382,0.000686804207,-0.003367714626,141.664,-694.642,0.999994113446,-0.000209611995,-0.003424782634,-43.236,-706.414
63.968750,991.515625,0.999994056819,0.000686940603,-0.003378526141,141.692,-696.872,0.999994150753,-0.000209466311,-0.003413881028,-43.206,-704.165
63.968750,1023.500000,0.999994020107,0.000687077770,-0.003389347137,141.721,-699.104,0.999994187906,-0.000209322849,-0.003402989510,-43.176,-701.918
63.968750,1055.484375,0.999993983245,0.000687215713,-0.003400177736,141.749,-701.338,0.999994224907,-0.000209181598,-0.003392107955,-43.147,-699.674
63.968750,1087.468750,0.999993946232,0.000687354435,-0.003411018057,141.778,-703.574,0.999994261755,-0.000209042546,-0.003381236236,-43.118,-697.431
63.968750,1119.453125,0.999993909066,0.000687493942,-0.003421868222,141.807,-705.812,0.999994298452,-0.000208905684,-0.003370374231,-43.090,-695.191
63.968750,1151.437500,0.999993871749,0.000687634238,-0.003432728354,141.836,-708.052,0.999994334998,-0.000208771001,-0.003359521816,-43.062,-692.952
63.968750,1183.421875,0.999993834278,0.000687775327,-0.003443598576,141.865,-710.295,0.999994371394,-0.000208638486,-0.003348678871,-43.035,-690.716
63.968750,1215.406250,0.999993796653,0.000687917215,-0.003454479014,141.894,-712.539,0.999994407641,-0.000208508129,-0.003337845273,-43.008,-688.481
63.968750,1247.390625,0.999993758873,0.000688059906,-0.003465369793,141.923,-714.785,0.999994443739,-0.000208379920,-0.003327020903,-42.982,-686.249
63.968750,1279.375000,0.999993720938,0.000688203404,-0.003476271040,141.953,-717.034,0.999994479690,-0.000208253849,-0.003316205643,-42.956,-684.018
63.968750,1311.359375,0.999993682847,0.000688347716,-0.003487182883,141.983,-719.285,0.999994515493,-0.000208129907,-0.003305399374,-42.930,-681.789
63.968750,1343.343750,0.999993644598,0.000688492845,-0.003498105451,142.013,-721.538,0.999994551150,-0.000208008082,-0.003294601978,-42.905,-679.562
63.968750,1375.328125,0.999993606191,0.000688638798,-0.003509038874,142.043,-723.793,0.999994586662,-0.000207888367,-0.003283813340,-42.880,-677.336
63.968750,1407.312500,0.999993567625,0.000688785579,-0.003519983283,142.073,-726.050,0.999994622028,-0.000207770752,-0.003273033344,-42.856,-675.113
63.968750,1439.296875,0.999993528900,0.000688933192,-0.003530938811,142.104,-728.310,0.999994657249,-0.000207655227,-0.003262261876,-42.832,-672.891
63.968750,1471.281250,0.999993490014,0.000689081645,-0.003541905591,142.134,-730.572,0.999994692327,-0.000207541783,-0.003251498821,-42.809,-670.671
63.968750,1503.265625,0.999993450967,0.000689230941,-0.003552883757,142.165,-732.836,0.999994727261,-0.000207430412,-0.003240744067,-42.786,-668.453
63.968750,1535.250000,0.999993411758,0.000689381087,-0.003563873447,142.196,-735.103,0.999994762053,-0.000207321105,-0.003229997502,-42.763,-666.236
63.968750,1567.234375,0.999993372386,0.000689532087,-0.003574874797,142.227,-737.372,0.999994796703,-0.000207213853,-0.003219259014,-42.741,-664.021
63.968750,1599.218750,0.999993332850,0.000689683948,-0.003585887946,142.258,-739.644,0.999994831212,-0.000207108648,-0.003208528492,-42.719,-661.808
63.968750,1631.203125,0.999993293149,0.000689836674,-0.003596913033,142.290,-741.918,0.999994865580,-0.000207005482,-0.003197805827,-42.698,-659.596
63.968750,1663.187500,0.999993253282,0.000689990272,-0.003607950199,142.322,-744.195,0.999994899808,-0.000206904345,-0.003187090910,-42.677,-657.386
63.968750,1695.171875,0.999993213248,0.000690144748,-0.003618999587,142.354,-746.474,0.999994933896,-0.000206805231,-0.003176383632,-42.657,-655.177
63.968750,1727.156250,0.999993173047,0.000690300107,-0.003630061340,142.386,-748.756,0.999994967846,-0.000206708131,-0.003165683886,-42.637,-652.970
63.968750,1759.140625,0.999993132677,0.000690456355,-0.003641135603,142.418,-751.040,0.999995001657,-0.000206613038,-0.003154991564,-42.617,-650.765
