X,Y,Uv1_1,Uv2_1,Uv3_1,V2F1,V3F1,Uv1_2,Uv2_2,Uv3_2,V2F2,V3F2
0.000000,0.000000,0.999995137831,0.000662174844,-0.003047267393,136.584,-628.545,0.999992911393,-0.000236708842,-0.003757809578,-48.825,-775.106
0.000000,31.984375,0.999995105470,0.000662285428,-0.003057844680,136.607,-630.727,0.999992953749,-0.000236480667,-0.003746535626,-48.778,-772.780
0.000000,63.968750,0.999995072977,0.000662396614,-0.003068428225,136.630,-632.910,0.999992995923,-0.000236255229,-0.003735276143,-48.731,-770.458
0.000000,95.953125,0.999995040353,0.000662508406,-0.003079018125,136.653,-635.094,0.999993037917,-0.000236032512,-0.003724030963,-48.686,-768.138
0.000000,127.937500,0.999995007596,0.000662620806,-0.003089614478,136.676,-637.280,0.999993079731,-0.000235812497,-0.003712799922,-48.640,-765.822
0.000000,159.921875,0.999994974705,0.000662733817,-0.003100217382,136.699,-639.467,0.999993121366,-0.000235595167,-0.003701582856,-48.595,-763.508
0.000000,191.906250,0.999994941682,0.000662847441,-0.003110826938,136.723,-641.655,0.999993162824,-0.000235380505,-0.003690379604,-48.551,-761.197
0.000000,223.890625,0.999994908524,0.000662961682,-0.003121443244,136.746,-643.845,0.999993204105,-0.000235168493,-0.003679190007,-48.507,-758.889
0.000000,255.875000,0.999994875232,0.000663076542,-0.003132066401,136.770,-646.036,0.999993245211,-0.000234959115,-0.003668013905,-48.464,-756.584
0.000000,287.859375,0.999994841804,0.000663192024,-0.003142696511,136.794,-648.229,0.999993286143,-0.000234752355,-0.003656851142,-48.421,-754.281
0.000000,319.843750,0.999994808241,0.000663308132,-0.003153333674,136.818,-650.423,0.999993326901,-0.000234548195,-0.003645701563,-48.379,-751.982
0.000000,351.828125,0.999994774542,0.000663424868,-0.003163977993,136.842,-652.618,0.999993367487,-0.000234346622,-0.003634565015,-48.338,-749.684
0.000000,383.812500,0.999994740706,0.000663542235,-0.003174629571,136.866,-654.815,0.999993407902,-0.000234147618,-0.003623441345,-48.297,-747.390
0.000000,415.796875,0.999994706732,0.000663660237,-0.003185288512,136.890,-657.014,0.999993448146,-0.000233951168,-0.003612330402,-48.256,-745.098
0.000000,447.781250,0.999994672621,0.000663778876,-0.003195954920,136.915,-659.214,0.999993488221,-0.000233757257,-0.003601232038,-48.216,-742.809
0.000000,479.765625,0.999994638371,0.000663898156,-0.003206628900,136.940,-661.416,0.999993528128,-0.000233565869,-0.003590146105,-48.177,-740.522
0.000000,511.750000,0.999994603982,0.000664018079,-0.003217310557,136.964,-663.619,0.999993567867,-0.000233376991,-0.003579072455,-48.138,-738.238
0.000000,543.734375,0.999994569453,0.000664138651,-0.003227999999,136.989,-665.824,0.999993607440,-0.000233190606,-0.003568010945,-48.099,-735.957
0.000000,575.718750,0.999994534784,0.000664259872,-0.003238697331,137.014,-668.030,0.999993646846,-0.000233006702,-0.003556961430,-48.061,-733.678
0.000000,607.703125,0.999994499974,0.000664381748,-0.003249402663,137.039,-670.239,0.999993686089,-0.000232825263,-0.003545923768,-48.024,-731.401
0.000000,639.687500,0.999994465023,0.000664504281,-0.003260116102,137.065,-672.448,0.999993725167,-0.000232646277,-0.003534897818,-47.987,-729.127
0.000000,671.671875,0.999994429930,0.000664627475,-0.003270837758,137.090,-674.660,0.999993764082,-0.000232469728,-0.003523883440,-47.951,-726.855
0.000000,703.656250,0.999994394694,0.000664751333,-0.003281567742,137.116,-676.873,0.999993802835,-0.000232295603,-0.003512880495,-47.915,-724.585
0.000000,735.640625,0.999994359314,0.000664875859,-0.003292306164,137.141,-679.088,0.999993841428,-0.000232123890,-0.003501888846,-47.879,-722.318
0.000000,767.625000,0.999994323791,0.000665001057,-0.003303053135,137.167,-681.305,0.999993879859,-0.000231954574,-0.003490908356,-47.844,-720.053
0.000000,799.609375,0.999994288122,0.000665126929,-0.003313808770,137.193,-683.523,0.999993918131,-0.000231787643,-0.003479938892,-47.810,-717.790
0.000000,831.593750,0.999994252309,0.000665253481,-0.003324573180,137.219,-685.744,0.999993956245,-0.000231623084,-0.003468980318,-47.776,-715.530
0.000000,863.578125,0.999994216349,0.000665380715,-0.003335346481,137.245,-687.966,0.999993994200,-0.000231460885,-0.003458032503,-47.743,-713.272
0.000000,895.562500,0.999994180243,0.000665508636,-0.003346128787,137.272,-690.190,0.999994031999,-0.000231301032,-0.003447095315,-47.710,-711.016
0.000000,927.546875,0.999994143990,0.000665637247,-0.003356920215,137.298,-692.416,0.999994069641,-0.000231143515,-0.003436168624,-47.677,-708.762
0.000000,959.531250,0.999994107588,0.000665766552,-0.003367720881,137.325,-694.644,0.999994107128,-0.000230988320,-0.003425252299,-47.645,-706.510
0.000000,991.515625,0.999994071038,0.000665896556,-0.003378530903,137.352,-696.873,0.999994144460,-0.000230835436,-0.003414346214,-47.614,-704.261
0.000000,1023.500000,0.999994034338,0.000666027261,-0.003389350400,137.379,-699.105,0.999994181639,-0.000230684851,-0.003403450240,-47.582,-702.013
0.000000,1055.484375,0.999993997488,0.000666158673,-0.003400179492,137.406,-701.339,0.999994218664,-0.000230536555,-0.003392564252,-47.552,-699.768
0.000000,1087.468750,0.999993960487,0.000666290795,-0.003411018300,137.433,-703.574,0.999994255536,-0.000230390534,-0.003381688124,-47.522,-697.525
0.000000,1119.453125,0.999993923335,0.000666423632,-0.003421866944,137.461,-705.812,0.999994292257,-0.000230246779,-0.003370821733,-47.492,-695.283
0.000000,1151.437500,0.999993886030,0.000666557187,-0.003432725548,137.488,-708.052,0.999994328827,-0.000230105278,-0.003359964956,-47.463,-693.044
0.000000,1183.421875,0.999993848572,0.000666691466,-0.003443594235,137.516,-710.294,0.999994365247,-0.000229966020,-0.003349117670,-47.434,-690.806
0.000000,1215.406250,0.999993810960,0.000666826472,-0.003454473130,137.544,-712.538,0.999994401518,-0.000229828996,-0.003338279753,-47.406,-688.571
0.000000,1247.390625,0.999993773193,0.000666962210,-0.003465362358,137.572,-714.784,0.999994437639,-0.000229694193,-0.003327451087,-47.378,-686.337
0.000000,1279.375000,0.999993735271,0.000667098684,-0.003476262046,137.600,-717.032,0.999994473613,-0.000229561603,-0.003316631551,-47.351,-684.106
0.000000,1311.359375,0.999993697193,0.000667235900,-0.003487172323,137.628,-719.282,0.999994509439,-0.000229431214,-0.003305821027,-47.324,-681.876
0.000000,1343.343750,0.999993658958,0.000667373860,-0.003498093316,137.657,-721.535,0.999994545119,-0.000229303017,-0.003295019398,-47.297,-679.648
0.000000,1375.328125,0.999993620564,0.000667512571,-0.003509025157,137.685,-723.790,0.999994580652,-0.000229177003,-0.003284226547,-47.271,-677.422
0.000000,1407.312500,0.999993582013,0.000667652036,-0.003519967975,137.714,-726.047,0.999994616040,-0.000229053160,-0.003273442358,-47.246,-675.197
0.000000,1439.296875,0.999993543301,0.000667792261,-0.003530921903,137.743,-728.306,0.999994651284,-0.000228931480,-0.003262666716,-47.221,-672.975
0.000000,1471.281250,0.999993504429,0.000667933251,-0.003541887076,137.772,-730.568,0.999994686383,-0.000228811954,-0.003251899508,-47.196,-670.754
0.000000,1503.265625,0.999993465397,0.000668075010,-0.003552863627,137.801,-732.832,0.999994721339,-0.000228694572,-0.003241140619,-47.172,-668.534
0.000000,1535.250000,0.999993426202,0.000668217543,-0.003563851691,137.831,-735.099,0.999994756152,-0.000228579324,-0.003230389938,-47.148,-666.317
0.000000,1567.234375,0.999993386844,0.000668360856,-0.003574851408,137.860,-737.368,0.999994790823,-0.000228466203,-0.003219647353,-47.125,-664.101
0.000000,1599.218750,0.999993347322,0.000668504952,-0.003585862913,137.890,-739.639,0.999994825353,-0.000228355199,-0.003208912752,-47.102,-661.887
0.000000,1631.203125,0.999993307636,0.000668649839,-0.003596886348,137.920,-741.913,0.999994859742,-0.000228246304,-0.003198186027,-47.079,-659.674
0.000000,1663.187500,0.999993267784,0.000668795520,-0.003607921853,137.950,-744.189,0.999994893990,-0.000228139509,-0.003187467066,-47.057,-657.463
0.000000,1695.171875,0.999993227765,0.000668942002,-0.003618969570,137.980,-746.468,0.999994928099,-0.000228034806,-0.003176755763,-47.036,-655.254
0.000000,1727.156250,0.999993187579,0.000669089289,-0.003630029642,138.010,-748.749,0.999994962068,-0.000227932186,-0.003166052008,-47.015,-653.046
0.000000,1759.140625,0.999993147225,0.000669237387,-0.003641102215,138.041,-751.033,0.999994995899,-0.000227831642,-0.003155355695,-46.994,-650.840
0.000000,1791.125000,0.999993106701,0.000669386302,-0.003652187435,138.072,-753.319,0.999995029592,-0.000227733166,-0.003144666717,-46.974,-648.635
0.000000,1823.109375,0.999993066007,0.000669536039,-0.003663285450,138.103,-755.609,0.999995063148,-0.000227636749,-0.003133984969,-46.954,-646.432
0.000000,1855.093750,0.999993025141,0.000669686604,-0.003674396407,138.134,-757.900,0.999995096566,-0.000227542384,-0.003123310345,-46.934,-644.230
0.000000,1887.078125,0.999992984103,0.000669838002,-0.003685520459,138.165,-760.195,0.999995129849,-0.000227450064,-0.003112642740,-46.915,-642.030
0.000000,1919.062500,0.999992942892,0.000669990240,-0.003696657756,138.196,-762.492,0.999995162996,-0.000227359780,-0.003101982051,-46.897,-639.831
0.000000,1951.046875,0.999992901507,0.000670143323,-0.003707808453,138.228,-764.792,0.999995196007,-0.000227271527,-0.003091328175,-46.878,-637.633
0.000000,1983.031250,0.999992859946,0.000670297257,-0.003718972704,138.260,-767.095,0.999995228884,-0.000227185296,-0.003080681009,-46.861,-635.437
0.000000,2015.015625,0.999992818209,0.000670452049,-0.003730150667,138.292,-769.401,0.999995261627,-0.000227101081,-0.003070040452,-46.843,-633.242
0.000000,2047.000000,0.999992776295,0.000670607704,-0.003741342498,138.324,-771.709,0.999995294236,-0.000227018875,-0.003059406401,-46.826,-631.049
31.984375,0.000000,0.999995130941,0.000672612070,-0.003047242440,138.737,-628.540,0.999992915063,-0.000225890475,-0.003757498809,-46.594,-775.042
31.984375,31.984375,0.999995098576,0.000672724889,-0.003057820377,138.760,-630.722,0.999992957402,-0.000225667180,-0.003746227576,-46.548,-772.717
31.984375,63.968750,0.999995066079,0.000672838340,-0.003068404574,138.784,-632.905,0.999992999559,-0.000225446576,-0.003734970795,-46.502,-770.395
31.984375,95.953125,0.999995033450,0.000672952427,-0.003078995128,138.807,-635.089,0.999993041536,-0.000225228647,-0.003723728297,-46.457,-768.076
31.984375,127.937500,0.999995000688,0.000673067153,-0.003089592137,138.831,-637.275,0.999993083333,-0.000225013373,-0.003712499920,-46.413,-765.760
31.984375,159.921875,0.999994967793,0.000673182520,-0.003100195700,138.855,-639.462,0.999993124952,-0.000224800738,-0.003701285501,-46.369,-763.447
31.984375,191.906250,0.999994934765,0.000673298530,-0.003110805917,138.878,-641.651,0.999993166393,-0.000224590726,-0.003690084877,-46.325,-761.136
31.984375,223.890625,0.999994901603,0.000673415188,-0.003121422886,138.903,-643.841,0.999993207658,-0.000224383320,-0.003678897890,-46.283,-758.829
31.984375,255.875000,0.999994868306,0.000673532497,-0.003132046708,138.927,-646.032,0.999993248748,-0.000224178502,-0.003667724382,-46.240,-756.524
31.984375,287.859375,0.999994834873,0.000673650458,-0.003142677485,138.951,-648.225,0.999993289664,-0.000223976258,-0.003656564196,-46.199,-754.222
31.984375,319.843750,0.999994801305,0.000673769076,-0.003153315318,138.976,-650.419,0.999993330407,-0.000223776571,-0.003645417177,-46.158,-751.923
31.984375,351.828125,0.999994767601,0.000673888353,-0.003163960309,139.000,-652.615,0.999993370977,-0.000223579425,-0.003634283173,-46.117,-749.626
31.984375,383.812500,0.999994733760,0.000674008293,-0.003174612562,139.025,-654.812,0.999993411376,-0.000223384805,-0.003623162030,-46.077,-747.332
31.984375,415.796875,0.999994699782,0.000674128898,-0.003185272180,139.050,-657.011,0.999993451605,-0.000223192696,-0.003612053599,-46.037,-745.041
31.984375,447.781250,0.999994665665,0.000674250173,-0.003195939268,139.075,-659.211,0.999993491665,-0.000223003083,-0.003600957730,-45.998,-742.752
31.984375,479.765625,0.999994631410,0.000674372120,-0.003206613929,139.100,-661.413,0.999993531557,-0.000222815951,-0.003589874277,-45.959,-740.466
31.984375,511.750000,0.999994597016,0.000674494744,-0.003217296272,139.125,-663.616,0.999993571281,-0.000222631285,-0.003578803092,-45.921,-738.183
31.984375,543.734375,0.999994562482,0.000674618046,-0.003227986400,139.151,-665.821,0.999993610839,-0.000222449071,-0.003567744031,-45.884,-735.902
31.984375,575.718750,0.999994527808,0.000674742031,-0.003238684423,139.176,-668.028,0.999993650231,-0.000222269295,-0.003556696951,-45.847,-733.623
