Reference:  33 apertures in PRDOPSSOC-045
Comparison: 33 apertures in pre_delivery

Number of modified apertures 32. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
FGS1_FULL_OSS                   XSciScale            0.06853116            0.06839158        0.000140     0.2037
FGS1_FULL_OSS                   YSciScale            0.07005886            0.06993081        0.000128     0.1828
FGS1_FULL_OSS                   XIdlVert1                -69.01              -68.8543        0.155700     0.2256
FGS1_FULL_OSS                   XIdlVert2                70.294               70.1233        0.170700     0.2428
FGS1_FULL_OSS                   XIdlVert3               71.8255               71.5697        0.255800     0.3561
FGS1_FULL_OSS                   XIdlVert4              -70.3952              -70.2482        0.147000     0.2088
FGS1_FULL_OSS                   YIdlVert1               72.3452               72.1764        0.168800     0.2333
FGS1_FULL_OSS                   YIdlVert2                68.951               68.8086        0.142400     0.2065
FGS1_FULL_OSS                   YIdlVert3              -75.8935              -75.5918        0.301700     0.3975
FGS1_FULL_OSS                   YIdlVert4              -70.8365              -70.7457        0.090800     0.1282
FGS1_FULL_OSS                  Sci2IdlX10   0.06850142322844019        0.068362068448        0.000139     0.2034
FGS1_FULL_OSS                  Sci2IdlX20  4.72406596521652e-07      4.8372186245e-07        0.000000     2.3392
FGS1_FULL_OSS                  Sci2IdlX21 6.821876392826733e-07      7.0027964818e-07        0.000000     2.5835
FGS1_FULL_OSS                  Sci2IdlX22 1.641824601199867e-07      1.7242117155e-07        0.000000     4.7782
FGS1_FULL_OSS                  Sci2IdlX30  1.02540716038746e-10      7.5333164063e-11        0.000000    26.5334
FGS1_FULL_OSS                  Sci2IdlX31 2.616928295594079e-11      2.0702180401e-11        0.000000    20.8913
FGS1_FULL_OSS                  Sci2IdlX32 1.170000084003128e-10      1.0731236489e-10        0.000000     8.2800
FGS1_FULL_OSS                  Sci2IdlX33 7.913325033993267e-12     -8.4658837865e-12        0.000000   193.4731
FGS1_FULL_OSS                  Sci2IdlX40 3.561420059015675e-15     -1.7618623151e-14        0.000000   120.2140
FGS1_FULL_OSS                  Sci2IdlX41 6.179829559514827e-15     -1.1819918297e-14        0.000000   152.2832
FGS1_FULL_OSS                  Sci2IdlX42 5.359907987848078e-15      -6.777308065e-15        0.000000   179.0861
FGS1_FULL_OSS                  Sci2IdlX43 6.435154618172446e-15     -1.0215734742e-14        0.000000   162.9926
FGS1_FULL_OSS                  Sci2IdlX44 1.129456181100868e-15     -1.2355530489e-14        0.000000   109.1413
FGS1_FULL_OSS                  Sci2IdlY10 -0.002018519748382731      -0.0020088424134        0.000010     0.4794
FGS1_FULL_OSS                  Sci2IdlY11  -0.07005886361899759       -0.069930814509        0.000128     0.1828
FGS1_FULL_OSS                  Sci2IdlY20 -2.88725014120298e-07     -3.0118488215e-07        0.000000     4.1370
FGS1_FULL_OSS                  Sci2IdlY21 -3.871617096937588e-07     -3.9425418442e-07        0.000000     1.7990
FGS1_FULL_OSS                  Sci2IdlY22 -9.859092008729103e-07     -9.9539246455e-07        0.000000     0.9527
FGS1_FULL_OSS                  Sci2IdlY30 -1.086014422650633e-11     -7.8411053506e-12        0.000000    27.7993
FGS1_FULL_OSS                  Sci2IdlY31 -1.174119579376294e-10     -1.0188612565e-10        0.000000    13.2234
FGS1_FULL_OSS                  Sci2IdlY32 -3.182474003044676e-11      1.1165946807e-11        0.000000   135.0857
FGS1_FULL_OSS                  Sci2IdlY33 -1.305820478111748e-10     -1.0435449504e-10        0.000000    20.0851
FGS1_FULL_OSS                  Sci2IdlY40 -1.900895960378646e-15      5.1448483671e-15        0.000000   136.9476
FGS1_FULL_OSS                  Sci2IdlY41 -3.978004658659284e-15      1.0314768079e-14        0.000000   138.5661
