Reference:  281 apertures in PRDOPSSOC-068
Comparison: 290 apertures in pre_delivery

Number of added apertures 9:
	          AperName      XDetRef      YDetRef     XSciSize     YSciSize      XSciRef      YSciRef        V2Ref        V3Ref
	Added MIRIM_TASLITLESSPRISM_V2         46.5        991.5           48           48         24.5         24.5  -378.077902  -326.829218
	Added MIRIM_SLITLESSPRISM_V2S         38.5        916.5           52          256         26.5        164.5  -377.849946  -335.134436
	Added MIRIM_TASUB128_V2         74.5        952.5           48           48         24.5         24.5  -381.474392  -330.827705
	Added MIRIM_SUB128_V2         74.5        952.5          132          128         62.5         64.5  -381.474392  -330.827705
	Added MIRIM_SUBSLIT       326.13        300.7          140          384        26.13        293.7  -414.847794  -400.425576
	Added MIRIM_TASUB64_V2         50.5        810.5           32           32         16.5         16.5  -380.071437  -346.670589
	Added MIRIM_TASLITLESSPRISM_V2S         38.5        981.5           48           48         24.5         24.5  -377.290229  -328.004341
	Added MIRIM_SLITLESSPRISM_V2         46.5        924.5           68          384         34.5        290.5  -378.655692  -334.176968
	Added MIRIM_SUB64_V2         50.5        810.5           76           64         38.5         32.5  -380.071437  -346.670589
Number of modified apertures 281. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
MIRIM_FULL_OSS                      V2Ref            -453.37849            -453.34829        0.030200     0.0067
MIRIM_FULL_OSS                      V3Ref           -373.810549           -373.667949        0.142600     0.0381

MIRIM_FULL                          V2Ref            -453.37849            -453.34829        0.030200     0.0067
MIRIM_FULL                          V3Ref           -373.810549           -373.667949        0.142600     0.0381

MIRIM_ILLUM                         V2Ref            -453.37849            -453.34829        0.030200     0.0067
MIRIM_ILLUM                         V3Ref           -373.810549           -373.667949        0.142600     0.0381

MIRIM_BRIGHTSKY                     V2Ref           -457.463589           -457.433389        0.030200     0.0066
MIRIM_BRIGHTSKY                     V3Ref           -396.460933           -396.318333        0.142600     0.0360

MIRIM_SUB256                        V2Ref           -439.670145           -439.639945        0.030200     0.0069
MIRIM_SUB256                        V3Ref           -412.090499           -411.947899        0.142600     0.0346

MIRIM_SUB128                        V2Ref           -381.067512           -381.037312        0.030200     0.0079
MIRIM_SUB128                        V3Ref            -331.00981            -330.86721        0.142600     0.0431

MIRIM_SUB64                         V2Ref           -378.788727           -378.758527        0.030200     0.0080
MIRIM_SUB64                         V3Ref           -346.931379           -346.788779        0.142600     0.0411

MIRIM_SLITLESSPRISM                 V2Ref           -378.630313           -378.600113        0.030200     0.0080
MIRIM_SLITLESSPRISM                 V3Ref           -344.895045           -344.752445        0.142600     0.0413

MIRIM_SLITLESSUPPER                 V2Ref           -378.630313           -378.600113        0.030200     0.0080
MIRIM_SLITLESSUPPER                 V3Ref           -344.895045           -344.752445        0.142600     0.0413

MIRIM_SLITLESSLOWER                 V2Ref           -378.630313           -378.600113        0.030200     0.0080
MIRIM_SLITLESSLOWER                 V3Ref           -344.895045           -344.752445        0.142600     0.0413

MIRIM_MASK1065                      V2Ref           -393.861454           -393.831254        0.030200     0.0077
MIRIM_MASK1065                      V3Ref           -420.768798           -420.626198        0.142600     0.0339

MIRIM_MASK1140                      V2Ref            -391.78279            -391.75259        0.030200     0.0077
MIRIM_MASK1140                      V3Ref           -396.423519           -396.280919        0.142600     0.0360

MIRIM_MASK1550                      V2Ref             -389.8221             -389.7919        0.030200     0.0077
MIRIM_MASK1550                      V3Ref           -371.988767           -371.846167        0.142600     0.0383

MIRIM_MASKLYOT                      V2Ref           -389.713135           -389.682935        0.030200     0.0077
MIRIM_MASKLYOT                      V3Ref            -337.59926            -337.45666        0.142600     0.0422

MIRIM_FULL1065                      V2Ref           -393.861454           -393.831254        0.030200     0.0077
MIRIM_FULL1065                      V3Ref           -420.768798           -420.626198        0.142600     0.0339

MIRIM_FULL1140                      V2Ref            -391.78279            -391.75259        0.030200     0.0077
MIRIM_FULL1140                      V3Ref           -396.423519           -396.280919        0.142600     0.0360

MIRIM_FULL1550                      V2Ref             -389.8221             -389.7919        0.030200     0.0077
MIRIM_FULL1550                      V3Ref           -371.988767           -371.846167        0.142600     0.0383

MIRIM_FULLLYOT                      V2Ref           -389.713135           -389.682935        0.030200     0.0077
MIRIM_FULLLYOT                      V3Ref            -337.59926            -337.45666        0.142600     0.0422

MIRIM_TAMRS                         V2Ref           -481.987342           -481.957142        0.030200     0.0063
MIRIM_TAMRS                         V3Ref           -318.206242           -318.063642        0.142600     0.0448

MIRIM_TALRS                         V2Ref           -424.614327           -424.584127        0.030200     0.0071
MIRIM_TALRS                         V3Ref           -401.013785           -400.871185        0.142600     0.0356

MIRIM_TABLOCK                       V2Ref           -407.266026           -407.235826        0.030200     0.0074
MIRIM_TABLOCK                       V3Ref           -387.082805           -386.940205        0.142600     0.0368

MIRIM_TALYOT_UL                     V2Ref           -381.067512           -381.037312        0.030200     0.0079
MIRIM_TALYOT_UL                     V3Ref            -331.00981            -330.86721        0.142600     0.0431

MIRIM_TALYOT_UR                     V2Ref           -396.470108           -396.439908        0.030200     0.0076
MIRIM_TALYOT_UR                     V3Ref           -329.630604           -329.488004        0.142600     0.0433

MIRIM_TALYOT_LL                     V2Ref           -381.716997           -381.686797        0.030200     0.0079
MIRIM_TALYOT_LL                     V3Ref           -346.335306           -346.192706        0.142600     0.0412

MIRIM_TALYOT_LR                     V2Ref           -397.716545           -397.686345        0.030200     0.0076
MIRIM_TALYOT_LR                     V3Ref           -345.243588           -345.100988        0.142600     0.0413

MIRIM_TALYOT_CUL                    V2Ref           -386.592885           -386.562685        0.030200     0.0078
MIRIM_TALYOT_CUL                    V3Ref           -335.486338           -335.343738        0.142600     0.0425

MIRIM_TALYOT_CUR                    V2Ref           -392.385139           -392.354939        0.030200     0.0077
MIRIM_TALYOT_CUR                    V3Ref           -334.968356           -334.825756        0.142600     0.0426

MIRIM_TALYOT_CLL                    V2Ref           -386.780938           -386.750738        0.030200     0.0078
MIRIM_TALYOT_CLL                    V3Ref           -340.672012           -340.529412        0.142600     0.0419

MIRIM_TALYOT_CLR                    V2Ref           -392.904284           -392.874084        0.030200     0.0077
MIRIM_TALYOT_CLR                    V3Ref           -340.125472           -339.982872        0.142600     0.0419

MIRIM_TA1550_UL                     V2Ref           -382.895184           -382.864984        0.030200     0.0079
MIRIM_TA1550_UL                     V3Ref           -365.670274           -365.527674        0.142600     0.0390

MIRIM_TA1550_UR                     V2Ref           -395.268431           -395.238231        0.030200     0.0076
MIRIM_TA1550_UR                     V3Ref           -365.809946           -365.667346        0.142600     0.0390

MIRIM_TA1550_LL                     V2Ref           -383.658816           -383.628616        0.030200     0.0079
MIRIM_TA1550_LL                     V3Ref            -378.17861            -378.03601        0.142600     0.0377

MIRIM_TA1550_LR                     V2Ref           -395.791106           -395.760906        0.030200     0.0076
MIRIM_TA1550_LR                     V3Ref           -377.912013           -377.769413        0.142600     0.0377

MIRIM_TA1550_CUL                    V2Ref            -388.12673            -388.09653        0.030200     0.0078
MIRIM_TA1550_CUL                    V3Ref           -370.442474           -370.299874        0.142600     0.0385

MIRIM_TA1550_CUR                    V2Ref           -391.122774           -391.092574        0.030200     0.0077
MIRIM_TA1550_CUR                    V3Ref           -370.626842           -370.484242        0.142600     0.0385

MIRIM_TA1550_CLL                    V2Ref            -388.15216            -388.12196        0.030200     0.0078
MIRIM_TA1550_CLL                    V3Ref           -373.558317           -373.415717        0.142600     0.0382

MIRIM_TA1550_CLR                    V2Ref           -391.359683           -391.329483        0.030200     0.0077
MIRIM_TA1550_CLR                    V3Ref           -373.614063           -373.471463        0.142600     0.0382

MIRIM_TA1140_UL                     V2Ref           -384.857011           -384.826811        0.030200     0.0078
MIRIM_TA1140_UL                     V3Ref           -390.421848           -390.279248        0.142600     0.0365

MIRIM_TA1140_UR                     V2Ref           -397.184296           -397.154096        0.030200     0.0076
MIRIM_TA1140_UR                     V3Ref             -389.7143             -389.5717        0.142600     0.0366

MIRIM_TA1140_LL                     V2Ref           -385.330749           -385.300549        0.030200     0.0078
MIRIM_TA1140_LL                     V3Ref           -403.024951           -402.882351        0.142600     0.0354

MIRIM_TA1140_LR                     V2Ref           -397.782614           -397.752414        0.030200     0.0076
MIRIM_TA1140_LR                     V3Ref           -402.443346           -402.300746        0.142600     0.0354

MIRIM_TA1140_CUL                    V2Ref           -389.860901           -389.830701        0.030200     0.0077
MIRIM_TA1140_CUL                    V3Ref           -394.889033           -394.746433        0.142600     0.0361

MIRIM_TA1140_CUR                    V2Ref           -393.495154           -393.464954        0.030200     0.0077
MIRIM_TA1140_CUR                    V3Ref           -394.695913           -394.553313        0.142600     0.0361

MIRIM_TA1140_CLL                    V2Ref           -389.800991           -389.770791        0.030200     0.0077
MIRIM_TA1140_CLL                    V3Ref           -398.224093           -398.081493        0.142600     0.0358

MIRIM_TA1140_CLR                    V2Ref           -393.334729           -393.304529        0.030200     0.0077
MIRIM_TA1140_CLR                    V3Ref           -398.152268           -398.009668        0.142600     0.0358

MIRIM_TA1065_UL                     V2Ref           -386.766426           -386.736226        0.030200     0.0078
MIRIM_TA1065_UL                     V3Ref            -414.92794            -414.78534        0.142600     0.0344

MIRIM_TA1065_UR                     V2Ref           -399.430775           -399.400575        0.030200     0.0076
MIRIM_TA1065_UR                     V3Ref           -414.245133           -414.102533        0.142600     0.0344

MIRIM_TA1065_LL                     V2Ref           -387.382034           -387.351834        0.030200     0.0078
MIRIM_TA1065_LL                     V3Ref           -427.225942           -427.083342        0.142600     0.0334

MIRIM_TA1065_LR                     V2Ref           -399.837462           -399.807262        0.030200     0.0076
MIRIM_TA1065_LR                     V3Ref           -426.808513           -426.665913        0.142600     0.0334

MIRIM_TA1065_CUL                    V2Ref           -391.885759           -391.855559        0.030200     0.0077
MIRIM_TA1065_CUL                    V3Ref           -419.239968           -419.097368        0.142600     0.0340

MIRIM_TA1065_CUR                    V2Ref           -395.319676           -395.289476        0.030200     0.0076
MIRIM_TA1065_CUR                    V3Ref           -419.297415           -419.154815        0.142600     0.0340

MIRIM_TA1065_CLL                    V2Ref           -391.844749           -391.814549        0.030200     0.0077
MIRIM_TA1065_CLL                    V3Ref           -422.634036           -422.491436        0.142600     0.0337

MIRIM_TA1065_CLR                    V2Ref           -395.378632           -395.348432        0.030200     0.0076
MIRIM_TA1065_CLR                    V3Ref           -422.576025           -422.433425        0.142600     0.0337

MIRIM_TAFULL                        V2Ref            -453.37849            -453.34829        0.030200     0.0067
MIRIM_TAFULL                        V3Ref           -373.810549           -373.667949        0.142600     0.0381

MIRIM_TAILLUM                       V2Ref            -453.37849            -453.34829        0.030200     0.0067
MIRIM_TAILLUM                       V3Ref           -373.810549           -373.667949        0.142600     0.0381

MIRIM_TABRIGHTSKY                   V2Ref           -457.463589           -457.433389        0.030200     0.0066
MIRIM_TABRIGHTSKY                   V3Ref           -396.460933           -396.318333        0.142600     0.0360

MIRIM_TASUB256                      V2Ref           -439.670145           -439.639945        0.030200     0.0069
MIRIM_TASUB256                      V3Ref           -412.090499           -411.947899        0.142600     0.0346

MIRIM_TASUB128                      V2Ref           -381.067512           -381.037312        0.030200     0.0079
MIRIM_TASUB128                      V3Ref            -331.00981            -330.86721        0.142600     0.0431

MIRIM_TASUB64                       V2Ref           -378.569908           -378.539708        0.030200     0.0080
MIRIM_TASUB64                       V3Ref            -346.95109            -346.80849        0.142600     0.0411

MIRIM_TASLITLESSPRISM               V2Ref           -377.914501           -377.884301        0.030200     0.0080
MIRIM_TASLITLESSPRISM               V3Ref           -335.716223           -335.573623        0.142600     0.0425

MIRIM_CORON1065                     V2Ref           -393.861454           -393.831254        0.030200     0.0077
MIRIM_CORON1065                     V3Ref           -420.768798           -420.626198        0.142600     0.0339

MIRIM_CORON1140                     V2Ref            -391.78279            -391.75259        0.030200     0.0077
MIRIM_CORON1140                     V3Ref           -396.423519           -396.280919        0.142600     0.0360

MIRIM_CORON1550                     V2Ref             -389.8221             -389.7919        0.030200     0.0077
MIRIM_CORON1550                     V3Ref           -371.988767           -371.846167        0.142600     0.0383

MIRIM_CORONLYOT                     V2Ref           -389.713135           -389.682935        0.030200     0.0077
MIRIM_CORONLYOT                     V3Ref            -337.59926            -337.45666        0.142600     0.0422

MIRIM_KNIFE                         V2Ref           -421.012647           -420.982447        0.030200     0.0072
MIRIM_KNIFE                         V3Ref           -394.538029           -394.395429        0.142600     0.0361

MIRIM_FP1MIMF                       V2Ref           -433.305449           -433.275249        0.030200     0.0070
MIRIM_FP1MIMF                       V3Ref           -375.707072           -375.564472        0.142600     0.0380

MIRIM_FP2MIMF                       V2Ref           -482.788148           -482.757948        0.030200     0.0063
MIRIM_FP2MIMF                       V3Ref           -417.191897           -417.049297        0.142600     0.0342

MIRIM_FP3MIMF                       V2Ref           -422.121164           -422.090964        0.030200     0.0072
MIRIM_FP3MIMF                       V3Ref           -422.147052           -422.004452        0.142600     0.0338

MIRIM_FP4MIMF                       V2Ref           -414.473186           -414.442986        0.030200     0.0073
MIRIM_FP4MIMF                       V3Ref           -331.212303           -331.069703        0.142600     0.0431

MIRIM_FP5MIMF                       V2Ref           -458.813193           -458.782993        0.030200     0.0066
MIRIM_FP5MIMF                       V3Ref           -345.680042           -345.537442        0.142600     0.0413

MIRIM_SLIT                          V2Ref              -414.878              -414.848        0.030000     0.0072
MIRIM_SLIT                          V3Ref              -400.568              -400.426        0.142000     0.0354
MIRIM_SLIT                      XIdlVert1               -2.3613               -2.3622        0.000900     0.0381
MIRIM_SLIT                      XIdlVert2               -2.3616               -2.3615        0.000100     0.0042
MIRIM_SLIT                      XIdlVert3                2.3624                2.3614        0.001000     0.0423
MIRIM_SLIT                      XIdlVert4                2.3616                2.3617        0.000100     0.0042
MIRIM_SLIT                      YIdlVert1                -0.255               -0.2539        0.001100     0.4314
MIRIM_SLIT                      YIdlVert2                0.2598                0.2608        0.001000     0.3834
MIRIM_SLIT                      YIdlVert3                0.2559                 0.256        0.000100     0.0391
MIRIM_SLIT                      YIdlVert4               -0.2598               -0.2588        0.001000     0.3849

MIRIFU_CHANNEL1A                    V2Ref              -503.378             -503.3406        0.037400     0.0074
MIRIFU_CHANNEL1A                    V3Ref             -318.9992              -318.864        0.135200     0.0424
MIRIFU_CHANNEL1A                XIdlVert1                1.3368                1.3218        0.015000     1.1221
MIRIFU_CHANNEL1A                XIdlVert2               -1.8478               -1.8528        0.005000     0.2699
MIRIFU_CHANNEL1A                XIdlVert3               -1.3408               -1.3076        0.033200     2.4761
MIRIFU_CHANNEL1A                XIdlVert4                1.8551                 1.867        0.011900     0.6374
MIRIFU_CHANNEL1A                YIdlVert1                2.0669                2.0767        0.009800     0.4719
MIRIFU_CHANNEL1A                YIdlVert2                1.6204                1.6066        0.013800     0.8516
MIRIFU_CHANNEL1A                YIdlVert3               -2.0921               -2.0747        0.017400     0.8317
MIRIFU_CHANNEL1A                YIdlVert4               -1.5947               -1.6045        0.009800     0.6108

MIRIFU_1ASLICE01                    V2Ref             -503.1339              -503.081        0.052900     0.0105
MIRIFU_1ASLICE01                    V3Ref             -317.2435             -317.1111        0.132400     0.0417
MIRIFU_1ASLICE01                XIdlVert1                1.6252                1.6344        0.009200     0.5629
MIRIFU_1ASLICE01                XIdlVert2               -1.6803               -1.6595        0.020800     1.2379
MIRIFU_1ASLICE01                XIdlVert3               -1.6562               -1.6335        0.022700     1.3706
MIRIFU_1ASLICE01                XIdlVert4                1.6499                1.6604        0.010500     0.6324
MIRIFU_1ASLICE01                YIdlVert1                0.3174                0.3317        0.014300     4.3111
MIRIFU_1ASLICE01                YIdlVert2               -0.1461               -0.1562        0.010100     6.4661
MIRIFU_1ASLICE01                YIdlVert3               -0.3229               -0.3315        0.008600     2.5943
MIRIFU_1ASLICE01                YIdlVert4                0.1431                0.1564        0.013300     8.5038

MIRIFU_1ASLICE02                    V2Ref             -503.1583             -503.1069        0.051400     0.0102
MIRIFU_1ASLICE02                    V3Ref              -317.419             -317.2864        0.132600     0.0418
MIRIFU_1ASLICE02                XIdlVert1                1.6214                   1.6        0.021400     1.3198
MIRIFU_1ASLICE02                XIdlVert2               -1.6996               -1.6954        0.004200     0.2471
MIRIFU_1ASLICE02                XIdlVert3               -1.6754               -1.6694        0.006000     0.3581
MIRIFU_1ASLICE02                XIdlVert4                1.6461                 1.626        0.020100     1.2211
MIRIFU_1ASLICE02                YIdlVert1                 0.318                0.3266        0.008600     2.6332
MIRIFU_1ASLICE02                YIdlVert2               -0.1501               -0.1615        0.011400     7.0588
MIRIFU_1ASLICE02                YIdlVert3                -0.327               -0.3368        0.009800     2.9097
MIRIFU_1ASLICE02                YIdlVert4                0.1437                0.1513        0.007600     5.0231

MIRIFU_1ASLICE03                    V2Ref             -503.1827             -503.1329        0.049800     0.0099
MIRIFU_1ASLICE03                    V3Ref             -317.5946             -317.4617        0.132900     0.0418
MIRIFU_1ASLICE03                XIdlVert1                1.6985                1.7091        0.010600     0.6202
MIRIFU_1ASLICE03                XIdlVert2               -1.6592               -1.6286        0.030600     1.8443
MIRIFU_1ASLICE03                XIdlVert3               -1.6351               -1.6027        0.032400     1.9815
MIRIFU_1ASLICE03                XIdlVert4                1.7232                 1.735        0.011800     0.6801
MIRIFU_1ASLICE03                YIdlVert1                0.3302                0.3427        0.012500     3.6475
