Reference:  277 apertures in PRDOPSSOC-M-024
Comparison: 277 apertures in pre_delivery

Number of modified apertures 277. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent

MIRIFU_1CSLICE05                XIdlVert1                1.6789                1.6335        0.045400     2.7042
MIRIFU_1CSLICE05                XIdlVert2               -1.6719               -1.6026        0.069300     4.1450
MIRIFU_1CSLICE05                XIdlVert3               -1.6462               -1.5769        0.069300     4.2097
MIRIFU_1CSLICE05                XIdlVert4                1.7055                  1.66        0.045500     2.6678
MIRIFU_1CSLICE05                YIdlVert1                0.3246                0.3183        0.006300     1.9409
MIRIFU_1CSLICE05                YIdlVert2               -0.1449               -0.1352        0.009700     6.6943
MIRIFU_1CSLICE05                YIdlVert3                -0.321               -0.3113        0.009700     3.0218
MIRIFU_1CSLICE05                YIdlVert4                0.1506                0.1442        0.006400     4.2497

MIRIFU_1CSLICE06                XIdlVert1                1.7087                1.6193        0.089400     5.2320
MIRIFU_1CSLICE06                XIdlVert2               -1.6812               -1.6351        0.046100     2.7421
MIRIFU_1CSLICE06                XIdlVert3               -1.6556               -1.6094        0.046200     2.7905
MIRIFU_1CSLICE06                XIdlVert4                1.7352                1.6458        0.089400     5.1521
MIRIFU_1CSLICE06                YIdlVert1                0.3298                0.3172        0.012600     3.8205
MIRIFU_1CSLICE06                YIdlVert2               -0.1472               -0.1407        0.006500     4.4158
MIRIFU_1CSLICE06                YIdlVert3               -0.3234               -0.3169        0.006500     2.0099
MIRIFU_1CSLICE06                YIdlVert4                0.1557                0.1431        0.012600     8.0925

MIRIFU_1CSLICE07                XIdlVert1                1.6957                1.6223        0.073400     4.3286
MIRIFU_1CSLICE07                XIdlVert2               -1.6807               -1.6412        0.039500     2.3502
MIRIFU_1CSLICE07                XIdlVert3               -1.6551               -1.6155        0.039600     2.3926
MIRIFU_1CSLICE07                XIdlVert4                1.7223                1.6488        0.073500     4.2675
MIRIFU_1CSLICE07                YIdlVert1                 0.329                0.3186        0.010400     3.1611
MIRIFU_1CSLICE07                YIdlVert2                -0.148               -0.1425        0.005500     3.7162
MIRIFU_1CSLICE07                YIdlVert3               -0.3242               -0.3186        0.005600     1.7273
MIRIFU_1CSLICE07                YIdlVert4                 0.155                0.1445        0.010500     6.7742

MIRIFU_1CSLICE08                XIdlVert1                 1.694                1.5844        0.109600     6.4699
MIRIFU_1CSLICE08                XIdlVert2               -1.7043               -1.6501        0.054200     3.1802
MIRIFU_1CSLICE08                XIdlVert3               -1.6787               -1.6245        0.054200     3.2287
MIRIFU_1CSLICE08                XIdlVert4                1.7206                1.6109        0.109700     6.3757
MIRIFU_1CSLICE08                YIdlVert1                0.3298                0.3142        0.015600     4.7301
MIRIFU_1CSLICE08                YIdlVert2               -0.1524               -0.1447        0.007700     5.0525
MIRIFU_1CSLICE08                YIdlVert3               -0.3286               -0.3209        0.007700     2.3433
MIRIFU_1CSLICE08                YIdlVert4                0.1557                0.1401        0.015600    10.0193

MIRIFU_1CSLICE09                XIdlVert1                1.7049                1.6235        0.081400     4.7745
MIRIFU_1CSLICE09                XIdlVert2               -1.6934               -1.6396        0.053800     3.1770
MIRIFU_1CSLICE09                XIdlVert3               -1.6677                -1.614        0.053700     3.2200
MIRIFU_1CSLICE09                XIdlVert4                1.7314                1.6501        0.081300     4.6956
MIRIFU_1CSLICE09                YIdlVert1                0.3323                0.3207        0.011600     3.4908
MIRIFU_1CSLICE09                YIdlVert2               -0.1519               -0.1442        0.007700     5.0691
MIRIFU_1CSLICE09                YIdlVert3               -0.3281               -0.3204        0.007700     2.3468
MIRIFU_1CSLICE09                YIdlVert4                0.1582                0.1466        0.011600     7.3325

MIRIFU_1CSLICE10                XIdlVert1                1.6648                1.6087        0.056100     3.3698
MIRIFU_1CSLICE10                XIdlVert2               -1.7188               -1.6477        0.071100     4.1366
MIRIFU_1CSLICE10                XIdlVert3               -1.6932               -1.6221        0.071100     4.1991
MIRIFU_1CSLICE10                XIdlVert4                1.6913                1.6353        0.056000     3.3111
MIRIFU_1CSLICE10                YIdlVert1                0.3276                0.3196        0.008000     2.4420
MIRIFU_1CSLICE10                YIdlVert2               -0.1564               -0.1463        0.010100     6.4578
MIRIFU_1CSLICE10                YIdlVert3               -0.3326               -0.3224        0.010200     3.0667
MIRIFU_1CSLICE10                YIdlVert4                0.1535                0.1455        0.008000     5.2117

MIRIFU_1CSLICE11                XIdlVert1                1.6729                1.6299        0.043000     2.5704
MIRIFU_1CSLICE11                XIdlVert2               -1.7176               -1.6258        0.091800     5.3447
MIRIFU_1CSLICE11                XIdlVert3               -1.6919               -1.6001        0.091800     5.4259
MIRIFU_1CSLICE11                XIdlVert4                1.6994                1.6564        0.043000     2.5303
MIRIFU_1CSLICE11                YIdlVert1                0.3297                0.3235        0.006200     1.8805
MIRIFU_1CSLICE11                YIdlVert2               -0.1573               -0.1441        0.013200     8.3916
MIRIFU_1CSLICE11                YIdlVert3               -0.3335               -0.3202        0.013300     3.9880
MIRIFU_1CSLICE11                YIdlVert4                0.1556                0.1494        0.006200     3.9846

MIRIFU_1CSLICE12                XIdlVert1                1.7205                1.6506        0.069900     4.0628
MIRIFU_1CSLICE12                XIdlVert2               -1.7016               -1.6612        0.040400     2.3742
MIRIFU_1CSLICE12                XIdlVert3               -1.6759               -1.6355        0.040400     2.4106
MIRIFU_1CSLICE12                XIdlVert4                 1.747                1.6772        0.069800     3.9954
MIRIFU_1CSLICE12                YIdlVert1                0.3376                0.3275        0.010100     2.9917
MIRIFU_1CSLICE12                YIdlVert2               -0.1559               -0.1501        0.005800     3.7203
MIRIFU_1CSLICE12                YIdlVert3               -0.3321               -0.3263        0.005800     1.7465
MIRIFU_1CSLICE12                YIdlVert4                0.1636                0.1535        0.010100     6.1736

MIRIFU_1CSLICE13                XIdlVert1                1.7313                1.6441        0.087200     5.0367
MIRIFU_1CSLICE13                XIdlVert2               -1.7123               -1.6874        0.024900     1.4542
MIRIFU_1CSLICE13                XIdlVert3               -1.6866               -1.6617        0.024900     1.4763
MIRIFU_1CSLICE13                XIdlVert4                1.7579                1.6707        0.087200     4.9605
MIRIFU_1CSLICE13                YIdlVert1                0.3402                0.3275        0.012700     3.7331
MIRIFU_1CSLICE13                YIdlVert2               -0.1585               -0.1549        0.003600     2.2713
MIRIFU_1CSLICE13                YIdlVert3               -0.3347               -0.3311        0.003600     1.0756
MIRIFU_1CSLICE13                YIdlVert4                0.1661                0.1534        0.012700     7.6460

MIRIFU_1CSLICE14                XIdlVert1                1.7234                1.6313        0.092100     5.3441
MIRIFU_1CSLICE14                XIdlVert2               -1.6972               -1.6495        0.047700     2.8105
MIRIFU_1CSLICE14                XIdlVert3               -1.6716               -1.6238        0.047800     2.8595
MIRIFU_1CSLICE14                XIdlVert4                  1.75                1.6579        0.092100     5.2629
MIRIFU_1CSLICE14                YIdlVert1                  0.34                0.3266        0.013400     3.9412
MIRIFU_1CSLICE14                YIdlVert2               -0.1573               -0.1504        0.006900     4.3865
MIRIFU_1CSLICE14                YIdlVert3               -0.3335               -0.3265        0.007000     2.0990
MIRIFU_1CSLICE14                YIdlVert4                 0.166                0.1525        0.013500     8.1325

MIRIFU_1CSLICE15                XIdlVert1                1.6458                1.5915        0.054300     3.2993
MIRIFU_1CSLICE15                XIdlVert2               -1.7254               -1.6676        0.057800     3.3499
MIRIFU_1CSLICE15                XIdlVert3               -1.6998               -1.6419        0.057900     3.4063
MIRIFU_1CSLICE15                XIdlVert4                1.6723                 1.618        0.054300     3.2470
MIRIFU_1CSLICE15                YIdlVert1                0.3298                0.3218        0.008000     2.4257
MIRIFU_1CSLICE15                YIdlVert2               -0.1624               -0.1539        0.008500     5.2340
MIRIFU_1CSLICE15                YIdlVert3               -0.3386               -0.3301        0.008500     2.5103
MIRIFU_1CSLICE15                YIdlVert4                0.1557                0.1477        0.008000     5.1381

MIRIFU_1CSLICE16                XIdlVert1                1.6784                1.6306        0.047800     2.8480
MIRIFU_1CSLICE16                XIdlVert2               -1.6877               -1.6074        0.080300     4.7580
MIRIFU_1CSLICE16                XIdlVert3                -1.662               -1.5818        0.080200     4.8255
MIRIFU_1CSLICE16                XIdlVert4                 1.705                1.6572        0.047800     2.8035
MIRIFU_1CSLICE16                YIdlVert1                0.3355                0.3285        0.007000     2.0864
MIRIFU_1CSLICE16                YIdlVert2               -0.1579               -0.1461        0.011800     7.4731
MIRIFU_1CSLICE16                YIdlVert3                -0.334               -0.3222        0.011800     3.5329
MIRIFU_1CSLICE16                YIdlVert4                0.1614                0.1544        0.007000     4.3371

MIRIFU_1CSLICE17                XIdlVert1                1.6957                1.6201        0.075600     4.4583
MIRIFU_1CSLICE17                XIdlVert2               -1.7211               -1.6848        0.036300     2.1091
MIRIFU_1CSLICE17                XIdlVert3               -1.6955               -1.6591        0.036400     2.1469
MIRIFU_1CSLICE17                XIdlVert4                1.7223                1.6467        0.075600     4.3895
MIRIFU_1CSLICE17                YIdlVert1                 0.339                0.3278        0.011200     3.3038
MIRIFU_1CSLICE17                YIdlVert2               -0.1638               -0.1585        0.005300     3.2357
MIRIFU_1CSLICE17                YIdlVert3                 -0.34               -0.3346        0.005400     1.5882
MIRIFU_1CSLICE17                YIdlVert4                0.1649                0.1537        0.011200     6.7920

MIRIFU_1CSLICE18                XIdlVert1                1.6838                1.5906        0.093200     5.5351
MIRIFU_1CSLICE18                XIdlVert2                 -1.71               -1.6485        0.061500     3.5965
MIRIFU_1CSLICE18                XIdlVert3               -1.6843               -1.6228        0.061500     3.6514
MIRIFU_1CSLICE18                XIdlVert4                1.7103                1.6171        0.093200     5.4493
MIRIFU_1CSLICE18                YIdlVert1                0.3383                0.3245        0.013800     4.0792
MIRIFU_1CSLICE18                YIdlVert2               -0.1631                -0.154        0.009100     5.5794
MIRIFU_1CSLICE18                YIdlVert3               -0.3393               -0.3302        0.009100     2.6820
MIRIFU_1CSLICE18                YIdlVert4                0.1642                0.1504        0.013800     8.4044

MIRIFU_1CSLICE19                XIdlVert1                1.6853                1.5996        0.085700     5.0851
MIRIFU_1CSLICE19                XIdlVert2               -1.7115                -1.716        0.004500     0.2622
MIRIFU_1CSLICE19                XIdlVert3               -1.6859               -1.6904        0.004500     0.2662
MIRIFU_1CSLICE19                XIdlVert4                1.7119                1.6262        0.085700     5.0061
MIRIFU_1CSLICE19                YIdlVert1                0.3395                0.3267        0.012800     3.7703
MIRIFU_1CSLICE19                YIdlVert2               -0.1643                -0.165        0.000700     0.4242
MIRIFU_1CSLICE19                YIdlVert3               -0.3405               -0.3412        0.000700     0.2052
MIRIFU_1CSLICE19                YIdlVert4                0.1654                0.1526        0.012800     7.7388

MIRIFU_1CSLICE20                XIdlVert1                1.6875                1.5852        0.102300     6.0622
MIRIFU_1CSLICE20                XIdlVert2               -1.6985               -1.6683        0.030200     1.7780
MIRIFU_1CSLICE20                XIdlVert3               -1.6729               -1.6426        0.030300     1.8112
MIRIFU_1CSLICE20                XIdlVert4                1.7141                1.6117        0.102400     5.9740
MIRIFU_1CSLICE20                YIdlVert1                0.3407                0.3255        0.015200     4.4614
MIRIFU_1CSLICE20                YIdlVert2               -0.1634               -0.1589        0.004500     2.7540
MIRIFU_1CSLICE20                YIdlVert3               -0.3396               -0.3351        0.004500     1.3251
MIRIFU_1CSLICE20                YIdlVert4                0.1667                0.1514        0.015300     9.1782

MIRIFU_1CSLICE21                XIdlVert1                1.5854                1.6167        0.031300     1.9360
MIRIFU_1CSLICE21                XIdlVert2               -1.7448               -1.7252        0.019600     1.1233
MIRIFU_1CSLICE21                XIdlVert3               -1.7191               -1.6995        0.019600     1.1401
MIRIFU_1CSLICE21                XIdlVert4                1.6119                1.6433        0.031400     1.9108
MIRIFU_1CSLICE21                YIdlVert1                0.3265                0.3312        0.004700     1.4191
MIRIFU_1CSLICE21                YIdlVert2               -0.1713               -0.1683        0.003000     1.7513
MIRIFU_1CSLICE21                YIdlVert3               -0.3475               -0.3445        0.003000     0.8633
MIRIFU_1CSLICE21                YIdlVert4                0.1524                0.1571        0.004700     2.9917

MIRIFU_CHANNEL2A                XIdlVert1                1.6831                1.6205        0.062600     3.7193
MIRIFU_CHANNEL2A                XIdlVert2               -2.4424               -2.3738        0.068600     2.8087
MIRIFU_CHANNEL2A                XIdlVert3               -1.7156               -1.6461        0.069500     4.0511
MIRIFU_CHANNEL2A                XIdlVert4                2.4636                2.4001        0.063500     2.5775
MIRIFU_CHANNEL2A                YIdlVert1                2.6535                2.6442        0.009300     0.3505
MIRIFU_CHANNEL2A                YIdlVert2                2.0434                2.0536        0.010200     0.4967
MIRIFU_CHANNEL2A                YIdlVert3               -2.6332               -2.6238        0.009400     0.3570
MIRIFU_CHANNEL2A                YIdlVert4               -2.0655               -2.0741        0.008600     0.4146

MIRIFU_2ASLICE01                XIdlVert1                2.0513                1.9752        0.076100     3.7098
MIRIFU_2ASLICE01                XIdlVert2               -2.0899               -2.0525        0.037400     1.7896
MIRIFU_2ASLICE01                XIdlVert3               -2.0472               -2.0097        0.037500     1.8318
MIRIFU_2ASLICE01                XIdlVert4                2.0972                 2.021        0.076200     3.6334
MIRIFU_2ASLICE01                YIdlVert1                0.4448                0.4335        0.011300     2.5405
MIRIFU_2ASLICE01                YIdlVert2               -0.1676               -0.1621        0.005500     3.2816
MIRIFU_2ASLICE01                YIdlVert3               -0.4427               -0.4372        0.005500     1.2424
MIRIFU_2ASLICE01                YIdlVert4                0.1672                 0.156        0.011200     6.6986

MIRIFU_2ASLICE02                XIdlVert1                2.1332                2.0601        0.073100     3.4268
MIRIFU_2ASLICE02                XIdlVert2               -2.1543               -2.1078        0.046500     2.1585
MIRIFU_2ASLICE02                XIdlVert3               -2.1115               -2.0651        0.046400     2.1975
MIRIFU_2ASLICE02                XIdlVert4                2.1792                 2.106        0.073200     3.3590
MIRIFU_2ASLICE02                YIdlVert1                0.4554                0.4446        0.010800     2.3715
MIRIFU_2ASLICE02                YIdlVert2               -0.1755               -0.1687        0.006800     3.8746
MIRIFU_2ASLICE02                YIdlVert3               -0.4506               -0.4438        0.006800     1.5091
MIRIFU_2ASLICE02                YIdlVert4                0.1778                 0.167        0.010800     6.0742

MIRIFU_2ASLICE03                XIdlVert1                2.1059                2.0248        0.081100     3.8511
MIRIFU_2ASLICE03                XIdlVert2               -2.1791               -2.0918        0.087300     4.0062
MIRIFU_2ASLICE03                XIdlVert3               -2.1364                -2.049        0.087400     4.0910
MIRIFU_2ASLICE03                XIdlVert4                2.1518                2.0707        0.081100     3.7689
MIRIFU_2ASLICE03                YIdlVert1                0.4498                0.4379        0.011900     2.6456
MIRIFU_2ASLICE03                YIdlVert2               -0.1777               -0.1649        0.012800     7.2032
MIRIFU_2ASLICE03                YIdlVert3               -0.4527                 -0.44        0.012700     2.8054
MIRIFU_2ASLICE03                YIdlVert4                0.1722                0.1604        0.011800     6.8525

MIRIFU_2ASLICE04                XIdlVert1                2.1216                2.0477        0.073900     3.4832
MIRIFU_2ASLICE04                XIdlVert2               -2.1763               -2.1028        0.073500     3.3773
MIRIFU_2ASLICE04                XIdlVert3               -2.1336               -2.0601        0.073500     3.4449
MIRIFU_2ASLICE04                XIdlVert4                2.1676                2.0936        0.074000     3.4139
MIRIFU_2ASLICE04                YIdlVert1                0.4505                0.4398        0.010700     2.3751
MIRIFU_2ASLICE04                YIdlVert2               -0.1758               -0.1651        0.010700     6.0865
MIRIFU_2ASLICE04                YIdlVert3               -0.4508               -0.4402        0.010600     2.3514
MIRIFU_2ASLICE04                YIdlVert4                0.1729                0.1622        0.010700     6.1885

MIRIFU_2ASLICE05                XIdlVert1                  2.09                2.0229        0.067100     3.2105
MIRIFU_2ASLICE05                XIdlVert2               -2.1803               -2.1045        0.075800     3.4766
MIRIFU_2ASLICE05                XIdlVert3               -2.1376               -2.0618        0.075800     3.5460
MIRIFU_2ASLICE05                XIdlVert4                2.1359                2.0688        0.067100     3.1415
MIRIFU_2ASLICE05                YIdlVert1                0.4445                0.4348        0.009700     2.1822
MIRIFU_2ASLICE05                YIdlVert2               -0.1748               -0.1638        0.011000     6.2929
MIRIFU_2ASLICE05                YIdlVert3               -0.4498               -0.4389        0.010900     2.4233
MIRIFU_2ASLICE05                YIdlVert4                0.1669                0.1572        0.009700     5.8119

MIRIFU_2ASLICE06                XIdlVert1                2.0876                 2.013        0.074600     3.5735
MIRIFU_2ASLICE06                XIdlVert2                -2.157               -2.0772        0.079800     3.6996
MIRIFU_2ASLICE06                XIdlVert3               -2.1143               -2.0344        0.079900     3.7790
MIRIFU_2ASLICE06                XIdlVert4                2.1335                2.0589        0.074600     3.4966
MIRIFU_2ASLICE06                YIdlVert1                0.4426                0.4318        0.010800     2.4401
MIRIFU_2ASLICE06                YIdlVert2               -0.1699               -0.1584        0.011500     6.7687
MIRIFU_2ASLICE06                YIdlVert3                -0.445               -0.4335        0.011500     2.5843
MIRIFU_2ASLICE06                YIdlVert4                 0.165                0.1543        0.010700     6.4848

MIRIFU_2ASLICE07                XIdlVert1                2.1074                2.0324        0.075000     3.5589
MIRIFU_2ASLICE07                XIdlVert2               -2.1203               -2.0282        0.092100     4.3437
MIRIFU_2ASLICE07                XIdlVert3               -2.0776               -1.9854        0.092200     4.4378
MIRIFU_2ASLICE07                XIdlVert4                2.1534                2.0783        0.075100     3.4875
MIRIFU_2ASLICE07                YIdlVert1                 0.444                0.4332        0.010800     2.4324
MIRIFU_2ASLICE07                YIdlVert2               -0.1631               -0.1499        0.013200     8.0932
MIRIFU_2ASLICE07                YIdlVert3               -0.4382                -0.425        0.013200     3.0123
MIRIFU_2ASLICE07                YIdlVert4                0.1664                0.1557        0.010700     6.4303

MIRIFU_2ASLICE08                XIdlVert1                2.0786                2.0058        0.072800     3.5024
MIRIFU_2ASLICE08                XIdlVert2               -2.1143               -2.0326        0.081700     3.8642
MIRIFU_2ASLICE08                XIdlVert3               -2.0715               -1.9898        0.081700     3.9440
MIRIFU_2ASLICE08                XIdlVert4                2.1245                2.0517        0.072800     3.4267
MIRIFU_2ASLICE08                YIdlVert1                0.4383                0.4279        0.010400     2.3728
MIRIFU_2ASLICE08                YIdlVert2               -0.1608               -0.1491        0.011700     7.2761
MIRIFU_2ASLICE08                YIdlVert3               -0.4358               -0.4242        0.011600     2.6618
MIRIFU_2ASLICE08                YIdlVert4                0.1607                0.1504        0.010300     6.4095

MIRIFU_2ASLICE09                XIdlVert1                2.0504                1.9907        0.059700     2.9116
MIRIFU_2ASLICE09                XIdlVert2               -2.1476               -2.0635        0.084100     3.9160
MIRIFU_2ASLICE09                XIdlVert3               -2.1049               -2.0208        0.084100     3.9954
MIRIFU_2ASLICE09                XIdlVert4                2.0963                2.0366        0.059700     2.8479
MIRIFU_2ASLICE09                YIdlVert1                0.4328                0.4243        0.008500     1.9640
MIRIFU_2ASLICE09                YIdlVert2               -0.1641               -0.1521        0.012000     7.3126
MIRIFU_2ASLICE09                YIdlVert3               -0.4391               -0.4272        0.011900     2.7101
MIRIFU_2ASLICE09                YIdlVert4                0.1552                0.1468        0.008400     5.4124

MIRIFU_2ASLICE10                XIdlVert1                2.1364                2.0578        0.078600     3.6791
MIRIFU_2ASLICE10                XIdlVert2               -2.1694               -2.1004        0.069000     3.1806
MIRIFU_2ASLICE10                XIdlVert3               -2.1267               -2.0577        0.069000     3.2445
MIRIFU_2ASLICE10                XIdlVert4                2.1824                2.1037        0.078700     3.6061
MIRIFU_2ASLICE10                YIdlVert1                0.4436                0.4324        0.011200     2.5248
MIRIFU_2ASLICE10                YIdlVert2               -0.1656               -0.1558        0.009800     5.9179
MIRIFU_2ASLICE10                YIdlVert3               -0.4406               -0.4309        0.009700     2.2015
MIRIFU_2ASLICE10                YIdlVert4                0.1659                0.1548        0.011100     6.6908

MIRIFU_2ASLICE11                XIdlVert1                2.1405                2.0752        0.065300     3.0507
MIRIFU_2ASLICE11                XIdlVert2               -2.2043               -2.1385        0.065800     2.9851
MIRIFU_2ASLICE11                XIdlVert3               -2.1617               -2.0958        0.065900     3.0485
MIRIFU_2ASLICE11                XIdlVert4                2.1865                2.1211        0.065400     2.9911
MIRIFU_2ASLICE11                YIdlVert1                0.4426                0.4334        0.009200     2.0786
MIRIFU_2ASLICE11                YIdlVert2                -0.169               -0.1598        0.009200     5.4438
MIRIFU_2ASLICE11                YIdlVert3               -0.4441               -0.4348        0.009300     2.0941
MIRIFU_2ASLICE11                YIdlVert4                0.1649                0.1558        0.009100     5.5185

MIRIFU_2ASLICE12                XIdlVert1                2.1305                2.0649        0.065600     3.0791
MIRIFU_2ASLICE12                XIdlVert2               -2.2344               -2.1597        0.074700     3.3432
MIRIFU_2ASLICE12                XIdlVert3               -2.1917                -2.117        0.074700     3.4083
MIRIFU_2ASLICE12                XIdlVert4                2.1764                2.1108        0.065600     3.0142
MIRIFU_2ASLICE12                YIdlVert1                0.4397                0.4305        0.009200     2.0923
MIRIFU_2ASLICE12                YIdlVert2               -0.1716               -0.1612        0.010400     6.0606
MIRIFU_2ASLICE12                YIdlVert3               -0.4467               -0.4362        0.010500     2.3506
MIRIFU_2ASLICE12                YIdlVert4                0.1621                0.1529        0.009200     5.6755

MIRIFU_2ASLICE13                XIdlVert1                2.1424                2.0616        0.080800     3.7715
MIRIFU_2ASLICE13                XIdlVert2                -2.219               -2.1449        0.074100     3.3393
MIRIFU_2ASLICE13                XIdlVert3               -2.1764               -2.1022        0.074200     3.4093
MIRIFU_2ASLICE13                XIdlVert4                2.1884                2.1075        0.080900     3.6968
MIRIFU_2ASLICE13                YIdlVert1                0.4398                0.4285        0.011300     2.5693
MIRIFU_2ASLICE13                YIdlVert2                -0.168               -0.1577        0.010300     6.1310
MIRIFU_2ASLICE13                YIdlVert3                -0.443               -0.4327        0.010300     2.3251
MIRIFU_2ASLICE13                YIdlVert4                0.1622                 0.151        0.011200     6.9051

MIRIFU_2ASLICE14                XIdlVert1                2.1173                2.0424        0.074900     3.5375
MIRIFU_2ASLICE14                XIdlVert2                -2.193                -2.106        0.087000     3.9672
MIRIFU_2ASLICE14                XIdlVert3               -2.1503               -2.0632        0.087100     4.0506
MIRIFU_2ASLICE14                XIdlVert4                2.1633                2.0883        0.075000     3.4669
MIRIFU_2ASLICE14                YIdlVert1                0.4349                0.4245        0.010400     2.3914
MIRIFU_2ASLICE14                YIdlVert2               -0.1628               -0.1507        0.012100     7.4324
MIRIFU_2ASLICE14                YIdlVert3               -0.4378               -0.4258        0.012000     2.7410
MIRIFU_2ASLICE14                YIdlVert4                0.1573                0.1469        0.010400     6.6116

MIRIFU_2ASLICE15                XIdlVert1                2.1051                 2.026        0.079100     3.7575
MIRIFU_2ASLICE15                XIdlVert2               -2.1759               -2.0724        0.103500     4.7567
MIRIFU_2ASLICE15                XIdlVert3               -2.1332               -2.0296        0.103600     4.8566
MIRIFU_2ASLICE15                XIdlVert4                2.1511                2.0718        0.079300     3.6865
MIRIFU_2ASLICE15                YIdlVert1                0.4316                0.4207        0.010900     2.5255
MIRIFU_2ASLICE15                YIdlVert2               -0.1589               -0.1447        0.014200     8.9364
MIRIFU_2ASLICE15                YIdlVert3                -0.434               -0.4198        0.014200     3.2719
MIRIFU_2ASLICE15                YIdlVert4                 0.154                0.1432        0.010800     7.0130

MIRIFU_2ASLICE16                XIdlVert1                2.1367                2.0762        0.060500     2.8315
MIRIFU_2ASLICE16                XIdlVert2               -2.1448                -2.045        0.099800     4.6531
MIRIFU_2ASLICE16                XIdlVert3                -2.102               -2.0022        0.099800     4.7479
MIRIFU_2ASLICE16                XIdlVert4                2.1827                2.1222        0.060500     2.7718
MIRIFU_2ASLICE16                YIdlVert1                0.4344                0.4261        0.008300     1.9107
MIRIFU_2ASLICE16                YIdlVert2               -0.1532               -0.1395        0.013700     8.9426
MIRIFU_2ASLICE16                YIdlVert3               -0.4283               -0.4146        0.013700     3.1987
MIRIFU_2ASLICE16                YIdlVert4                0.1568                0.1486        0.008200     5.2296

MIRIFU_2ASLICE17                XIdlVert1                2.1361                2.0592        0.076900     3.6000
MIRIFU_2ASLICE17                XIdlVert2                -2.113               -2.0514        0.061600     2.9153
MIRIFU_2ASLICE17                XIdlVert3               -2.0703               -2.0086        0.061700     2.9802
MIRIFU_2ASLICE17                XIdlVert4                 2.182                2.1051        0.076900     3.5243
MIRIFU_2ASLICE17                YIdlVert1                0.4329                0.4224        0.010500     2.4255
MIRIFU_2ASLICE17                YIdlVert2               -0.1473               -0.1389        0.008400     5.7026
MIRIFU_2ASLICE17                YIdlVert3               -0.4224                -0.414        0.008400     1.9886
MIRIFU_2ASLICE17                YIdlVert4                0.1553                0.1448        0.010500     6.7611

MIRIFU_CHANNEL2B                XIdlVert1                1.6764                 1.605        0.071400     4.2591
MIRIFU_CHANNEL2B                XIdlVert2               -2.4467               -2.3579        0.088800     3.6294
MIRIFU_CHANNEL2B                XIdlVert3               -1.7165               -1.6263        0.090200     5.2549
MIRIFU_CHANNEL2B                XIdlVert4                2.4689                2.3965        0.072400     2.9325
MIRIFU_CHANNEL2B                YIdlVert1                 2.656                2.6452        0.010800     0.4066
MIRIFU_CHANNEL2B                YIdlVert2                2.0361                2.0495        0.013400     0.6538
MIRIFU_CHANNEL2B                YIdlVert3                -2.625               -2.6131        0.011900     0.4533
MIRIFU_CHANNEL2B                YIdlVert4               -2.0698               -2.0794        0.009600     0.4617

MIRIFU_2BSLICE01                XIdlVert1                2.0493                1.9634        0.085900     4.1917
MIRIFU_2BSLICE01                XIdlVert2               -2.0883               -2.0683        0.020000     0.9577
MIRIFU_2BSLICE01                XIdlVert3               -2.0454               -2.0253        0.020100     0.9827
MIRIFU_2BSLICE01                XIdlVert4                2.0959                  2.01        0.085900     4.0985
MIRIFU_2BSLICE01                YIdlVert1                0.4495                0.4365        0.013000     2.8921
MIRIFU_2BSLICE01                YIdlVert2               -0.1726               -0.1696        0.003000     1.7381
MIRIFU_2BSLICE01                YIdlVert3               -0.4468               -0.4438        0.003000     0.6714
MIRIFU_2BSLICE01                YIdlVert4                0.1715                0.1586        0.012900     7.5219

MIRIFU_2BSLICE02                XIdlVert1                2.1298                2.0386        0.091200     4.2821
MIRIFU_2BSLICE02                XIdlVert2               -2.1452               -2.0797        0.065500     3.0533
MIRIFU_2BSLICE02                XIdlVert3               -2.1023               -2.0368        0.065500     3.1156
MIRIFU_2BSLICE02                XIdlVert4                2.1765                2.0852        0.091300     4.1948
MIRIFU_2BSLICE02                YIdlVert1                0.4593                0.4457        0.013600     2.9610
MIRIFU_2BSLICE02                YIdlVert2               -0.1789               -0.1691        0.009800     5.4779
MIRIFU_2BSLICE02                YIdlVert3                -0.453               -0.4433        0.009700     2.1413
MIRIFU_2BSLICE02                YIdlVert4                0.1812                0.1677        0.013500     7.4503

MIRIFU_2BSLICE03                XIdlVert1                2.1169                2.0363        0.080600     3.8075
MIRIFU_2BSLICE03                XIdlVert2               -2.1741               -2.1004        0.073700     3.3899
MIRIFU_2BSLICE03                XIdlVert3               -2.1313               -2.0574        0.073900     3.4674
MIRIFU_2BSLICE03                XIdlVert4                2.1636                 2.083        0.080600     3.7253
MIRIFU_2BSLICE03                YIdlVert1                0.4551                0.4432        0.011900     2.6148
MIRIFU_2BSLICE03                YIdlVert2               -0.1809                 -0.17        0.010900     6.0254
MIRIFU_2BSLICE03                YIdlVert3                -0.455               -0.4442        0.010800     2.3736
MIRIFU_2BSLICE03                YIdlVert4                0.1771                0.1652        0.011900     6.7194

MIRIFU_2BSLICE04                XIdlVert1                2.1151                2.0173        0.097800     4.6239
MIRIFU_2BSLICE04                XIdlVert2               -2.1766               -2.1153        0.061300     2.8163
