Reference:  75 apertures in PRDOPSSOC-051
Comparison: 75 apertures in pre_delivery

Number of modified apertures 74. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRS1_FULL_OSS                   XSciScale            0.10331199             0.1032689        0.000043     0.0417
NRS1_FULL_OSS                   YSciScale             0.1053755            0.10538684        0.000011     0.0108
NRS1_FULL_OSS                       V2Ref             293.27474            293.311116        0.036376     0.0124
NRS1_FULL_OSS                       V3Ref           -503.305637           -503.318962        0.013325     0.0026
NRS1_FULL_OSS                 V3IdlYAngle           139.2223265          139.22822295        0.005896     0.0042
NRS1_FULL_OSS                 V3SciXAngle           48.21199041           48.22820226        0.016212     0.0336
NRS1_FULL_OSS                 V3SciYAngle           139.2223265          139.22822295        0.005896     0.0042
NRS1_FULL_OSS                   XIdlVert1              106.2216              105.7092        0.512400     0.4824
NRS1_FULL_OSS                   XIdlVert2             -104.1427             -104.1374        0.005300     0.0051
NRS1_FULL_OSS                   XIdlVert3             -106.6653              -106.658        0.007300     0.0068
NRS1_FULL_OSS                   XIdlVert4              108.5058              107.6869        0.818900     0.7547
NRS1_FULL_OSS                   YIdlVert1             -104.8357             -104.9751        0.139400     0.1328
NRS1_FULL_OSS                   YIdlVert2             -108.0594             -108.0555        0.003900     0.0036
NRS1_FULL_OSS                   YIdlVert3              107.6673              107.6727        0.005400     0.0050
NRS1_FULL_OSS                   YIdlVert4                110.97              111.0282        0.058200     0.0524
NRS1_FULL_OSS                  Sci2IdlX00  -0.06384470737636742   -0.0700913197636169        0.006247     8.9121
NRS1_FULL_OSS                  Sci2IdlX10 6.368728355513329e-05 6.371716757159279e-05        0.000000     0.0469
NRS1_FULL_OSS                  Sci2IdlX11 3.648522953454175e-07 -1.054439968142906e-06        0.000001   134.6015
NRS1_FULL_OSS                  Sci2IdlX20 -2.924481040839713e-10 -2.98044998847605e-10        0.000000     1.8779
NRS1_FULL_OSS                  Sci2IdlX21  9.42552166595701e-10  9.46265477313729e-10        0.000000     0.3924
NRS1_FULL_OSS                  Sci2IdlX22 -6.35570774745818e-11 -8.875859118055942e-11        0.000000    28.3933
NRS1_FULL_OSS                  Sci2IdlX30 8.296484089544573e-14 8.007557872911996e-14        0.000000     3.4825
NRS1_FULL_OSS                  Sci2IdlX31 8.807454570225739e-15 9.082926826524239e-15        0.000000     3.0329
NRS1_FULL_OSS                  Sci2IdlX32 9.381105416717624e-14 9.253695320769184e-14        0.000000     1.3582
NRS1_FULL_OSS                  Sci2IdlX33 -3.567236971099689e-15 5.078463725079587e-15        0.000000   170.2424
NRS1_FULL_OSS                  Sci2IdlX40 5.943848293950935e-18 7.445159918207252e-18        0.000000    20.1649
NRS1_FULL_OSS                  Sci2IdlX41 -1.285027164654429e-18 -2.541882712110684e-18        0.000000    49.4459
NRS1_FULL_OSS                  Sci2IdlX42 -2.271509093476447e-18 -1.751279855565434e-18        0.000000    22.9024
NRS1_FULL_OSS                  Sci2IdlX43 -5.718055250761725e-19 -1.046528960205774e-18        0.000000    45.3617
NRS1_FULL_OSS                  Sci2IdlX44 -8.778497927059817e-18 -7.071016808775799e-18        0.000000    19.4507
NRS1_FULL_OSS                  Sci2IdlX50 -1.103273877468168e-21 -1.334086445486313e-21        0.000000    17.3012
NRS1_FULL_OSS                  Sci2IdlX51 -8.358301440971526e-23 1.200866570213443e-22        0.000000   169.6022
NRS1_FULL_OSS                  Sci2IdlX52 3.085868551770315e-22 1.146109297065014e-22        0.000000    62.8594
NRS1_FULL_OSS                  Sci2IdlX53 -5.154080816719653e-22 -1.539997820029343e-22        0.000000    70.1208
NRS1_FULL_OSS                  Sci2IdlX54 9.967373437303108e-22 2.296846193722794e-21        0.000000    56.6041
