Reference:  75 apertures in PRDOPSSOC-059
Comparison: 75 apertures in pre_delivery

Number of modified apertures 31. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRS_FULL_IFU                        V2Ref             299.83548            300.009277        0.173797     0.0579
NRS_FULL_IFU                        V3Ref           -498.256805           -498.079254        0.177551     0.0356
NRS_FULL_IFU                  V3IdlYAngle          138.97253418          138.97164917        0.000885     0.0006
NRS_FULL_IFU                    XIdlVert1                1.4862                1.4861        0.000100     0.0067

NRS_IFU_SLICE00                     V2Ref            299.793365            299.967163        0.173798     0.0579
NRS_IFU_SLICE00                     V3Ref           -498.365967           -498.188385        0.177582     0.0356
NRS_IFU_SLICE00               V3IdlYAngle          138.97267151           138.9717865        0.000885     0.0006
NRS_IFU_SLICE00                 XIdlVert3               -0.0545               -0.0546        0.000100     0.1832
NRS_IFU_SLICE00                 YIdlVert3               -1.6018               -1.6017        0.000100     0.0062

NRS_IFU_SLICE01                     V2Ref            299.870575            300.044373        0.173798     0.0579
NRS_IFU_SLICE01                     V3Ref           -498.297119           -498.119568        0.177551     0.0356
NRS_IFU_SLICE01               V3IdlYAngle          138.97232056          138.97143555        0.000885     0.0006
NRS_IFU_SLICE01                 XIdlVert4               -0.0545               -0.0546        0.000100     0.1832
NRS_IFU_SLICE01                 YIdlVert3               -1.6018               -1.6017        0.000100     0.0062

NRS_IFU_SLICE02                     V2Ref            299.716095            299.889893        0.173798     0.0580
NRS_IFU_SLICE02                     V3Ref           -498.434845           -498.257294        0.177551     0.0356
NRS_IFU_SLICE02               V3IdlYAngle          138.97303772          138.97215271        0.000885     0.0006

NRS_IFU_SLICE03                     V2Ref            299.947723            300.121521        0.173798     0.0579
NRS_IFU_SLICE03                     V3Ref           -498.228333           -498.050781        0.177552     0.0356
NRS_IFU_SLICE03               V3IdlYAngle           138.9719696          138.97108459        0.000885     0.0006

NRS_IFU_SLICE04                     V2Ref            299.638794            299.812592        0.173798     0.0580
NRS_IFU_SLICE04                     V3Ref           -498.503754           -498.326202        0.177552     0.0356
NRS_IFU_SLICE04               V3IdlYAngle          138.97338867          138.97250366        0.000885     0.0006
NRS_IFU_SLICE04                 XIdlVert1                 0.049                0.0491        0.000100     0.2037

NRS_IFU_SLICE05                     V2Ref            300.024841            300.198639        0.173798     0.0579
NRS_IFU_SLICE05                     V3Ref           -498.159607           -497.982056        0.177551     0.0356
NRS_IFU_SLICE05               V3IdlYAngle          138.97160339          138.97071838        0.000885     0.0006

NRS_IFU_SLICE06                     V2Ref            299.561432            299.735229        0.173797     0.0580
NRS_IFU_SLICE06                     V3Ref           -498.572723           -498.395172        0.177551     0.0356
NRS_IFU_SLICE06               V3IdlYAngle          138.97375488          138.97286987        0.000885     0.0006

NRS_IFU_SLICE07                     V2Ref            300.101868            300.275665        0.173797     0.0579
