Reference:  320 apertures in PRDOPSSOC-045
Comparison: 320 apertures in pre-delivery

Number of modified apertures 320. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCA1_FULL_OSS                  XSciScale            0.03113928            0.03113342        0.000006     0.0188
NRCA1_FULL_OSS                  YSciScale            0.03132232            0.03132005        0.000002     0.0072
NRCA1_FULL_OSS                V3SciXAngle           89.46865118           89.47374019        0.005089     0.0057
NRCA1_FULL_OSS                  XIdlVert1              -32.0906              -32.0861        0.004500     0.0140
NRCA1_FULL_OSS                  XIdlVert2               32.1682               32.1692        0.001000     0.0031
NRCA1_FULL_OSS                  XIdlVert3               31.7234               31.7202        0.003200     0.0101
NRCA1_FULL_OSS                  XIdlVert4              -31.6586              -31.6492        0.009400     0.0297
NRCA1_FULL_OSS                  YIdlVert1              -32.1904              -32.1906        0.000200     0.0006
NRCA1_FULL_OSS                  YIdlVert2              -32.1683              -32.1744        0.006100     0.0190
NRCA1_FULL_OSS                  YIdlVert3               31.9456               31.9428        0.002800     0.0088
NRCA1_FULL_OSS                  YIdlVert4               32.0823               32.0783        0.004000     0.0125
NRCA1_FULL_OSS                 Sci2IdlX10   0.03113927057320377        0.031133408269        0.000006     0.0188
NRCA1_FULL_OSS                 Sci2IdlX20 -2.64786896071894e-09 -2.493334061199979e-10        0.000000    90.5836
NRCA1_FULL_OSS                 Sci2IdlX21 -2.072814117015743e-07     -2.1161135344e-07        0.000000     2.0462
NRCA1_FULL_OSS                 Sci2IdlX22 3.458513613566995e-08 3.440890293900001e-08        0.000000     0.5096
NRCA1_FULL_OSS                 Sci2IdlX30 9.981364842292262e-12      1.1541354586e-11        0.000000    13.5165
NRCA1_FULL_OSS                 Sci2IdlX31 -1.962326977287546e-12     -1.7808199007e-12        0.000000     9.2496
NRCA1_FULL_OSS                 Sci2IdlX32 1.138276459579333e-11      1.2743077579e-11        0.000000    10.6749
NRCA1_FULL_OSS                 Sci2IdlX33 -9.93096689176833e-13 -1.772386252100002e-12        0.000000    43.9684
NRCA1_FULL_OSS                 Sci2IdlX40 7.549895427552614e-16      1.1303055513e-15        0.000000    33.2048
NRCA1_FULL_OSS                 Sci2IdlX41 -8.429771521086595e-16 4.653697412699998e-16        0.000000   155.2055
NRCA1_FULL_OSS                 Sci2IdlX42  9.66802958047388e-16      1.2111665219e-15        0.000000    20.1759
NRCA1_FULL_OSS                 Sci2IdlX43 -8.36566345464553e-16 -7.04735142100002e-17        0.000000    91.5759
NRCA1_FULL_OSS                 Sci2IdlX44 1.743122869662406e-16 1.100146944100001e-16        0.000000    36.8864
NRCA1_FULL_OSS                 Sci2IdlX50 1.412831405624928e-19     -3.6724878743e-19        0.000000   138.4707
NRCA1_FULL_OSS                 Sci2IdlX51 -9.609105529089133e-21 4.616278754899999e-19        0.000000   102.0816
NRCA1_FULL_OSS                 Sci2IdlX52 2.903483352077379e-19     -7.8461611856e-19        0.000000   137.0051
NRCA1_FULL_OSS                 Sci2IdlX53 -7.886601562296209e-21 -8.848516494999997e-19        0.000000    99.1087
NRCA1_FULL_OSS                 Sci2IdlX54 1.453802058474737e-19      6.9175570534e-19        0.000000    78.9839
NRCA1_FULL_OSS                 Sci2IdlX55 4.317156114143566e-22      1.1326178799e-18        0.000000    99.9619
NRCA1_FULL_OSS                 Sci2IdlY10 -2.575447687359471e-05 -2.851490050999995e-05        0.000003     9.6806
NRCA1_FULL_OSS                 Sci2IdlY11   0.03132231734459834        0.031320050335        0.000002     0.0072
NRCA1_FULL_OSS                 Sci2IdlY20 6.630385424209758e-08 6.553244701399999e-08        0.000000     1.1634
NRCA1_FULL_OSS                 Sci2IdlY21 -3.924780794587422e-08 -3.622385986800001e-08        0.000000     7.7048
