Reference:  206 apertures in PRDOPSSOC-029
Comparison: 206 apertures in new pre-delivery

Number of modified apertures 206. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCA5_MASKLWB_F356W             XIdlVert1              -12.5818              -12.3314        0.250400     1.9902
NRCA5_MASKLWB_F356W             XIdlVert2                7.4788                7.7297        0.250900     3.2459
NRCA5_MASKLWB_F356W             XIdlVert3                7.4564                7.7069        0.250500     3.2503
NRCA5_MASKLWB_F356W             XIdlVert4              -12.5436              -12.2937        0.249900     1.9923
NRCA5_MASKLWB_F356W             YIdlVert1              -10.0067              -10.9811        0.974400     8.8734
NRCA5_MASKLWB_F356W             YIdlVert2              -10.0277              -11.0014        0.973700     8.8507
NRCA5_MASKLWB_F356W             YIdlVert3               10.0949                9.1215        0.973400     9.6425
NRCA5_MASKLWB_F356W             YIdlVert4                 10.08                9.1059        0.974100     9.6637
NRCA5_MASKLWB_F356W            Sci2IdlX10   0.06261391188856809   0.06260416183812878        0.000010     0.0156
NRCA5_MASKLWB_F356W            Sci2IdlX20 3.084059924045027e-07 3.082987358819519e-07        0.000000     0.0348
NRCA5_MASKLWB_F356W            Sci2IdlX21 -5.910312690033575e-07 -5.874834962156311e-07        0.000000     0.6003
NRCA5_MASKLWB_F356W            Sci2IdlX22 -3.320269204802917e-08 -3.30471461657447e-08        0.000000     0.4685
NRCA5_MASKLWB_F356W            Sci2IdlX30 1.140432938541428e-10 1.141475720686228e-10        0.000000     0.0914
NRCA5_MASKLWB_F356W            Sci2IdlX31 1.470974487718387e-11 1.527672452931433e-11        0.000000     3.7114
NRCA5_MASKLWB_F356W            Sci2IdlX32 1.151225989903444e-10 1.155415912274113e-10        0.000000     0.3626
NRCA5_MASKLWB_F356W            Sci2IdlX33 5.774774238067692e-12 5.941958554891179e-12        0.000000     2.8136
NRCA5_MASKLWB_F356W            Sci2IdlX40 1.577396024234036e-14 1.575867305771023e-14        0.000000     0.0969
NRCA5_MASKLWB_F356W            Sci2IdlX41 1.064414441353163e-14 1.093774006422002e-14        0.000000     2.6842
NRCA5_MASKLWB_F356W            Sci2IdlX42 1.930854706378244e-14 1.930760357559482e-14        0.000000     0.0049
NRCA5_MASKLWB_F356W            Sci2IdlX43 9.692265917117589e-15 9.983862736317245e-15        0.000000     2.9207
NRCA5_MASKLWB_F356W            Sci2IdlX44  2.84139953913306e-15 2.842869237543914e-15        0.000000     0.0517
NRCA5_MASKLWB_F356W            Sci2IdlX51 5.300011894990206e-19 5.300379057925821e-19        0.000000     0.0069
NRCA5_MASKLWB_F356W            Sci2IdlX53 5.919760507621981e-19  5.92043839135421e-19        0.000000     0.0114
NRCA5_MASKLWB_F356W            Sci2IdlX55 7.872655204712133e-20 7.875726754823509e-20        0.000000     0.0390
NRCA5_MASKLWB_F356W            Sci2IdlY10 2.044504762938103e-05 2.481544822402791e-05        0.000004    17.6116
NRCA5_MASKLWB_F356W            Sci2IdlY11   0.06283577374527904   0.06282856986589484        0.000007     0.0115
NRCA5_MASKLWB_F356W            Sci2IdlY20 3.770556221219703e-07 3.788024555464354e-07        0.000000     0.4611
NRCA5_MASKLWB_F356W            Sci2IdlY21 3.586670951214476e-07 3.590568288659848e-07        0.000000     0.1085
NRCA5_MASKLWB_F356W            Sci2IdlY22 -2.234984008990252e-07 -2.181098849040725e-07        0.000000     2.4110
NRCA5_MASKLWB_F356W            Sci2IdlY30 1.193590462594245e-11 1.214860068715342e-11        0.000000     1.7508
NRCA5_MASKLWB_F356W            Sci2IdlY31 1.148904678007343e-10 1.154483780540759e-10        0.000000     0.4833
NRCA5_MASKLWB_F356W            Sci2IdlY32 1.955236576790931e-11  2.01872937853057e-11        0.000000     3.1452
NRCA5_MASKLWB_F356W            Sci2IdlY33 1.159224855250478e-10 1.166898628505295e-10        0.000000     0.6576
NRCA5_MASKLWB_F356W            Sci2IdlY40  5.01024673018975e-15 5.091567507767724e-15        0.000000     1.5972
NRCA5_MASKLWB_F356W            Sci2IdlY41 1.507953758455207e-14 1.507457460802698e-14        0.000000     0.0329
NRCA5_MASKLWB_F356W            Sci2IdlY42  1.92341127305448e-14 1.968497454831001e-14        0.000000     2.2904
NRCA5_MASKLWB_F356W            Sci2IdlY43 1.450422579663186e-14 1.451299495141296e-14        0.000000     0.0604
NRCA5_MASKLWB_F356W            Sci2IdlY44 1.244107592069686e-14 1.278236731807157e-14        0.000000     2.6700
NRCA5_MASKLWB_F356W            Sci2IdlY50 5.540948522715005e-20 5.537669671356631e-20        0.000000     0.0592
NRCA5_MASKLWB_F356W            Sci2IdlY52 5.225494947261776e-19 5.224830765748201e-19        0.000000     0.0127
NRCA5_MASKLWB_F356W            Sci2IdlY54 4.565130502723662e-19 4.564801704590846e-19        0.000000     0.0072
NRCA5_MASKLWB_F356W            Idl2SciX00   0.02002710283355746   0.02007175174846942        0.000045     0.2224
NRCA5_MASKLWB_F356W            Idl2SciX10     15.97082776501209     15.97331606780672        0.002488     0.0156
NRCA5_MASKLWB_F356W            Idl2SciX11 4.947991387192763e-05 3.406144680588585e-05        0.000015    31.1611
NRCA5_MASKLWB_F356W            Idl2SciX20 -0.001270773655170694 -0.001271101305097056        0.000000     0.0258
NRCA5_MASKLWB_F356W            Idl2SciX21  0.002398434508464147  0.002384829476282682        0.000014     0.5672
NRCA5_MASKLWB_F356W            Idl2SciX22 0.0001263791983758577 0.0001257709153345555        0.000001     0.4813
NRCA5_MASKLWB_F356W            Idl2SciX30 -7.407440340813162e-06 -7.418834718785775e-06        0.000000     0.1536
NRCA5_MASKLWB_F356W            Idl2SciX31 -1.770333580092979e-06 -1.796216296931473e-06        0.000000     1.4410
NRCA5_MASKLWB_F356W            Idl2SciX32 -7.090358267358692e-06 -7.129014153361662e-06        0.000000     0.5422
NRCA5_MASKLWB_F356W            Idl2SciX33 -3.500915068379219e-07 -3.596143584470979e-07        0.000000     2.6481
NRCA5_MASKLWB_F356W            Idl2SciX40 -1.146291338502595e-08 -1.144993695408343e-08        0.000000     0.1132
NRCA5_MASKLWB_F356W            Idl2SciX41 -1.451585057680473e-08 -1.475083787315374e-08        0.000000     1.5930
NRCA5_MASKLWB_F356W            Idl2SciX42 -1.473010187776497e-08 -1.472654488324559e-08        0.000000     0.0241
NRCA5_MASKLWB_F356W            Idl2SciX43 -1.375086578596799e-08 -1.398543224046598e-08        0.000000     1.6772
NRCA5_MASKLWB_F356W            Idl2SciX44 -2.680337572693819e-09 -2.680017937178072e-09        0.000000     0.0119
NRCA5_MASKLWB_F356W            Idl2SciX51 -5.870055345988364e-12 -5.869656406599969e-12        0.000000     0.0068
NRCA5_MASKLWB_F356W            Idl2SciX53 -6.596827422769659e-12 -6.595973951055361e-12        0.000000     0.0129
NRCA5_MASKLWB_F356W            Idl2SciX54 -6.04602419688323e-11 -6.046017555694997e-11        0.000000     0.0001
NRCA5_MASKLWB_F356W            Idl2SciX55 -7.317849371846491e-13 -7.313638248646442e-13        0.000000     0.0575
NRCA5_MASKLWB_F356W            Idl2SciY00   0.00320342307077226  0.003326983037027276        0.000124     3.7139
NRCA5_MASKLWB_F356W            Idl2SciY10 -0.005840960725079572 -0.006967382300969452        0.001126    16.1671
NRCA5_MASKLWB_F356W            Idl2SciY11       15.914591133198     15.91640602173922        0.001815     0.0114
NRCA5_MASKLWB_F356W            Idl2SciY20  -0.00153023364279655  -0.00153779400991333        0.000008     0.4916
NRCA5_MASKLWB_F356W            Idl2SciY21 -0.001466679050606371 -0.001468735364091914        0.000002     0.1400
NRCA5_MASKLWB_F356W            Idl2SciY22 0.0008954098068980383  0.000873734547604654        0.000022     2.4207
NRCA5_MASKLWB_F356W            Idl2SciY30 -2.474059269765623e-07 -2.56170012886771e-07        0.000000     3.4212
NRCA5_MASKLWB_F356W            Idl2SciY31 -7.784660629872239e-06 -7.817928462514775e-06        0.000000     0.4255
NRCA5_MASKLWB_F356W            Idl2SciY32 -1.561685661680767e-06 -1.58744169967723e-06        0.000000     1.6225
NRCA5_MASKLWB_F356W            Idl2SciY33 -7.429018971695807e-06 -7.48343739297741e-06        0.000000     0.7272
NRCA5_MASKLWB_F356W            Idl2SciY40 -2.504372814626778e-09 -2.565250674926382e-09        0.000000     2.3732
NRCA5_MASKLWB_F356W            Idl2SciY41 -9.595327266520281e-09 -9.59512401287518e-09        0.000000     0.0021
NRCA5_MASKLWB_F356W            Idl2SciY42 -1.782335344072996e-08 -1.817035596804319e-08        0.000000     1.9097
NRCA5_MASKLWB_F356W            Idl2SciY43 -9.565719109257997e-09 -9.575971718172619e-09        0.000000     0.1071
NRCA5_MASKLWB_F356W            Idl2SciY44 -1.399061658617605e-08 -1.426175839352024e-08        0.000000     1.9012
NRCA5_MASKLWB_F356W            Idl2SciY50 -1.482774985814987e-12 -1.483213223756325e-12        0.000000     0.0295
NRCA5_MASKLWB_F356W            Idl2SciY52 -7.892758361096737e-12 -7.893497762229341e-12        0.000000     0.0094
NRCA5_MASKLWB_F356W            Idl2SciY54 -6.429194372687553e-12 -6.429475353540433e-12        0.000000     0.0044

NRCA5_FULL_MASKLWB_F356W          XDetRef                 396.7                 397.7        1.000000     0.2514
NRCA5_FULL_MASKLWB_F356W          YDetRef                1667.0                1682.5       15.500000     0.9212
NRCA5_FULL_MASKLWB_F356W          XSciRef                1652.3                1651.3        1.000000     0.0605
NRCA5_FULL_MASKLWB_F356W          YSciRef                1667.0                1682.5       15.500000     0.9212
NRCA5_FULL_MASKLWB_F356W        XSciScale            0.06261392            0.06260417        0.000010     0.0156
NRCA5_FULL_MASKLWB_F356W        YSciScale            0.06283577            0.06282857        0.000007     0.0115
NRCA5_FULL_MASKLWB_F356W            V2Ref             44.718879             44.788004        0.069125     0.1543
NRCA5_FULL_MASKLWB_F356W            V3Ref           -405.790928           -404.817493        0.973435     0.2399
NRCA5_FULL_MASKLWB_F356W      V3IdlYAngle            0.38322781            0.38362688        0.000399     0.1040
NRCA5_FULL_MASKLWB_F356W      V3SciXAngle          -89.59806365          -89.59366184        0.004402     0.0049
NRCA5_FULL_MASKLWB_F356W      V3SciYAngle            0.38322781            0.38362688        0.000399     0.1040
NRCA5_FULL_MASKLWB_F356W        XIdlVert1             -105.2518             -105.1899        0.061900     0.0588
NRCA5_FULL_MASKLWB_F356W        XIdlVert2               25.2838               25.3456        0.061800     0.2438
NRCA5_FULL_MASKLWB_F356W        XIdlVert3               24.7783               24.8411        0.062800     0.2528
NRCA5_FULL_MASKLWB_F356W        XIdlVert4             -102.6993             -102.6366        0.062700     0.0611
NRCA5_FULL_MASKLWB_F356W        YIdlVert1             -104.3115             -105.2846        0.973100     0.9243
NRCA5_FULL_MASKLWB_F356W        YIdlVert2             -106.0365             -107.0106        0.974100     0.9103
NRCA5_FULL_MASKLWB_F356W        YIdlVert3               24.0777               23.1036        0.974100     4.0457
NRCA5_FULL_MASKLWB_F356W        YIdlVert4               24.8092               23.8361        0.973100     3.9223
NRCA5_FULL_MASKLWB_F356W       Sci2IdlX10   0.06261391188856809   0.06260416183812878        0.000010     0.0156
NRCA5_FULL_MASKLWB_F356W       Sci2IdlX20 3.084059924045027e-07 3.082987358819519e-07        0.000000     0.0348
NRCA5_FULL_MASKLWB_F356W       Sci2IdlX21 -5.910312690033575e-07 -5.874834962156311e-07        0.000000     0.6003
NRCA5_FULL_MASKLWB_F356W       Sci2IdlX22 -3.320269204802917e-08 -3.30471461657447e-08        0.000000     0.4685
NRCA5_FULL_MASKLWB_F356W       Sci2IdlX30 1.140432938541428e-10 1.141475720686228e-10        0.000000     0.0914
NRCA5_FULL_MASKLWB_F356W       Sci2IdlX31 1.470974487718387e-11 1.527672452931433e-11        0.000000     3.7114
NRCA5_FULL_MASKLWB_F356W       Sci2IdlX32 1.151225989903444e-10 1.155415912274113e-10        0.000000     0.3626
NRCA5_FULL_MASKLWB_F356W       Sci2IdlX33 5.774774238067692e-12 5.941958554891179e-12        0.000000     2.8136
NRCA5_FULL_MASKLWB_F356W       Sci2IdlX40 1.577396024234036e-14 1.575867305771023e-14        0.000000     0.0969
NRCA5_FULL_MASKLWB_F356W       Sci2IdlX41 1.064414441353163e-14 1.093774006422002e-14        0.000000     2.6842
NRCA5_FULL_MASKLWB_F356W       Sci2IdlX42 1.930854706378244e-14 1.930760357559482e-14        0.000000     0.0049
NRCA5_FULL_MASKLWB_F356W       Sci2IdlX43 9.692265917117589e-15 9.983862736317245e-15        0.000000     2.9207
NRCA5_FULL_MASKLWB_F356W       Sci2IdlX44  2.84139953913306e-15 2.842869237543914e-15        0.000000     0.0517
NRCA5_FULL_MASKLWB_F356W       Sci2IdlX51 5.300011894990206e-19 5.300379057925821e-19        0.000000     0.0069
NRCA5_FULL_MASKLWB_F356W       Sci2IdlX53 5.919760507621981e-19  5.92043839135421e-19        0.000000     0.0114
NRCA5_FULL_MASKLWB_F356W       Sci2IdlX55 7.872655204712133e-20 7.875726754823509e-20        0.000000     0.0390
NRCA5_FULL_MASKLWB_F356W       Sci2IdlY10 2.044504762938103e-05 2.481544822402791e-05        0.000004    17.6116
NRCA5_FULL_MASKLWB_F356W       Sci2IdlY11   0.06283577374527904   0.06282856986589484        0.000007     0.0115
NRCA5_FULL_MASKLWB_F356W       Sci2IdlY20 3.770556221219703e-07 3.788024555464354e-07        0.000000     0.4611
NRCA5_FULL_MASKLWB_F356W       Sci2IdlY21 3.586670951214476e-07 3.590568288659848e-07        0.000000     0.1085
NRCA5_FULL_MASKLWB_F356W       Sci2IdlY22 -2.234984008990252e-07 -2.181098849040725e-07        0.000000     2.4110
NRCA5_FULL_MASKLWB_F356W       Sci2IdlY30 1.193590462594245e-11 1.214860068715342e-11        0.000000     1.7508
NRCA5_FULL_MASKLWB_F356W       Sci2IdlY31 1.148904678007343e-10 1.154483780540759e-10        0.000000     0.4833
NRCA5_FULL_MASKLWB_F356W       Sci2IdlY32 1.955236576790931e-11  2.01872937853057e-11        0.000000     3.1452
NRCA5_FULL_MASKLWB_F356W       Sci2IdlY33 1.159224855250478e-10 1.166898628505295e-10        0.000000     0.6576
NRCA5_FULL_MASKLWB_F356W       Sci2IdlY40  5.01024673018975e-15 5.091567507767724e-15        0.000000     1.5972
NRCA5_FULL_MASKLWB_F356W       Sci2IdlY41 1.507953758455207e-14 1.507457460802698e-14        0.000000     0.0329
NRCA5_FULL_MASKLWB_F356W       Sci2IdlY42  1.92341127305448e-14 1.968497454831001e-14        0.000000     2.2904
NRCA5_FULL_MASKLWB_F356W       Sci2IdlY43 1.450422579663186e-14 1.451299495141296e-14        0.000000     0.0604
NRCA5_FULL_MASKLWB_F356W       Sci2IdlY44 1.244107592069686e-14 1.278236731807157e-14        0.000000     2.6700
NRCA5_FULL_MASKLWB_F356W       Sci2IdlY50 5.540948522715005e-20 5.537669671356631e-20        0.000000     0.0592
NRCA5_FULL_MASKLWB_F356W       Sci2IdlY52 5.225494947261776e-19 5.224830765748201e-19        0.000000     0.0127
NRCA5_FULL_MASKLWB_F356W       Sci2IdlY54 4.565130502723662e-19 4.564801704590846e-19        0.000000     0.0072
NRCA5_FULL_MASKLWB_F356W       Idl2SciX00   0.02002710283355746   0.02007175174846942        0.000045     0.2224
NRCA5_FULL_MASKLWB_F356W       Idl2SciX10     15.97082776501209     15.97331606780672        0.002488     0.0156
NRCA5_FULL_MASKLWB_F356W       Idl2SciX11 4.947991387192763e-05 3.406144680588585e-05        0.000015    31.1611
NRCA5_FULL_MASKLWB_F356W       Idl2SciX20 -0.001270773655170694 -0.001271101305097056        0.000000     0.0258
NRCA5_FULL_MASKLWB_F356W       Idl2SciX21  0.002398434508464147  0.002384829476282682        0.000014     0.5672
NRCA5_FULL_MASKLWB_F356W       Idl2SciX22 0.0001263791983758577 0.0001257709153345555        0.000001     0.4813
NRCA5_FULL_MASKLWB_F356W       Idl2SciX30 -7.407440340813162e-06 -7.418834718785775e-06        0.000000     0.1536
NRCA5_FULL_MASKLWB_F356W       Idl2SciX31 -1.770333580092979e-06 -1.796216296931473e-06        0.000000     1.4410
NRCA5_FULL_MASKLWB_F356W       Idl2SciX32 -7.090358267358692e-06 -7.129014153361662e-06        0.000000     0.5422
NRCA5_FULL_MASKLWB_F356W       Idl2SciX33 -3.500915068379219e-07 -3.596143584470979e-07        0.000000     2.6481
NRCA5_FULL_MASKLWB_F356W       Idl2SciX40 -1.146291338502595e-08 -1.144993695408343e-08        0.000000     0.1132
NRCA5_FULL_MASKLWB_F356W       Idl2SciX41 -1.451585057680473e-08 -1.475083787315374e-08        0.000000     1.5930
NRCA5_FULL_MASKLWB_F356W       Idl2SciX42 -1.473010187776497e-08 -1.472654488324559e-08        0.000000     0.0241
NRCA5_FULL_MASKLWB_F356W       Idl2SciX43 -1.375086578596799e-08 -1.398543224046598e-08        0.000000     1.6772
NRCA5_FULL_MASKLWB_F356W       Idl2SciX44 -2.680337572693819e-09 -2.680017937178072e-09        0.000000     0.0119
NRCA5_FULL_MASKLWB_F356W       Idl2SciX51 -5.870055345988364e-12 -5.869656406599969e-12        0.000000     0.0068
NRCA5_FULL_MASKLWB_F356W       Idl2SciX53 -6.596827422769659e-12 -6.595973951055361e-12        0.000000     0.0129
NRCA5_FULL_MASKLWB_F356W       Idl2SciX54 -6.04602419688323e-11 -6.046017555694997e-11        0.000000     0.0001
NRCA5_FULL_MASKLWB_F356W       Idl2SciX55 -7.317849371846491e-13 -7.313638248646442e-13        0.000000     0.0575
NRCA5_FULL_MASKLWB_F356W       Idl2SciY00   0.00320342307077226  0.003326983037027276        0.000124     3.7139
NRCA5_FULL_MASKLWB_F356W       Idl2SciY10 -0.005840960725079572 -0.006967382300969452        0.001126    16.1671
NRCA5_FULL_MASKLWB_F356W       Idl2SciY11       15.914591133198     15.91640602173922        0.001815     0.0114
NRCA5_FULL_MASKLWB_F356W       Idl2SciY20  -0.00153023364279655  -0.00153779400991333        0.000008     0.4916
NRCA5_FULL_MASKLWB_F356W       Idl2SciY21 -0.001466679050606371 -0.001468735364091914        0.000002     0.1400
NRCA5_FULL_MASKLWB_F356W       Idl2SciY22 0.0008954098068980383  0.000873734547604654        0.000022     2.4207
NRCA5_FULL_MASKLWB_F356W       Idl2SciY30 -2.474059269765623e-07 -2.56170012886771e-07        0.000000     3.4212
NRCA5_FULL_MASKLWB_F356W       Idl2SciY31 -7.784660629872239e-06 -7.817928462514775e-06        0.000000     0.4255
NRCA5_FULL_MASKLWB_F356W       Idl2SciY32 -1.561685661680767e-06 -1.58744169967723e-06        0.000000     1.6225
NRCA5_FULL_MASKLWB_F356W       Idl2SciY33 -7.429018971695807e-06 -7.48343739297741e-06        0.000000     0.7272
NRCA5_FULL_MASKLWB_F356W       Idl2SciY40 -2.504372814626778e-09 -2.565250674926382e-09        0.000000     2.3732
NRCA5_FULL_MASKLWB_F356W       Idl2SciY41 -9.595327266520281e-09 -9.59512401287518e-09        0.000000     0.0021
NRCA5_FULL_MASKLWB_F356W       Idl2SciY42 -1.782335344072996e-08 -1.817035596804319e-08        0.000000     1.9097
NRCA5_FULL_MASKLWB_F356W       Idl2SciY43 -9.565719109257997e-09 -9.575971718172619e-09        0.000000     0.1071
NRCA5_FULL_MASKLWB_F356W       Idl2SciY44 -1.399061658617605e-08 -1.426175839352024e-08        0.000000     1.9012
NRCA5_FULL_MASKLWB_F356W       Idl2SciY50 -1.482774985814987e-12 -1.483213223756325e-12        0.000000     0.0295
NRCA5_FULL_MASKLWB_F356W       Idl2SciY52 -7.892758361096737e-12 -7.893497762229341e-12        0.000000     0.0094
NRCA5_FULL_MASKLWB_F356W       Idl2SciY54 -6.429194372687553e-12 -6.429475353540433e-12        0.000000     0.0044

NRCA5_MASKLWB_F410M               XDetRef                 411.4                 409.0        2.400000     0.5834
NRCA5_MASKLWB_F410M               YDetRef                1667.0                1682.5       15.500000     0.9212
NRCA5_MASKLWB_F410M               XSciRef                 186.6                 186.0        0.600000     0.3215
NRCA5_MASKLWB_F410M               YSciRef                 160.0                 175.5       15.500000     8.8319
NRCA5_MASKLWB_F410M             XSciScale            0.06260492            0.06259724        0.000008     0.0123
NRCA5_MASKLWB_F410M             YSciScale            0.06283053            0.06282453        0.000006     0.0095
NRCA5_MASKLWB_F410M                 V2Ref             45.639215             45.495374        0.143841     0.3152
NRCA5_MASKLWB_F410M                 V3Ref           -405.797303           -404.822462        0.974841     0.2402
NRCA5_MASKLWB_F410M           V3IdlYAngle            0.37530212            0.37757077        0.002269     0.6009
NRCA5_MASKLWB_F410M           V3SciXAngle          -89.60819928          -89.60149099        0.006708     0.0075
NRCA5_MASKLWB_F410M           V3SciYAngle            0.37530212            0.37757077        0.002269     0.6009
NRCA5_MASKLWB_F410M             XIdlVert1                -11.66              -11.6229        0.037100     0.3182
NRCA5_MASKLWB_F410M             XIdlVert2                8.4006                8.4383        0.037700     0.4468
NRCA5_MASKLWB_F410M             XIdlVert3                8.3754                8.4133        0.037900     0.4505
NRCA5_MASKLWB_F410M             XIdlVert4              -11.6247              -11.5873        0.037400     0.3217
NRCA5_MASKLWB_F410M             YIdlVert1              -10.0081              -10.9821        0.974000     8.8690
NRCA5_MASKLWB_F410M             YIdlVert2              -10.0263              -11.0003        0.974000     8.8543
NRCA5_MASKLWB_F410M             YIdlVert3               10.0963                9.1226        0.973700     9.6441
NRCA5_MASKLWB_F410M             YIdlVert4               10.0786                9.1049        0.973700     9.6611
NRCA5_MASKLWB_F410M            Sci2IdlX10   0.06260491658916811    0.0625972358543849        0.000008     0.0123
NRCA5_MASKLWB_F410M            Sci2IdlX20 3.033448963412803e-07 3.044011409386622e-07        0.000000     0.3470
NRCA5_MASKLWB_F410M            Sci2IdlX21 -5.915059845737166e-07 -5.878622368667427e-07        0.000000     0.6160
NRCA5_MASKLWB_F410M            Sci2IdlX22 -3.485989625887968e-08 -3.432723645309699e-08        0.000000     1.5280
NRCA5_MASKLWB_F410M            Sci2IdlX30 1.131243460683457e-10 1.134400306839371e-10        0.000000     0.2783
NRCA5_MASKLWB_F410M            Sci2IdlX31 1.422522346353324e-11 1.489419193539643e-11        0.000000     4.4915
NRCA5_MASKLWB_F410M            Sci2IdlX32  1.14558481912043e-10 1.151068048572703e-10        0.000000     0.4764
NRCA5_MASKLWB_F410M            Sci2IdlX33 5.616419518425624e-12 5.816899656523827e-12        0.000000     3.4465
NRCA5_MASKLWB_F410M            Sci2IdlX40  1.54272638920153e-14 1.549215947089495e-14        0.000000     0.4189
NRCA5_MASKLWB_F410M            Sci2IdlX41 1.061093717654972e-14 1.091221410527026e-14        0.000000     2.7609
NRCA5_MASKLWB_F410M            Sci2IdlX42 1.888535942687405e-14 1.898225997409535e-14        0.000000     0.5105
NRCA5_MASKLWB_F410M            Sci2IdlX43 9.672894950030097e-15 9.968971727928099e-15        0.000000     2.9700
NRCA5_MASKLWB_F410M            Sci2IdlX44 2.770286065729011e-15 2.788175412881525e-15        0.000000     0.6416
NRCA5_MASKLWB_F410M            Sci2IdlX51 5.292719873063945e-19 5.294807147443853e-19        0.000000     0.0394
NRCA5_MASKLWB_F410M            Sci2IdlX52  9.53575533555877e-18 9.535776070819554e-18        0.000000     0.0002
NRCA5_MASKLWB_F410M            Sci2IdlX53 5.906297469017754e-19 5.910151132753384e-19        0.000000     0.0652
NRCA5_MASKLWB_F410M            Sci2IdlX54 4.720576908547783e-18  4.72059500647634e-18        0.000000     0.0004
NRCA5_MASKLWB_F410M            Sci2IdlX55 7.811653197045281e-20 7.829114390833627e-20        0.000000     0.2230
NRCA5_MASKLWB_F410M            Sci2IdlY10 1.802738255162687e-05 2.287561111677519e-05        0.000005    21.1939
NRCA5_MASKLWB_F410M            Sci2IdlY11   0.06283052671913875   0.06282452759461442        0.000006     0.0095
NRCA5_MASKLWB_F410M            Sci2IdlY20 3.765777080515328e-07 3.784266950898288e-07        0.000000     0.4886
NRCA5_MASKLWB_F410M            Sci2IdlY21 3.552172047739031e-07 3.563913051736937e-07        0.000000     0.3294
NRCA5_MASKLWB_F410M            Sci2IdlY22 -2.237864903233617e-07 -2.183391180823183e-07        0.000000     2.4342
NRCA5_MASKLWB_F410M            Sci2IdlY30 1.165707037878861e-11 1.193052312642234e-11        0.000000     2.2920
NRCA5_MASKLWB_F410M            Sci2IdlY31 1.142342637068405e-10 1.149429635915573e-10        0.000000     0.6166
NRCA5_MASKLWB_F410M            Sci2IdlY32 1.900306858634633e-11 1.975478030852307e-11        0.000000     3.8052
NRCA5_MASKLWB_F410M            Sci2IdlY33 1.157121545368985e-10 1.165277242496008e-10        0.000000     0.6999
NRCA5_MASKLWB_F410M            Sci2IdlY40 5.008308223979189e-15 5.090076260740865e-15        0.000000     1.6064
NRCA5_MASKLWB_F410M            Sci2IdlY41 1.477104384914557e-14 1.483745840613467e-14        0.000000     0.4476
NRCA5_MASKLWB_F410M            Sci2IdlY42  1.92136808807201e-14 1.966926889040829e-14        0.000000     2.3162
NRCA5_MASKLWB_F410M            Sci2IdlY43 1.421942677350458e-14  1.42940930261214e-14        0.000000     0.5224
NRCA5_MASKLWB_F410M            Sci2IdlY44 1.243474850963529e-14 1.277750387126053e-14        0.000000     2.6825
NRCA5_MASKLWB_F410M            Sci2IdlY50 5.606067462017461e-20 5.587427866385471e-20        0.000000     0.3325
NRCA5_MASKLWB_F410M            Sci2IdlY51  5.27153041615082e-18  5.27150945533291e-18        0.000000     0.0004
NRCA5_MASKLWB_F410M            Sci2IdlY52 5.238685743593893e-19 5.234910028109993e-19        0.000000     0.0721
NRCA5_MASKLWB_F410M            Sci2IdlY53 9.732639761314235e-18 9.732616367520104e-18        0.000000     0.0002
NRCA5_MASKLWB_F410M            Sci2IdlY54 4.571660488746457e-19 4.569791358353824e-19        0.000000     0.0409
NRCA5_MASKLWB_F410M            Idl2SciX00   0.02007426295293158   0.02010936677237751        0.000035     0.1746
NRCA5_MASKLWB_F410M            Idl2SciX10     15.97314773057479     15.97510280158333        0.001955     0.0122
NRCA5_MASKLWB_F410M            Idl2SciX11 5.006927418770013e-05 3.466239142695116e-05        0.000015    30.7711
NRCA5_MASKLWB_F410M            Idl2SciX20  -0.00125071076417891 -0.001255643405568382        0.000005     0.3928
NRCA5_MASKLWB_F410M            Idl2SciX21  0.002401276630943235  0.002387058789811262        0.000014     0.5921
NRCA5_MASKLWB_F410M            Idl2SciX22 0.0001332249005907935 0.0001310591360497058        0.000002     1.6256
NRCA5_MASKLWB_F410M            Idl2SciX30 -7.365506358592185e-06 -7.386546953107284e-06        0.000000     0.2849
NRCA5_MASKLWB_F410M            Idl2SciX31 -1.731380167550493e-06 -1.765763078595713e-06        0.000000     1.9472
NRCA5_MASKLWB_F410M            Idl2SciX32 -7.063882557092674e-06 -7.108614174512789e-06        0.000000     0.6293
NRCA5_MASKLWB_F410M            Idl2SciX33 -3.384161907506179e-07 -3.504734470492001e-07        0.000000     3.4403
NRCA5_MASKLWB_F410M            Idl2SciX40 -1.118462093112523e-08 -1.123602436609806e-08        0.000000     0.4575
NRCA5_MASKLWB_F410M            Idl2SciX41 -1.449639386437561e-08 -1.473586518712005e-08        0.000000     1.6251
NRCA5_MASKLWB_F410M            Idl2SciX42 -1.439505449912935e-08 -1.446902551511052e-08        0.000000     0.5112
NRCA5_MASKLWB_F410M            Idl2SciX43 -1.374119956932468e-08 -1.397798766475909e-08        0.000000     1.6940
NRCA5_MASKLWB_F410M            Idl2SciX44 -2.626592326112675e-09 -2.638725654936649e-09        0.000000     0.4598
NRCA5_MASKLWB_F410M            Idl2SciX50 -6.003799345078051e-11 -6.003822614621648e-11        0.000000     0.0004
NRCA5_MASKLWB_F410M            Idl2SciX51 -5.877978035679855e-12 -5.875710321482118e-12        0.000000     0.0386
