Reference:  206 apertures in PRDOPSSOC-029
Comparison: 206 apertures in new pre-delivery

Number of modified apertures 206. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCB4_FP1                      Sci2IdlX32 8.946544905089884e-12 8.946703359578857e-12        0.000000     0.0018
NRCB4_FP1                      Sci2IdlX33 1.069682162049032e-15 1.011099395533892e-15        0.000000     5.4767
NRCB4_FP1                      Sci2IdlX40 -2.757738454377368e-16 -2.75413321212426e-16        0.000000     0.1307
NRCB4_FP1                      Sci2IdlX41 -2.835477396487953e-16 -2.838654108583407e-16        0.000000     0.1119
NRCB4_FP1                      Sci2IdlX42 -3.104443882358625e-16 -3.099901275514652e-16        0.000000     0.1463
NRCB4_FP1                      Sci2IdlX43 -3.097619289675513e-16 -3.100666574966017e-16        0.000000     0.0983
NRCB4_FP1                      Sci2IdlX44 -3.199984586791578e-17 -3.192517895719583e-17        0.000000     0.2333
NRCB4_FP1                      Sci2IdlX51 -1.294578044407987e-20 -1.29451912598657e-20        0.000000     0.0046
NRCB4_FP1                      Sci2IdlX53 -1.265786936958927e-20 -1.265676543232816e-20        0.000000     0.0087
NRCB4_FP1                      Sci2IdlX55 -1.164052739778921e-21 -1.163544060488227e-21        0.000000     0.0437
NRCB4_FP1                      Sci2IdlY10 5.520349991140613e-05  5.51939326630211e-05        0.000000     0.0173
NRCB4_FP1                      Sci2IdlY11   0.03117825657490566   0.03117834272841634        0.000000     0.0003
NRCB4_FP1                      Sci2IdlY20 7.361386701311269e-08 7.361027865374446e-08        0.000000     0.0049
NRCB4_FP1                      Sci2IdlY21 -6.395110956460535e-08 -6.394404294160459e-08        0.000000     0.0111
NRCB4_FP1                      Sci2IdlY22 -1.181209567899585e-07 -1.181336409169058e-07        0.000000     0.0107
NRCB4_FP1                      Sci2IdlY30 -2.983211864769668e-14 -2.965328015205521e-14        0.000000     0.5995
NRCB4_FP1                      Sci2IdlY31 7.386967626172554e-12 7.386798599450654e-12        0.000000     0.0023
NRCB4_FP1                      Sci2IdlY32 1.024242598523566e-12 1.024350878760369e-12        0.000000     0.0106
NRCB4_FP1                      Sci2IdlY33 8.745864388250358e-12 8.746289348055023e-12        0.000000     0.0049
NRCB4_FP1                      Sci2IdlY40 3.692593257130784e-17 3.683964918600885e-17        0.000000     0.2337
NRCB4_FP1                      Sci2IdlY41 -2.704877626466871e-16 -2.701534535942036e-16        0.000000     0.1236
NRCB4_FP1                      Sci2IdlY42 -2.39984040296001e-16  -2.4045268186753e-16        0.000000     0.1949
NRCB4_FP1                      Sci2IdlY43 -2.54622117197688e-16 -2.543005705520845e-16        0.000000     0.1263
NRCB4_FP1                      Sci2IdlY44 -2.759229907257886e-16 -2.76271346172772e-16        0.000000     0.1261
NRCB4_FP1                      Sci2IdlY50 -3.161518919772042e-21 -3.162044151936669e-21        0.000000     0.0166
NRCB4_FP1                      Sci2IdlY52 -1.565020346183575e-20 -1.565128229254377e-20        0.000000     0.0069
NRCB4_FP1                      Sci2IdlY54 -1.142599899738826e-20 -1.14265390616759e-20        0.000000     0.0047
NRCB4_FP1                      Idl2SciX00  -0.00919198192248416   -0.0091849590287012        0.000007     0.0764
NRCB4_FP1                      Idl2SciX10     32.21940835854006     32.21935128571824        0.000057     0.0002
NRCB4_FP1                      Idl2SciX11 -0.0004476989128097339 -0.0004471066056688025        0.000001     0.1323
NRCB4_FP1                      Idl2SciX20  0.001349963192747006  0.001349549877010271        0.000000     0.0306
NRCB4_FP1                      Idl2SciX21  0.006359392080648832  0.006359630799517727        0.000000     0.0038
NRCB4_FP1                      Idl2SciX22 -0.0006888320811356037 -0.0006889619913323312        0.000000     0.0189
NRCB4_FP1                      Idl2SciX30 -9.21873801788886e-06 -9.21832084449707e-06        0.000000     0.0045
NRCB4_FP1                      Idl2SciX31 4.971770825683636e-07 4.968375771365469e-07        0.000000     0.0683
NRCB4_FP1                      Idl2SciX32 -7.660733254761242e-06 -7.660401557431769e-06        0.000000     0.0043
NRCB4_FP1                      Idl2SciX33 -2.691137009581118e-07  -2.6922122344393e-07        0.000000     0.0399
NRCB4_FP1                      Idl2SciX40 5.934621694114586e-09 5.923883837180684e-09        0.000000     0.1809
NRCB4_FP1                      Idl2SciX41 -3.04262178394407e-09 -3.033163241145794e-09        0.000000     0.3109
NRCB4_FP1                      Idl2SciX42  7.84144626417845e-09 7.827726061997865e-09        0.000000     0.1750
NRCB4_FP1                      Idl2SciX43 -2.044232504677705e-09 -2.034942810081174e-09        0.000000     0.4544
NRCB4_FP1                      Idl2SciX44 1.676681198618816e-09 1.674297748260261e-09        0.000000     0.1422
NRCB4_FP1                      Idl2SciX51 1.121799931322235e-11 1.121842588493027e-11        0.000000     0.0038
NRCB4_FP1                      Idl2SciX53 1.241571909538956e-11 1.241673248282086e-11        0.000000     0.0082
NRCB4_FP1                      Idl2SciX55 2.091852023704221e-12 2.092384745925133e-12        0.000000     0.0255
NRCB4_FP1                      Idl2SciY00  -0.02205190885797492  -0.02206279973052006        0.000011     0.0494
NRCB4_FP1                      Idl2SciY10  -0.05759793181626453  -0.05758802908744926        0.000010     0.0172
NRCB4_FP1                      Idl2SciY11     32.07378481006084     32.07369570985278        0.000089     0.0003
NRCB4_FP1                      Idl2SciY20 -0.002456242088013916  -0.00245609827865094        0.000000     0.0059
NRCB4_FP1                      Idl2SciY21  0.002111959252567071  0.002111696555100084        0.000000     0.0124
NRCB4_FP1                      Idl2SciY22  0.003922503160074923  0.003922892824152092        0.000000     0.0099
NRCB4_FP1                      Idl2SciY30 -2.503324298871178e-07 -2.503503295517533e-07        0.000000     0.0071
NRCB4_FP1                      Idl2SciY31 -9.486859463394341e-06 -9.486699209990998e-06        0.000000     0.0017
NRCB4_FP1                      Idl2SciY32 5.009182366350612e-07 5.007449577150531e-07        0.000000     0.0346
NRCB4_FP1                      Idl2SciY33 -8.348089922695614e-06 -8.348065262132467e-06        0.000000     0.0003
NRCB4_FP1                      Idl2SciY40 1.314314812352306e-09 1.316719735167782e-09        0.000000     0.1826
NRCB4_FP1                      Idl2SciY41 4.140632732419869e-09 4.131318506406021e-09        0.000000     0.2249
NRCB4_FP1                      Idl2SciY42 1.239946454803637e-09 1.253581023772487e-09        0.000000     1.0876
NRCB4_FP1                      Idl2SciY43  4.06275512910785e-09  4.05348096374314e-09        0.000000     0.2283
NRCB4_FP1                      Idl2SciY44 5.803983666640323e-10 5.910026285792154e-10        0.000000     1.7943
NRCB4_FP1                      Idl2SciY50 1.933747782377461e-12 1.933213831543423e-12        0.000000     0.0276
NRCB4_FP1                      Idl2SciY52 1.190355745958286e-11 1.190257444432314e-11        0.000000     0.0083
NRCB4_FP1                      Idl2SciY54 9.266910338198791e-12 9.266491994911678e-12        0.000000     0.0045

NRCB4_FP1_SUB8                    XDetRef                 229.0                 228.5        0.500000     0.2183
NRCB4_FP1_SUB8                    YDetRef                1818.0                1817.5        0.500000     0.0275
NRCB4_FP1_SUB8                    XSciRef                   4.0                   4.5        0.500000    11.1111
NRCB4_FP1_SUB8                    YSciRef                   5.0                   4.5        0.500000    10.0000
NRCB4_FP1_SUB8                  XSciScale            0.03103725             0.0310373        0.000000     0.0002
NRCB4_FP1_SUB8                  YSciScale            0.03117826            0.03117834        0.000000     0.0003
NRCB4_FP1_SUB8                      V2Ref            -77.711357            -77.726855        0.015498     0.0199
NRCB4_FP1_SUB8                      V3Ref           -500.901765           -500.917347        0.015582     0.0031
NRCB4_FP1_SUB8                V3IdlYAngle           -0.07751292           -0.07730034        0.000213     0.2743
NRCB4_FP1_SUB8                V3SciXAngle          -89.97560538          -89.97541065        0.000195     0.0002
NRCB4_FP1_SUB8                V3SciYAngle           -0.07751292           -0.07730034        0.000213     0.2743
NRCB4_FP1_SUB8                  XIdlVert1               -0.1086               -0.1242        0.015600    12.5604
NRCB4_FP1_SUB8                  XIdlVert2                0.1397                0.1242        0.015500    11.0952
NRCB4_FP1_SUB8                  XIdlVert3                0.1397                0.1241        0.015600    11.1668
NRCB4_FP1_SUB8                  XIdlVert4               -0.1086               -0.1241        0.015500    12.4899
NRCB4_FP1_SUB8                  YIdlVert1               -0.1405               -0.1249        0.015600    11.1032
NRCB4_FP1_SUB8                  YIdlVert2               -0.1401               -0.1245        0.015600    11.1349
NRCB4_FP1_SUB8                  YIdlVert3                0.1094                0.1249        0.015500    12.4099
NRCB4_FP1_SUB8                  YIdlVert4                0.1089                0.1245        0.015600    12.5301
NRCB4_FP1_SUB8                 Sci2IdlX10   0.03103719702099154   0.03103725175771272        0.000000     0.0002
NRCB4_FP1_SUB8                 Sci2IdlX20 -4.035357848095668e-08 -4.034164846249404e-08        0.000000     0.0296
NRCB4_FP1_SUB8                 Sci2IdlX21 -1.897549922809656e-07 -1.897631616038203e-07        0.000000     0.0043
NRCB4_FP1_SUB8                 Sci2IdlX22 2.079496609788094e-08 2.079899957795095e-08        0.000000     0.0194
NRCB4_FP1_SUB8                 Sci2IdlX30 8.109661002349816e-12 8.109251558120895e-12        0.000000     0.0050
NRCB4_FP1_SUB8                 Sci2IdlX31 1.014600915696676e-12 1.014512979618767e-12        0.000000     0.0087
NRCB4_FP1_SUB8                 Sci2IdlX32 8.946544905089884e-12 8.946703359578857e-12        0.000000     0.0018
NRCB4_FP1_SUB8                 Sci2IdlX33 1.069682162049032e-15 1.011099395533892e-15        0.000000     5.4767
NRCB4_FP1_SUB8                 Sci2IdlX40 -2.757738454377368e-16 -2.75413321212426e-16        0.000000     0.1307
NRCB4_FP1_SUB8                 Sci2IdlX41 -2.835477396487953e-16 -2.838654108583407e-16        0.000000     0.1119
NRCB4_FP1_SUB8                 Sci2IdlX42 -3.104443882358625e-16 -3.099901275514652e-16        0.000000     0.1463
NRCB4_FP1_SUB8                 Sci2IdlX43 -3.097619289675513e-16 -3.100666574966017e-16        0.000000     0.0983
NRCB4_FP1_SUB8                 Sci2IdlX44 -3.199984586791578e-17 -3.192517895719583e-17        0.000000     0.2333
NRCB4_FP1_SUB8                 Sci2IdlX51 -1.294578044407987e-20 -1.29451912598657e-20        0.000000     0.0046
NRCB4_FP1_SUB8                 Sci2IdlX53 -1.265786936958927e-20 -1.265676543232816e-20        0.000000     0.0087
NRCB4_FP1_SUB8                 Sci2IdlX55 -1.164052739778921e-21 -1.163544060488227e-21        0.000000     0.0437
NRCB4_FP1_SUB8                 Sci2IdlY10 5.520349991140613e-05  5.51939326630211e-05        0.000000     0.0173
NRCB4_FP1_SUB8                 Sci2IdlY11   0.03117825657490566   0.03117834272841634        0.000000     0.0003
NRCB4_FP1_SUB8                 Sci2IdlY20 7.361386701311269e-08 7.361027865374446e-08        0.000000     0.0049
NRCB4_FP1_SUB8                 Sci2IdlY21 -6.395110956460535e-08 -6.394404294160459e-08        0.000000     0.0111
NRCB4_FP1_SUB8                 Sci2IdlY22 -1.181209567899585e-07 -1.181336409169058e-07        0.000000     0.0107
NRCB4_FP1_SUB8                 Sci2IdlY30 -2.983211864769668e-14 -2.965328015205521e-14        0.000000     0.5995
NRCB4_FP1_SUB8                 Sci2IdlY31 7.386967626172554e-12 7.386798599450654e-12        0.000000     0.0023
NRCB4_FP1_SUB8                 Sci2IdlY32 1.024242598523566e-12 1.024350878760369e-12        0.000000     0.0106
NRCB4_FP1_SUB8                 Sci2IdlY33 8.745864388250358e-12 8.746289348055023e-12        0.000000     0.0049
NRCB4_FP1_SUB8                 Sci2IdlY40 3.692593257130784e-17 3.683964918600885e-17        0.000000     0.2337
NRCB4_FP1_SUB8                 Sci2IdlY41 -2.704877626466871e-16 -2.701534535942036e-16        0.000000     0.1236
NRCB4_FP1_SUB8                 Sci2IdlY42 -2.39984040296001e-16  -2.4045268186753e-16        0.000000     0.1949
NRCB4_FP1_SUB8                 Sci2IdlY43 -2.54622117197688e-16 -2.543005705520845e-16        0.000000     0.1263
NRCB4_FP1_SUB8                 Sci2IdlY44 -2.759229907257886e-16 -2.76271346172772e-16        0.000000     0.1261
NRCB4_FP1_SUB8                 Sci2IdlY50 -3.161518919772042e-21 -3.162044151936669e-21        0.000000     0.0166
NRCB4_FP1_SUB8                 Sci2IdlY52 -1.565020346183575e-20 -1.565128229254377e-20        0.000000     0.0069
NRCB4_FP1_SUB8                 Sci2IdlY54 -1.142599899738826e-20 -1.14265390616759e-20        0.000000     0.0047
NRCB4_FP1_SUB8                 Idl2SciX00  -0.00919198192248416   -0.0091849590287012        0.000007     0.0764
NRCB4_FP1_SUB8                 Idl2SciX10     32.21940835854006     32.21935128571824        0.000057     0.0002
NRCB4_FP1_SUB8                 Idl2SciX11 -0.0004476989128097339 -0.0004471066056688025        0.000001     0.1323
NRCB4_FP1_SUB8                 Idl2SciX20  0.001349963192747006  0.001349549877010271        0.000000     0.0306
NRCB4_FP1_SUB8                 Idl2SciX21  0.006359392080648832  0.006359630799517727        0.000000     0.0038
NRCB4_FP1_SUB8                 Idl2SciX22 -0.0006888320811356037 -0.0006889619913323312        0.000000     0.0189
NRCB4_FP1_SUB8                 Idl2SciX30 -9.21873801788886e-06 -9.21832084449707e-06        0.000000     0.0045
NRCB4_FP1_SUB8                 Idl2SciX31 4.971770825683636e-07 4.968375771365469e-07        0.000000     0.0683
NRCB4_FP1_SUB8                 Idl2SciX32 -7.660733254761242e-06 -7.660401557431769e-06        0.000000     0.0043
NRCB4_FP1_SUB8                 Idl2SciX33 -2.691137009581118e-07  -2.6922122344393e-07        0.000000     0.0399
NRCB4_FP1_SUB8                 Idl2SciX40 5.934621694114586e-09 5.923883837180684e-09        0.000000     0.1809
NRCB4_FP1_SUB8                 Idl2SciX41 -3.04262178394407e-09 -3.033163241145794e-09        0.000000     0.3109
NRCB4_FP1_SUB8                 Idl2SciX42  7.84144626417845e-09 7.827726061997865e-09        0.000000     0.1750
NRCB4_FP1_SUB8                 Idl2SciX43 -2.044232504677705e-09 -2.034942810081174e-09        0.000000     0.4544
NRCB4_FP1_SUB8                 Idl2SciX44 1.676681198618816e-09 1.674297748260261e-09        0.000000     0.1422
NRCB4_FP1_SUB8                 Idl2SciX51 1.121799931322235e-11 1.121842588493027e-11        0.000000     0.0038
NRCB4_FP1_SUB8                 Idl2SciX53 1.241571909538956e-11 1.241673248282086e-11        0.000000     0.0082
NRCB4_FP1_SUB8                 Idl2SciX55 2.091852023704221e-12 2.092384745925133e-12        0.000000     0.0255
NRCB4_FP1_SUB8                 Idl2SciY00  -0.02205190885797492  -0.02206279973052006        0.000011     0.0494
NRCB4_FP1_SUB8                 Idl2SciY10  -0.05759793181626453  -0.05758802908744926        0.000010     0.0172
NRCB4_FP1_SUB8                 Idl2SciY11     32.07378481006084     32.07369570985278        0.000089     0.0003
NRCB4_FP1_SUB8                 Idl2SciY20 -0.002456242088013916  -0.00245609827865094        0.000000     0.0059
NRCB4_FP1_SUB8                 Idl2SciY21  0.002111959252567071  0.002111696555100084        0.000000     0.0124
NRCB4_FP1_SUB8                 Idl2SciY22  0.003922503160074923  0.003922892824152092        0.000000     0.0099
NRCB4_FP1_SUB8                 Idl2SciY30 -2.503324298871178e-07 -2.503503295517533e-07        0.000000     0.0071
NRCB4_FP1_SUB8                 Idl2SciY31 -9.486859463394341e-06 -9.486699209990998e-06        0.000000     0.0017
NRCB4_FP1_SUB8                 Idl2SciY32 5.009182366350612e-07 5.007449577150531e-07        0.000000     0.0346
NRCB4_FP1_SUB8                 Idl2SciY33 -8.348089922695614e-06 -8.348065262132467e-06        0.000000     0.0003
NRCB4_FP1_SUB8                 Idl2SciY40 1.314314812352306e-09 1.316719735167782e-09        0.000000     0.1826
NRCB4_FP1_SUB8                 Idl2SciY41 4.140632732419869e-09 4.131318506406021e-09        0.000000     0.2249
NRCB4_FP1_SUB8                 Idl2SciY42 1.239946454803637e-09 1.253581023772487e-09        0.000000     1.0876
NRCB4_FP1_SUB8                 Idl2SciY43  4.06275512910785e-09  4.05348096374314e-09        0.000000     0.2283
NRCB4_FP1_SUB8                 Idl2SciY44 5.803983666640323e-10 5.910026285792154e-10        0.000000     1.7943
NRCB4_FP1_SUB8                 Idl2SciY50 1.933747782377461e-12 1.933213831543423e-12        0.000000     0.0276
NRCB4_FP1_SUB8                 Idl2SciY52 1.190355745958286e-11 1.190257444432314e-11        0.000000     0.0083
NRCB4_FP1_SUB8                 Idl2SciY54 9.266910338198791e-12 9.266491994911678e-12        0.000000     0.0045

NRCB4_FP1_SUB64                   XDetRef                 229.0                 228.5        0.500000     0.2183
NRCB4_FP1_SUB64                   YDetRef                1818.0                1817.5        0.500000     0.0275
NRCB4_FP1_SUB64                   XSciRef                  32.0                  32.5        0.500000     1.5385
NRCB4_FP1_SUB64                   YSciRef                  33.0                  32.5        0.500000     1.5152
NRCB4_FP1_SUB64                 XSciScale            0.03103725             0.0310373        0.000000     0.0002
NRCB4_FP1_SUB64                 YSciScale            0.03117826            0.03117834        0.000000     0.0003
NRCB4_FP1_SUB64                     V2Ref            -77.711357            -77.726855        0.015498     0.0199
NRCB4_FP1_SUB64                     V3Ref           -500.901765           -500.917347        0.015582     0.0031
NRCB4_FP1_SUB64               V3IdlYAngle           -0.07751292           -0.07730034        0.000213     0.2743
NRCB4_FP1_SUB64               V3SciXAngle          -89.97560538          -89.97541065        0.000195     0.0002
NRCB4_FP1_SUB64               V3SciYAngle           -0.07751292           -0.07730034        0.000213     0.2743
NRCB4_FP1_SUB64                 XIdlVert1               -0.9779               -0.9934        0.015500     1.5603
NRCB4_FP1_SUB64                 XIdlVert2                1.0089                0.9934        0.015500     1.5363
NRCB4_FP1_SUB64                 XIdlVert3                1.0085                 0.993        0.015500     1.5369
NRCB4_FP1_SUB64                 XIdlVert4               -0.9775                -0.993        0.015500     1.5609
NRCB4_FP1_SUB64                 YIdlVert1               -1.0152               -0.9996        0.015600     1.5366
NRCB4_FP1_SUB64                 YIdlVert2               -1.0115               -0.9959        0.015600     1.5423
NRCB4_FP1_SUB64                 YIdlVert3                0.9838                0.9994        0.015600     1.5609
NRCB4_FP1_SUB64                 YIdlVert4                0.9804                 0.996        0.015600     1.5663
NRCB4_FP1_SUB64                Sci2IdlX10   0.03103719702099154   0.03103725175771272        0.000000     0.0002
NRCB4_FP1_SUB64                Sci2IdlX20 -4.035357848095668e-08 -4.034164846249404e-08        0.000000     0.0296
NRCB4_FP1_SUB64                Sci2IdlX21 -1.897549922809656e-07 -1.897631616038203e-07        0.000000     0.0043
NRCB4_FP1_SUB64                Sci2IdlX22 2.079496609788094e-08 2.079899957795095e-08        0.000000     0.0194
NRCB4_FP1_SUB64                Sci2IdlX30 8.109661002349816e-12 8.109251558120895e-12        0.000000     0.0050
NRCB4_FP1_SUB64                Sci2IdlX31 1.014600915696676e-12 1.014512979618767e-12        0.000000     0.0087
NRCB4_FP1_SUB64                Sci2IdlX32 8.946544905089884e-12 8.946703359578857e-12        0.000000     0.0018
NRCB4_FP1_SUB64                Sci2IdlX33 1.069682162049032e-15 1.011099395533892e-15        0.000000     5.4767
NRCB4_FP1_SUB64                Sci2IdlX40 -2.757738454377368e-16 -2.75413321212426e-16        0.000000     0.1307
NRCB4_FP1_SUB64                Sci2IdlX41 -2.835477396487953e-16 -2.838654108583407e-16        0.000000     0.1119
NRCB4_FP1_SUB64                Sci2IdlX42 -3.104443882358625e-16 -3.099901275514652e-16        0.000000     0.1463
NRCB4_FP1_SUB64                Sci2IdlX43 -3.097619289675513e-16 -3.100666574966017e-16        0.000000     0.0983
NRCB4_FP1_SUB64                Sci2IdlX44 -3.199984586791578e-17 -3.192517895719583e-17        0.000000     0.2333
NRCB4_FP1_SUB64                Sci2IdlX51 -1.294578044407987e-20 -1.29451912598657e-20        0.000000     0.0046
NRCB4_FP1_SUB64                Sci2IdlX53 -1.265786936958927e-20 -1.265676543232816e-20        0.000000     0.0087
NRCB4_FP1_SUB64                Sci2IdlX55 -1.164052739778921e-21 -1.163544060488227e-21        0.000000     0.0437
NRCB4_FP1_SUB64                Sci2IdlY10 5.520349991140613e-05  5.51939326630211e-05        0.000000     0.0173
NRCB4_FP1_SUB64                Sci2IdlY11   0.03117825657490566   0.03117834272841634        0.000000     0.0003
NRCB4_FP1_SUB64                Sci2IdlY20 7.361386701311269e-08 7.361027865374446e-08        0.000000     0.0049
NRCB4_FP1_SUB64                Sci2IdlY21 -6.395110956460535e-08 -6.394404294160459e-08        0.000000     0.0111
NRCB4_FP1_SUB64                Sci2IdlY22 -1.181209567899585e-07 -1.181336409169058e-07        0.000000     0.0107
NRCB4_FP1_SUB64                Sci2IdlY30 -2.983211864769668e-14 -2.965328015205521e-14        0.000000     0.5995
NRCB4_FP1_SUB64                Sci2IdlY31 7.386967626172554e-12 7.386798599450654e-12        0.000000     0.0023
NRCB4_FP1_SUB64                Sci2IdlY32 1.024242598523566e-12 1.024350878760369e-12        0.000000     0.0106
NRCB4_FP1_SUB64                Sci2IdlY33 8.745864388250358e-12 8.746289348055023e-12        0.000000     0.0049
NRCB4_FP1_SUB64                Sci2IdlY40 3.692593257130784e-17 3.683964918600885e-17        0.000000     0.2337
NRCB4_FP1_SUB64                Sci2IdlY41 -2.704877626466871e-16 -2.701534535942036e-16        0.000000     0.1236
NRCB4_FP1_SUB64                Sci2IdlY42 -2.39984040296001e-16  -2.4045268186753e-16        0.000000     0.1949
NRCB4_FP1_SUB64                Sci2IdlY43 -2.54622117197688e-16 -2.543005705520845e-16        0.000000     0.1263
NRCB4_FP1_SUB64                Sci2IdlY44 -2.759229907257886e-16 -2.76271346172772e-16        0.000000     0.1261
NRCB4_FP1_SUB64                Sci2IdlY50 -3.161518919772042e-21 -3.162044151936669e-21        0.000000     0.0166
NRCB4_FP1_SUB64                Sci2IdlY52 -1.565020346183575e-20 -1.565128229254377e-20        0.000000     0.0069
NRCB4_FP1_SUB64                Sci2IdlY54 -1.142599899738826e-20 -1.14265390616759e-20        0.000000     0.0047
NRCB4_FP1_SUB64                Idl2SciX00  -0.00919198192248416   -0.0091849590287012        0.000007     0.0764
NRCB4_FP1_SUB64                Idl2SciX10     32.21940835854006     32.21935128571824        0.000057     0.0002
NRCB4_FP1_SUB64                Idl2SciX11 -0.0004476989128097339 -0.0004471066056688025        0.000001     0.1323
NRCB4_FP1_SUB64                Idl2SciX20  0.001349963192747006  0.001349549877010271        0.000000     0.0306
NRCB4_FP1_SUB64                Idl2SciX21  0.006359392080648832  0.006359630799517727        0.000000     0.0038
NRCB4_FP1_SUB64                Idl2SciX22 -0.0006888320811356037 -0.0006889619913323312        0.000000     0.0189
NRCB4_FP1_SUB64                Idl2SciX30 -9.21873801788886e-06 -9.21832084449707e-06        0.000000     0.0045
NRCB4_FP1_SUB64                Idl2SciX31 4.971770825683636e-07 4.968375771365469e-07        0.000000     0.0683
NRCB4_FP1_SUB64                Idl2SciX32 -7.660733254761242e-06 -7.660401557431769e-06        0.000000     0.0043
NRCB4_FP1_SUB64                Idl2SciX33 -2.691137009581118e-07  -2.6922122344393e-07        0.000000     0.0399
NRCB4_FP1_SUB64                Idl2SciX40 5.934621694114586e-09 5.923883837180684e-09        0.000000     0.1809
NRCB4_FP1_SUB64                Idl2SciX41 -3.04262178394407e-09 -3.033163241145794e-09        0.000000     0.3109
NRCB4_FP1_SUB64                Idl2SciX42  7.84144626417845e-09 7.827726061997865e-09        0.000000     0.1750
NRCB4_FP1_SUB64                Idl2SciX43 -2.044232504677705e-09 -2.034942810081174e-09        0.000000     0.4544
NRCB4_FP1_SUB64                Idl2SciX44 1.676681198618816e-09 1.674297748260261e-09        0.000000     0.1422
NRCB4_FP1_SUB64                Idl2SciX51 1.121799931322235e-11 1.121842588493027e-11        0.000000     0.0038
NRCB4_FP1_SUB64                Idl2SciX53 1.241571909538956e-11 1.241673248282086e-11        0.000000     0.0082
NRCB4_FP1_SUB64                Idl2SciX55 2.091852023704221e-12 2.092384745925133e-12        0.000000     0.0255
NRCB4_FP1_SUB64                Idl2SciY00  -0.02205190885797492  -0.02206279973052006        0.000011     0.0494
NRCB4_FP1_SUB64                Idl2SciY10  -0.05759793181626453  -0.05758802908744926        0.000010     0.0172
NRCB4_FP1_SUB64                Idl2SciY11     32.07378481006084     32.07369570985278        0.000089     0.0003
NRCB4_FP1_SUB64                Idl2SciY20 -0.002456242088013916  -0.00245609827865094        0.000000     0.0059
NRCB4_FP1_SUB64                Idl2SciY21  0.002111959252567071  0.002111696555100084        0.000000     0.0124
NRCB4_FP1_SUB64                Idl2SciY22  0.003922503160074923  0.003922892824152092        0.000000     0.0099
NRCB4_FP1_SUB64                Idl2SciY30 -2.503324298871178e-07 -2.503503295517533e-07        0.000000     0.0071
NRCB4_FP1_SUB64                Idl2SciY31 -9.486859463394341e-06 -9.486699209990998e-06        0.000000     0.0017
NRCB4_FP1_SUB64                Idl2SciY32 5.009182366350612e-07 5.007449577150531e-07        0.000000     0.0346
NRCB4_FP1_SUB64                Idl2SciY33 -8.348089922695614e-06 -8.348065262132467e-06        0.000000     0.0003
NRCB4_FP1_SUB64                Idl2SciY40 1.314314812352306e-09 1.316719735167782e-09        0.000000     0.1826
NRCB4_FP1_SUB64                Idl2SciY41 4.140632732419869e-09 4.131318506406021e-09        0.000000     0.2249
NRCB4_FP1_SUB64                Idl2SciY42 1.239946454803637e-09 1.253581023772487e-09        0.000000     1.0876
NRCB4_FP1_SUB64                Idl2SciY43  4.06275512910785e-09  4.05348096374314e-09        0.000000     0.2283
NRCB4_FP1_SUB64                Idl2SciY44 5.803983666640323e-10 5.910026285792154e-10        0.000000     1.7943
NRCB4_FP1_SUB64                Idl2SciY50 1.933747782377461e-12 1.933213831543423e-12        0.000000     0.0276
NRCB4_FP1_SUB64                Idl2SciY52 1.190355745958286e-11 1.190257444432314e-11        0.000000     0.0083
NRCB4_FP1_SUB64                Idl2SciY54 9.266910338198791e-12 9.266491994911678e-12        0.000000     0.0045

NRCB5_SUB64P                      XDetRef               2012.96               2010.96        2.000000     0.0994
NRCB5_SUB64P                      YDetRef                 10.89                  9.39        1.500000    13.7741
NRCB5_SUB64P                      XSciRef                 28.96                 26.96        2.000000     6.9061
NRCB5_SUB64P                      YSciRef                 54.11                 55.61        1.500000     2.6974
NRCB5_SUB64P                    XSciScale            0.06234756            0.06234596        0.000002     0.0026
NRCB5_SUB64P                    YSciScale            0.06255432             0.0625541        0.000000     0.0004
NRCB5_SUB64P                        V2Ref           -151.212447           -151.087321        0.125126     0.0827
NRCB5_SUB64P                        V3Ref           -427.482791            -427.39038        0.092411     0.0216
NRCB5_SUB64P                  V3IdlYAngle            0.26926417            0.26780889        0.001455     0.5405
NRCB5_SUB64P                  V3SciXAngle          -89.34702424          -89.34861751        0.001593     0.0018
NRCB5_SUB64P                  V3SciYAngle            0.26926417            0.26780889        0.001455     0.5405
NRCB5_SUB64P                    XIdlVert1               -1.7743               -1.6495        0.124800     7.0338
NRCB5_SUB64P                    XIdlVert2                2.2176                2.3424        0.124800     5.3279
NRCB5_SUB64P                    XIdlVert3                2.2159                2.3406        0.124700     5.3277
NRCB5_SUB64P                    XIdlVert4                -1.774               -1.6494        0.124600     7.0237
NRCB5_SUB64P                    YIdlVert1               -3.3652               -3.4582        0.093000     2.6893
NRCB5_SUB64P                    YIdlVert2               -3.3384               -3.4313        0.092900     2.7074
NRCB5_SUB64P                    YIdlVert3                0.6654                0.5724        0.093000    13.9766
NRCB5_SUB64P                    YIdlVert4                0.6384                0.5454        0.093000    14.5677
NRCB5_SUB64P                   Sci2IdlX10   0.06234616620591269   0.06234456043726253        0.000002     0.0026
NRCB5_SUB64P                   Sci2IdlX20 2.284839603695403e-07 2.276963070517609e-07        0.000000     0.3447
NRCB5_SUB64P                   Sci2IdlX21 -4.553127932067289e-07 -4.550941854442772e-07        0.000000     0.0480
