Reference:  320 apertures in PRDOPSSOC-053
Comparison: 320 apertures in pre-delivery

Number of modified apertures 62. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCA5_FULL_WEDGE_RND            XSciScale            0.06237952            0.06238164        0.000002     0.0034
NRCA5_FULL_WEDGE_RND            YSciScale            0.06279899            0.06280075        0.000002     0.0028
NRCA5_FULL_WEDGE_RND                V2Ref             83.876804              83.40981        0.466994     0.5568
NRCA5_FULL_WEDGE_RND                V3Ref           -446.063595           -446.076167        0.012572     0.0028
NRCA5_FULL_WEDGE_RND          V3IdlYAngle            0.07921492            0.08234907        0.003134     3.8059
NRCA5_FULL_WEDGE_RND          V3SciXAngle          -89.97076383          -89.97216057        0.001397     0.0016
NRCA5_FULL_WEDGE_RND          V3SciYAngle            0.07921492            0.08234907        0.003134     3.8059
NRCA5_FULL_WEDGE_RND            XIdlVert1              -64.5331              -64.5321        0.001000     0.0015
NRCA5_FULL_WEDGE_RND            XIdlVert2               64.6348               64.6404        0.005600     0.0087
NRCA5_FULL_WEDGE_RND            XIdlVert3               63.5244               63.5301        0.005700     0.0090
NRCA5_FULL_WEDGE_RND            XIdlVert4              -63.4596              -63.4592        0.000400     0.0006
NRCA5_FULL_WEDGE_RND            YIdlVert1              -63.7213              -63.7253        0.004000     0.0063
NRCA5_FULL_WEDGE_RND            YIdlVert2              -64.3485              -64.3483        0.000200     0.0003
NRCA5_FULL_WEDGE_RND            YIdlVert3                65.269               65.2765        0.007500     0.0115
NRCA5_FULL_WEDGE_RND            YIdlVert4                64.898               64.8939        0.004100     0.0063
NRCA5_FULL_WEDGE_RND           Sci2IdlX10        0.062379490148   0.06238160795317609        0.000002     0.0034
NRCA5_FULL_WEDGE_RND           Sci2IdlX20      1.3421307615e-07 1.365123678666341e-07        0.000000     1.6843
NRCA5_FULL_WEDGE_RND           Sci2IdlX21     -4.6465641176e-07 -4.64702737301624e-07        0.000000     0.0100
NRCA5_FULL_WEDGE_RND           Sci2IdlX22     -1.0683064299e-07 -1.061999034141553e-07        0.000000     0.5904
NRCA5_FULL_WEDGE_RND           Sci2IdlX30      1.0122117839e-10 1.012598343303643e-10        0.000000     0.0382
NRCA5_FULL_WEDGE_RND           Sci2IdlX31     -1.9437488966e-12 -1.531683778381016e-12        0.000000    21.1995
NRCA5_FULL_WEDGE_RND           Sci2IdlX32      8.1628218781e-11 8.183725906327033e-11        0.000000     0.2554
NRCA5_FULL_WEDGE_RND           Sci2IdlX33     -2.7388096031e-11 -2.791436756436594e-11        0.000000     1.8853
NRCA5_FULL_WEDGE_RND           Sci2IdlX40      1.3813940754e-15 1.455442041857433e-15        0.000000     5.0877
NRCA5_FULL_WEDGE_RND           Sci2IdlX41       1.825537439e-14 1.833610610296267e-14        0.000000     0.4403
NRCA5_FULL_WEDGE_RND           Sci2IdlX42      1.0812421573e-14 1.128777301653017e-14        0.000000     4.2112
NRCA5_FULL_WEDGE_RND           Sci2IdlX43     -7.1677280266e-14 -7.154581376361665e-14        0.000000     0.1834
NRCA5_FULL_WEDGE_RND           Sci2IdlX44     -4.7082317308e-16 -8.896312722159347e-16        0.000000    47.0766
NRCA5_FULL_WEDGE_RND           Sci2IdlX50      1.9862125417e-18 1.986395829369274e-18        0.000000     0.0092
NRCA5_FULL_WEDGE_RND           Sci2IdlX51      2.9892320745e-18 2.989389529366639e-18        0.000000     0.0053
NRCA5_FULL_WEDGE_RND           Sci2IdlX52       2.129212792e-17 2.129187002185686e-17        0.000000     0.0012
NRCA5_FULL_WEDGE_RND           Sci2IdlX53      5.8132399312e-18 5.813582132277266e-18        0.000000     0.0059
