Reference:  206 apertures in PRDOPSSOC-029
Comparison: 206 apertures in pre-delivery

Number of modified apertures 74. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCA2_FULL_OSS                    DDCName             NRCA_CNTR          NRC_MASK210R             N/A        N/A

NRCA2_FULL                        DDCName             NRCA_CNTR          NRC_MASK210R             N/A        N/A

NRCA2_FULL_WEDGE_RND            XSciScale            0.03073646            0.03058876        0.000148     0.4805
NRCA2_FULL_WEDGE_RND            YSciScale            0.03083586            0.03081047        0.000025     0.0823
NRCA2_FULL_WEDGE_RND                V2Ref            118.604826            117.636055        0.968771     0.8168
NRCA2_FULL_WEDGE_RND                V3Ref           -419.240929           -420.805416        1.564487     0.3718
NRCA2_FULL_WEDGE_RND          V3IdlYAngle           -0.21969952            0.01968169        0.239381   108.9585
NRCA2_FULL_WEDGE_RND          V3SciXAngle          -90.27745405          -90.29506208        0.017608     0.0195
NRCA2_FULL_WEDGE_RND          V3SciYAngle           -0.21969952            0.01968169        0.239381   108.9585
NRCA2_FULL_WEDGE_RND            XIdlVert1               -31.697              -31.4817        0.215300     0.6792
NRCA2_FULL_WEDGE_RND            XIdlVert2               31.6354                31.429        0.206400     0.6524
NRCA2_FULL_WEDGE_RND            XIdlVert3               31.2889               31.1963        0.092600     0.2960
NRCA2_FULL_WEDGE_RND            XIdlVert4              -31.3615              -31.2746        0.086900     0.2771
NRCA2_FULL_WEDGE_RND            YIdlVert1               -31.518              -31.2074        0.310600     0.9855
NRCA2_FULL_WEDGE_RND            YIdlVert2              -31.6655              -31.6318        0.033700     0.1064
NRCA2_FULL_WEDGE_RND            YIdlVert3               31.6051               31.5972        0.007900     0.0250
NRCA2_FULL_WEDGE_RND            YIdlVert4               31.5984                31.878        0.279600     0.8771
NRCA2_FULL_WEDGE_RND           Sci2IdlX10   0.03073644439029858   0.03058829606632104        0.000148     0.4820
NRCA2_FULL_WEDGE_RND           Sci2IdlX20 3.114983623352518e-09 4.131574679327765e-09        0.000000    24.6054
NRCA2_FULL_WEDGE_RND           Sci2IdlX21 -1.634921819531191e-07 -1.058443544854927e-07        0.000000    35.2603
NRCA2_FULL_WEDGE_RND           Sci2IdlX22 -3.324931006553933e-08 -3.296197802609385e-08        0.000000     0.8642
NRCA2_FULL_WEDGE_RND           Sci2IdlX30 9.474853147674027e-12 1.012753048017054e-11        0.000000     6.4446
NRCA2_FULL_WEDGE_RND           Sci2IdlX31 -2.07868471059195e-12 -2.322532435583797e-12        0.000000    10.4992
NRCA2_FULL_WEDGE_RND           Sci2IdlX32  1.00199138424222e-11 1.097264043166948e-11        0.000000     8.6827
NRCA2_FULL_WEDGE_RND           Sci2IdlX33 -4.94585422606919e-13 -3.50511092627785e-12        0.000000    85.8896
NRCA2_FULL_WEDGE_RND           Sci2IdlX40 -7.223121398045024e-16 -4.118482083459278e-16        0.000000    42.9820
NRCA2_FULL_WEDGE_RND           Sci2IdlX41 4.209010093217014e-16 5.169726342824085e-16        0.000000    18.5835
NRCA2_FULL_WEDGE_RND           Sci2IdlX42 -8.978177813475023e-16 2.266770097641316e-16        0.000000   125.2476
NRCA2_FULL_WEDGE_RND           Sci2IdlX43 4.291475520861067e-16 4.208515932268329e-16        0.000000     1.9331
NRCA2_FULL_WEDGE_RND           Sci2IdlX44 -1.738575851265929e-16 -2.114335397070363e-15        0.000000    91.7772
NRCA2_FULL_WEDGE_RND           Sci2IdlX50 1.413160801452298e-19  9.73280955460765e-20        0.000000    31.1274
NRCA2_FULL_WEDGE_RND           Sci2IdlX51 1.040101430873428e-20 5.748705271369949e-20        0.000000    81.9072
NRCA2_FULL_WEDGE_RND           Sci2IdlX52 2.904227758445216e-19 1.437007567301733e-19        0.000000    50.5201
