Reference:  305 apertures in PRDOPSSOC-034
Comparison: 305 apertures in pre-delivery

Number of modified apertures 231. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCA1_FULL_OSS                  XSciScale            0.03113928             0.0311338        0.000005     0.0176
NRCA1_FULL_OSS                  YSciScale            0.03132232            0.03132834        0.000006     0.0192
NRCA1_FULL_OSS                      V2Ref            120.525464            119.816398        0.709066     0.5883
NRCA1_FULL_OSS                      V3Ref           -527.543132           -528.083484        0.540352     0.1023
NRCA1_FULL_OSS                V3IdlYAngle            -0.5627898           -0.56421308        0.001423     0.2523
NRCA1_FULL_OSS                V3SciXAngle           89.48459803           89.47627429        0.008324     0.0093
NRCA1_FULL_OSS                V3SciYAngle            -0.5627898           -0.56421308        0.001423     0.2523
NRCA1_FULL_OSS                  XIdlVert1              -32.0906              -32.1062        0.015600     0.0486
NRCA1_FULL_OSS                  XIdlVert2               32.1682               32.1849        0.016700     0.0519
NRCA1_FULL_OSS                  XIdlVert3               31.7234               31.7256        0.002200     0.0069
NRCA1_FULL_OSS                  XIdlVert4              -31.6586              -31.6538        0.004800     0.0152
NRCA1_FULL_OSS                  YIdlVert1              -32.1904              -32.2037        0.013300     0.0413
NRCA1_FULL_OSS                  YIdlVert2              -32.1683              -32.1609        0.007400     0.0230
NRCA1_FULL_OSS                  YIdlVert3               31.9456               31.9573        0.011700     0.0366
NRCA1_FULL_OSS                  YIdlVert4               32.0823               32.0994        0.017100     0.0533
NRCA1_FULL_OSS                 Sci2IdlX10   0.03113927057320378   0.03113379006603737        0.000005     0.0176
NRCA1_FULL_OSS                 Sci2IdlX20 -2.647868960718948e-09 -1.131984634555985e-08        0.000000    76.6086
NRCA1_FULL_OSS                 Sci2IdlX21 -2.072814117015743e-07 -1.927139525324725e-07        0.000000     7.0279
NRCA1_FULL_OSS                 Sci2IdlX22 3.458513613566995e-08 4.148788531905883e-08        0.000000    16.6380
NRCA1_FULL_OSS                 Sci2IdlX30 9.981364842292262e-12 1.594722596629748e-11        0.000000    37.4100
NRCA1_FULL_OSS                 Sci2IdlX31 -1.962326977287546e-12 -2.518906312262619e-11        0.000000    92.2096
NRCA1_FULL_OSS                 Sci2IdlX32 1.138276459579332e-11  1.08227132560591e-11        0.000000     4.9202
NRCA1_FULL_OSS                 Sci2IdlX33 -9.930966891768328e-13 -2.237192022170094e-12        0.000000    55.6097
NRCA1_FULL_OSS                 Sci2IdlX40 7.549895427552612e-16 6.139022696320047e-15        0.000000    87.7018
NRCA1_FULL_OSS                 Sci2IdlX41 -8.429771521086597e-16 -7.079355137383139e-15        0.000000    88.0925
NRCA1_FULL_OSS                 Sci2IdlX42  9.66802958047388e-16 9.056721751090425e-15        0.000000    89.3250
NRCA1_FULL_OSS                 Sci2IdlX43 -8.365663454645529e-16 -1.643046153385684e-14        0.000000    94.9084
NRCA1_FULL_OSS                 Sci2IdlX44 1.743122869662406e-16 -9.738649293542713e-15        0.000000   101.7899
NRCA1_FULL_OSS                 Sci2IdlX50 1.412831405624928e-19  2.19311780033568e-18        0.000000    93.5579
NRCA1_FULL_OSS                 Sci2IdlX51 -9.60910552908913e-21 2.539116665020259e-17        0.000000   100.0378
NRCA1_FULL_OSS                 Sci2IdlX52 2.903483352077378e-19 -7.873344722959565e-18        0.000000   103.6877
NRCA1_FULL_OSS                 Sci2IdlX53 -7.886601562296206e-21   4.8103137219496e-18        0.000000   100.1640
NRCA1_FULL_OSS                 Sci2IdlX54 1.453802058474737e-19 1.265918168038845e-17        0.000000    98.8516
NRCA1_FULL_OSS                 Sci2IdlX55 4.317156114143579e-22 -5.564720717597504e-18        0.000000   100.0078
