Reference:  189 apertures in PRDOPSSOC-H-015
Comparison: 189 apertures in new pre-delivery

Number of modified apertures 189. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCB2_SUB320                   Idl2SciX11     0.261141739147032   0.00023043577103532        0.260911    99.9118
NRCB2_SUB320                   Idl2SciX20  0.000895560728545371 0.0009467776343856461        0.000051     5.4096
NRCB2_SUB320                   Idl2SciX21   0.00634838724088571  0.006320167468474382        0.000028     0.4445
NRCB2_SUB320                   Idl2SciX22 -0.000798269849513888 -0.0008494867553541288        0.000051     6.0292
NRCB2_SUB320                   Idl2SciX30 -9.19981538376123e-06 -9.197012084786016e-06        0.000000     0.0305
NRCB2_SUB320                   Idl2SciX31  2.96973199106487e-07 3.963936781745802e-07        0.000000    25.0812
NRCB2_SUB320                   Idl2SciX32 -7.64301397119622e-06 -7.65629891133933e-06        0.000000     0.1735
NRCB2_SUB320                   Idl2SciX33 -3.47464535665886e-07 -2.856133227648295e-07        0.000000    17.8007
NRCB2_SUB320                   Idl2SciX40 -5.12458432634158e-09 -5.152740267908351e-09        0.000000     0.5464
NRCB2_SUB320                   Idl2SciX41 -3.51768075444635e-09 -3.446677679915644e-09        0.000000     2.0185
NRCB2_SUB320                   Idl2SciX42 -5.89459999971894e-09 -5.878691964145207e-09        0.000000     0.2699
NRCB2_SUB320                   Idl2SciX43 -2.86379322654931e-09 -2.789027933789316e-09        0.000000     2.6107
NRCB2_SUB320                   Idl2SciX44 -6.43094349362872e-10 -6.202410863205834e-10        0.000000     3.5536
NRCB2_SUB320                   Idl2SciX50 -1.35964407316825e-10 -1.358760836026532e-10        0.000000     0.0650
NRCB2_SUB320                   Idl2SciX51  1.04596636936307e-11 1.138701850023153e-11        0.000000     8.1440
NRCB2_SUB320                   Idl2SciX52 -2.82423560059227e-10 -2.824832822572716e-10        0.000000     0.0211
NRCB2_SUB320                   Idl2SciX53  1.09991324703969e-11 1.320618584530187e-11        0.000000    16.7123
NRCB2_SUB320                   Idl2SciX54 -1.43542200555856e-10 -1.436567903850221e-10        0.000000     0.0798
NRCB2_SUB320                   Idl2SciX55  1.42622252047793e-12 2.587303598142122e-12        0.000000    44.8761
NRCB2_SUB320                   Idl2SciY10    -0.296380131224689  -0.03665722646199981        0.259723    87.6317
NRCB2_SUB320                   Idl2SciY11      32.1212165584638     32.12256295231843        0.001346     0.0042
NRCB2_SUB320                   Idl2SciY20  -0.00248968614365842 -0.002474865546562669        0.000015     0.5953
NRCB2_SUB320                   Idl2SciY21   0.00178155082826923  0.001884339214332603        0.000103     5.4549
NRCB2_SUB320                   Idl2SciY22   0.00388133789333336  0.003866517296237429        0.000015     0.3818
NRCB2_SUB320                   Idl2SciY30  -1.2458441034908e-07 -2.014277557643783e-07        0.000000    38.1493
NRCB2_SUB320                   Idl2SciY31 -9.51006136008226e-06 -9.497455401225952e-06        0.000000     0.1326
NRCB2_SUB320                   Idl2SciY32  5.59505274408318e-07 5.104819960254933e-07        0.000000     8.7619
NRCB2_SUB320                   Idl2SciY33 -8.35473960748705e-06 -8.359065505751594e-06        0.000000     0.0518
NRCB2_SUB320                   Idl2SciY40  1.19581735825413e-09 1.153797931368981e-09        0.000000     3.5139
NRCB2_SUB320                   Idl2SciY41 -5.17857161224794e-09 -5.214963844975847e-09        0.000000     0.6978
NRCB2_SUB320                   Idl2SciY42   9.6760567072209e-11 1.016974331735083e-10        0.000000     4.8545
NRCB2_SUB320                   Idl2SciY43 -4.98194441706278e-09 -5.00457133751168e-09        0.000000     0.4521
NRCB2_SUB320                   Idl2SciY44 -6.70185341306719e-10 -6.298115364555048e-10        0.000000     6.0243
NRCB2_SUB320                   Idl2SciY50  2.60723708800548e-12 1.443658543759487e-12        0.000000    44.6288
NRCB2_SUB320                   Idl2SciY51 -1.43966570259393e-10 -1.438499986765302e-10        0.000000     0.0810
NRCB2_SUB320                   Idl2SciY52   1.3343881779984e-11 1.119974902322892e-11        0.000000    16.0683
NRCB2_SUB320                   Idl2SciY53 -2.80277289472109e-10 -2.802654764763229e-10        0.000000     0.0042
NRCB2_SUB320                   Idl2SciY54  1.00256015760508e-11 9.112508914881146e-12        0.000000     9.1076
NRCB2_SUB320                   Idl2SciY55 -1.34655934554579e-10 -1.347333073722692e-10        0.000000     0.0574

NRCB3_SUB320                  V3IdlYAngle             -0.105082           -0.10508225        0.000000     0.0002
NRCB3_SUB320                  V3SciYAngle             -0.105082           -0.10508225        0.000000     0.0002
NRCB3_SUB320                   Idl2SciX10      32.3256110065009      32.3256679094775        0.000057     0.0002
NRCB3_SUB320                   Idl2SciX11   -0.0606544425510865 -0.0003334523712403142        0.060321    99.4502
NRCB3_SUB320                   Idl2SciX20    0.0013137744671778  0.001302376962834714        0.000011     0.8675
NRCB3_SUB320                   Idl2SciX21   0.00610406444702199   0.00611162678374162        0.000008     0.1237
NRCB3_SUB320                   Idl2SciX22  -0.00072392562872386 -0.0007125281243807925        0.000011     1.5744
NRCB3_SUB320                   Idl2SciX30 -9.29814585732397e-06 -9.299444482870966e-06        0.000000     0.0140
NRCB3_SUB320                   Idl2SciX31   7.0710345884507e-07 6.847440524218012e-07        0.000000     3.1621
NRCB3_SUB320                   Idl2SciX32 -7.95884477656499e-06 -7.955282391457431e-06        0.000000     0.0448
NRCB3_SUB320                   Idl2SciX33 -1.64978475800816e-07 -1.798266836459705e-07        0.000000     8.2570
NRCB3_SUB320                   Idl2SciX40  4.75689272128458e-09 4.779489147020649e-09        0.000000     0.4728
NRCB3_SUB320                   Idl2SciX41 -1.21144249878316e-08 -1.210411614143629e-08        0.000000     0.0851
NRCB3_SUB320                   Idl2SciX42  6.77641712404667e-09 6.771902398873841e-09        0.000000     0.0666
NRCB3_SUB320                   Idl2SciX43 -1.13095873864813e-08 -1.129601886972772e-08        0.000000     0.1200
NRCB3_SUB320                   Idl2SciX44  1.57980727316465e-09  1.55871575581951e-09        0.000000     1.3351
NRCB3_SUB320                   Idl2SciX50 -1.35976353558305e-10 -1.359974254510192e-10        0.000000     0.0155
NRCB3_SUB320                   Idl2SciX51  1.13995184612703e-11 1.118503640464418e-11        0.000000     1.8815
NRCB3_SUB320                   Idl2SciX52 -2.82504317264917e-10 -2.824904690636101e-10        0.000000     0.0049
NRCB3_SUB320                   Idl2SciX53  1.28374942003458e-11 1.232783645126159e-11        0.000000     3.9701
NRCB3_SUB320                   Idl2SciX54 -1.43605778279449e-10 -1.435791367024931e-10        0.000000     0.0186
NRCB3_SUB320                   Idl2SciX55  2.31163752697123e-12 2.043688002824521e-12        0.000000    11.5913
NRCB3_SUB320                   Idl2SciY10    0.0160637297353568  -0.04401987123800272        0.060084   136.4920
NRCB3_SUB320                   Idl2SciY20  -0.00260876259619658 -0.002612681080591623        0.000004     0.1500
NRCB3_SUB320                   Idl2SciY21   0.00211131514069667  0.002088463514493282        0.000023     1.0823
NRCB3_SUB320                   Idl2SciY22   0.00351033500737782  0.003514253491772819        0.000004     0.1115
NRCB3_SUB320                   Idl2SciY30 -2.02891175102436e-07 -1.848972038396255e-07        0.000000     8.8688
NRCB3_SUB320                   Idl2SciY31 -9.64108016503603e-06 -9.644628576840498e-06        0.000000     0.0368
NRCB3_SUB320                   Idl2SciY32   6.5370761240475e-07 6.661769400281744e-07        0.000000     1.8718
NRCB3_SUB320                   Idl2SciY33 -8.65659847040168e-06 -8.655366987841523e-06        0.000000     0.0142
NRCB3_SUB320                   Idl2SciY40 -9.92488631221282e-10 -9.987925296014018e-10        0.000000     0.6312
NRCB3_SUB320                   Idl2SciY41  3.35897011546761e-09 3.397463622197274e-09        0.000000     1.1330
NRCB3_SUB320                   Idl2SciY42 -1.23050098161154e-08 -1.230595585158512e-08        0.000000     0.0077
NRCB3_SUB320                   Idl2SciY43  3.53170221736946e-09 3.562713023509691e-09        0.000000     0.8704
NRCB3_SUB320                   Idl2SciY44  -1.0310673186301e-08 -1.030405394276426e-08        0.000000     0.0642
NRCB3_SUB320                   Idl2SciY50   1.7133241856637e-12 1.981861756088881e-12        0.000000    13.5498
NRCB3_SUB320                   Idl2SciY51 -1.43894294716363e-10 -1.439208706877201e-10        0.000000     0.0185
NRCB3_SUB320                   Idl2SciY52  1.14926781155042e-11 1.198713584706865e-11        0.000000     4.1249
NRCB3_SUB320                   Idl2SciY53 -2.80200922245965e-10 -2.802038235038958e-10        0.000000     0.0010
NRCB3_SUB320                   Idl2SciY54  9.08839251778056e-12 9.298845407110354e-12        0.000000     2.2632
NRCB3_SUB320                   Idl2SciY55 -1.34645616819757e-10 -1.346284611220949e-10        0.000000     0.0127

NRCB4_SUB320                  V3IdlYAngle             -0.059169            -0.0591687        0.000000     0.0005
NRCB4_SUB320                  V3SciYAngle             -0.059169            -0.0591687        0.000000     0.0005
NRCB4_SUB320                   Idl2SciX11   -0.0342353085620754 -0.0003614097897174443        0.033874    98.9443
NRCB4_SUB320                   Idl2SciX20   0.00130109279734824  0.001294447628995592        0.000007     0.5107
NRCB4_SUB320                   Idl2SciX21    0.0063223266589965  0.006326550446183048        0.000004     0.0668
NRCB4_SUB320                   Idl2SciX22 -0.000715515181774018 -0.0007088700134213724        0.000007     0.9287
NRCB4_SUB320                   Idl2SciX30  -9.1815867882393e-06 -9.182128129696527e-06        0.000000     0.0059
NRCB4_SUB320                   Idl2SciX31  5.21646476629979e-07 5.087800591790474e-07        0.000000     2.4665
NRCB4_SUB320                   Idl2SciX32 -7.65101944018212e-06 -7.649133732176179e-06        0.000000     0.0246
NRCB4_SUB320                   Idl2SciX33 -2.50736578571873e-07 -2.587746086283993e-07        0.000000     3.1062
NRCB4_SUB320                   Idl2SciX40  4.50861792934784e-09 4.513026587007473e-09        0.000000     0.0977
NRCB4_SUB320                   Idl2SciX41  -4.1989164546642e-09 -4.192829114565876e-09        0.000000     0.1450
NRCB4_SUB320                   Idl2SciX42  6.12635011550081e-09 6.123404496817514e-09        0.000000     0.0481
NRCB4_SUB320                   Idl2SciX43 -3.26489021610488e-09 -3.257892039606039e-09        0.000000     0.2143
NRCB4_SUB320                   Idl2SciX44  1.39904998490645e-09 1.395623200141212e-09        0.000000     0.2449
NRCB4_SUB320                   Idl2SciX50 -1.35976244742287e-10 -1.359881337459939e-10        0.000000     0.0087
NRCB4_SUB320                   Idl2SciX51  1.13755478745015e-11 1.125480655434467e-11        0.000000     1.0614
NRCB4_SUB320                   Idl2SciX52 -2.82502427966037e-10 -2.82494735926432e-10        0.000000     0.0027
NRCB4_SUB320                   Idl2SciX53  1.27901262715453e-11 1.250316724897221e-11        0.000000     2.2436
NRCB4_SUB320                   Idl2SciX54 -1.43604166340551e-10 -1.43589217865695e-10        0.000000     0.0104
NRCB4_SUB320                   Idl2SciX55  2.28870266538033e-12 2.137823826123688e-12        0.000000     6.5923
NRCB4_SUB320                   Idl2SciY10   -0.0194787057238079  -0.05320176461786387        0.033723    63.3871
NRCB4_SUB320                   Idl2SciY11      32.0954396027404     32.09540141960187        0.000038     0.0001
NRCB4_SUB320                   Idl2SciY20  -0.00247577767220834   -0.0024779680828878        0.000002     0.0884
NRCB4_SUB320                   Idl2SciY21   0.00209135557094118  0.002078024950951433        0.000013     0.6374
NRCB4_SUB320                   Idl2SciY22   0.00386563997330487  0.003867830383984182        0.000002     0.0566
NRCB4_SUB320                   Idl2SciY30 -2.45564062758128e-07 -2.356231082537834e-07        0.000000     4.0482
NRCB4_SUB320                   Idl2SciY31 -9.46022919941104e-06 -9.462081215898188e-06        0.000000     0.0196
NRCB4_SUB320                   Idl2SciY32  5.17216340308092e-07 5.236308319239033e-07        0.000000     1.2250
NRCB4_SUB320                   Idl2SciY33 -8.34267654379063e-06 -8.34212972779228e-06        0.000000     0.0066
NRCB4_SUB320                   Idl2SciY40  1.02212521921632e-09 1.019009464928976e-09        0.000000     0.3048
NRCB4_SUB320                   Idl2SciY41  2.96266563302242e-09 2.968078461980778e-09        0.000000     0.1824
NRCB4_SUB320                   Idl2SciY42 -5.34675726084619e-10 -5.346315823086514e-10        0.000000     0.0083
NRCB4_SUB320                   Idl2SciY43  2.95007125846653e-09 2.952664086431273e-09        0.000000     0.0878
NRCB4_SUB320                   Idl2SciY44 -8.85798924969606e-10 -8.826978852742181e-10        0.000000     0.3501
NRCB4_SUB320                   Idl2SciY50  1.73646990176626e-12 1.887671401653689e-12        0.000000     8.0099
NRCB4_SUB320                   Idl2SciY51 -1.43896266061266e-10 -1.439112898611038e-10        0.000000     0.0104
NRCB4_SUB320                   Idl2SciY52  1.15402909242645e-11 1.181872584884908e-11        0.000000     2.3559
NRCB4_SUB320                   Idl2SciY53 -2.80202939640629e-10 -2.802046708692367e-10        0.000000     0.0006
NRCB4_SUB320                   Idl2SciY54  9.11228931424406e-12 9.230807067036553e-12        0.000000     1.2839
NRCB4_SUB320                   Idl2SciY55 -1.34645847027508e-10 -1.346362103634948e-10        0.000000     0.0072

NRCB5_SUB320                  V3IdlYAngle             -0.017462           -0.01746234        0.000000     0.0019
NRCB5_SUB320                  V3SciYAngle             -0.017462           -0.01746234        0.000000     0.0019
NRCB5_SUB320                   Idl2SciX11  -0.00495802669590966 -2.723724543194934e-05        0.004931    99.4506
NRCB5_SUB320                   Idl2SciX20  0.000506105842648978 0.0005052030284659598        0.000001     0.1784
NRCB5_SUB320                   Idl2SciX21   0.00291114104209059  0.002911688061301182        0.000001     0.0188
NRCB5_SUB320                   Idl2SciX22 -0.000376816616150699 -0.0003759138019676843        0.000001     0.2396
NRCB5_SUB320                   Idl2SciX30 -6.17922215668036e-06 -6.179269011696155e-06        0.000000     0.0008
NRCB5_SUB320                   Idl2SciX31  1.52266980923559e-07 1.499311155310283e-07        0.000000     1.5341
NRCB5_SUB320                   Idl2SciX32 -5.50262372110448e-06 -5.502364102704884e-06        0.000000     0.0047
NRCB5_SUB320                   Idl2SciX33 -1.77488473804132e-07 -1.791947678782385e-07        0.000000     0.9522
NRCB5_SUB320                   Idl2SciX40 -3.42560631854511e-10 -3.412333519537252e-10        0.000000     0.3875
NRCB5_SUB320                   Idl2SciX41  -4.2800548561296e-09 -4.280426526378937e-09        0.000000     0.0087
NRCB5_SUB320                   Idl2SciX42 -8.43530186793269e-11 -8.466475798498012e-11        0.000000     0.3682
NRCB5_SUB320                   Idl2SciX43 -3.94497030427707e-09 -3.945308740825636e-09        0.000000     0.0086
NRCB5_SUB320                   Idl2SciX44   2.3120660169242e-10 2.299832348935166e-10        0.000000     0.5291
NRCB5_SUB320                   Idl2SciX50 -5.96933375643725e-11 -5.969564243461008e-11        0.000000     0.0039
NRCB5_SUB320                   Idl2SciX51   7.4415272421011e-12 7.424062546112727e-12        0.000000     0.2347
NRCB5_SUB320                   Idl2SciX52 -1.21076452204603e-10 -1.210754695930373e-10        0.000000     0.0008
NRCB5_SUB320                   Idl2SciX53  8.87300168617529e-12 8.835287124487248e-12        0.000000     0.4250
NRCB5_SUB320                   Idl2SciX54 -6.04029308473177e-11 -6.039964534652868e-11        0.000000     0.0054
NRCB5_SUB320                   Idl2SciX55  1.43199225330178e-12 1.413262135252549e-12        0.000000     1.3080
NRCB5_SUB320                   Idl2SciY10   -0.0175339571070285  -0.02244168524006067        0.004908    21.8688
NRCB5_SUB320                   Idl2SciY20  -0.00124934532986661  -0.00124963185160379        0.000000     0.0229
NRCB5_SUB320                   Idl2SciY21  0.000924887580405254  0.000923075313174661        0.000002     0.1959
NRCB5_SUB320                   Idl2SciY22   0.00167248727656383  0.001672773798301011        0.000000     0.0171
NRCB5_SUB320                   Idl2SciY30 -1.61204525107365e-07 -1.59204413074532e-07        0.000000     1.2407
NRCB5_SUB320                   Idl2SciY31 -6.44987593358339e-06 -6.450132738942492e-06        0.000000     0.0040
NRCB5_SUB320                   Idl2SciY32  1.73005822963285e-07 1.745321745235067e-07        0.000000     0.8745
NRCB5_SUB320                   Idl2SciY33 -5.94076698610919e-06 -5.940713101262269e-06        0.000000     0.0009
NRCB5_SUB320                   Idl2SciY40  1.76465069928953e-10 1.766977556080372e-10        0.000000     0.1317
NRCB5_SUB320                   Idl2SciY41 -7.51470948019737e-10 -7.492685872673165e-10        0.000000     0.2931
NRCB5_SUB320                   Idl2SciY42 -3.19791142970507e-09 -3.197983071531895e-09        0.000000     0.0022
NRCB5_SUB320                   Idl2SciY43 -6.74252033852704e-10 -6.724661157571331e-10        0.000000     0.2649
NRCB5_SUB320                   Idl2SciY44 -3.03868598897464e-09 -3.038894794044743e-09        0.000000     0.0069
NRCB5_SUB320                   Idl2SciY50  1.08129871223152e-12 1.100708865271808e-12        0.000000     1.7634
NRCB5_SUB320                   Idl2SciY51 -6.25926225683136e-11 -6.25959359669645e-11        0.000000     0.0053
NRCB5_SUB320                   Idl2SciY52  8.05357532071383e-12 8.086562113352436e-12        0.000000     0.4079
NRCB5_SUB320                   Idl2SciY53 -1.18917278194679e-10 -1.189184796252257e-10        0.000000     0.0010
NRCB5_SUB320                   Idl2SciY54  7.01483919212215e-12 7.027463138118873e-12        0.000000     0.1796
NRCB5_SUB320                   Idl2SciY55 -5.57102350023356e-11 -5.570805778062862e-11        0.000000     0.0039

NRCA1_SUB640                    YIdlVert2               -9.9933               -9.9934        0.000100     0.0010
NRCA1_SUB640                   Idl2SciX10       32.239757729916     32.24002156826648        0.000264     0.0008
NRCA1_SUB640                   Idl2SciX11    -0.130431878039875 -0.0004860068317283639        0.129946    99.6274
NRCA1_SUB640                   Idl2SciX20  -0.00071930886253504 -0.0007452804899626639        0.000026     3.4848
NRCA1_SUB640                   Idl2SciX21   0.00645010715439558  0.006437089549447763        0.000013     0.2018
NRCA1_SUB640                   Idl2SciX22   0.00086956282359952 0.0008955344510271415        0.000026     2.9001
NRCA1_SUB640                   Idl2SciX30 -9.38018620922186e-06 -9.378074328731835e-06        0.000000     0.0225
NRCA1_SUB640                   Idl2SciX31 -4.98477079650344e-07 -5.494359828002445e-07        0.000000     9.2748
NRCA1_SUB640                   Idl2SciX32 -7.74363998631552e-06 -7.750761618990867e-06        0.000000     0.0919
NRCA1_SUB640                   Idl2SciX33  2.55267172613207e-07 2.240414132786687e-07        0.000000    12.2326
NRCA1_SUB640                   Idl2SciX40   9.7705230674405e-09 9.768007410367605e-09        0.000000     0.0257
NRCA1_SUB640                   Idl2SciX41  5.92522189146401e-10 6.557643369937378e-10        0.000000     9.6440
NRCA1_SUB640                   Idl2SciX42  1.16970895632705e-08 1.168949389719835e-08        0.000000     0.0649
NRCA1_SUB640                   Idl2SciX43  1.21842254887033e-09 1.286174063984981e-09        0.000000     5.2677
NRCA1_SUB640                   Idl2SciX44  1.64181212603538e-09    1.646859671799e-09        0.000000     0.3065
NRCA1_SUB640                   Idl2SciX50  -1.3633727338767e-10 -1.363002869686954e-10        0.000000     0.0271
NRCA1_SUB640                   Idl2SciX51 -8.94285427035783e-12 -9.40986038766304e-12        0.000000     4.9629
NRCA1_SUB640                   Idl2SciX52 -2.82853435421734e-10 -2.828747575732079e-10        0.000000     0.0075
NRCA1_SUB640                   Idl2SciX53 -9.91955707341719e-12 -1.102413701279931e-11        0.000000    10.0196
NRCA1_SUB640                   Idl2SciX54 -1.43614390043558e-10 -1.436573397805592e-10        0.000000     0.0299
NRCA1_SUB640                   Idl2SciX55  -1.7681088855953e-12 -2.34704673117209e-12        0.000000    24.6667
NRCA1_SUB640                   Idl2SciY10     0.156229811835217   0.02691684908926714        0.129313    82.7710
NRCA1_SUB640                   Idl2SciY11      32.0826789584883     32.08304805330637        0.000369     0.0012
NRCA1_SUB640                   Idl2SciY20  -0.00242095251969871 -0.002414071386238302        0.000007     0.2842
NRCA1_SUB640                   Idl2SciY21  -0.00168113708738024 -0.001733301252953454        0.000052     3.0095
NRCA1_SUB640                   Idl2SciY22   0.00405693110010425  0.004050049966643779        0.000007     0.1696
NRCA1_SUB640                   Idl2SciY30  6.89014190385633e-08  1.07931902199706e-07        0.000000    36.1621
NRCA1_SUB640                   Idl2SciY31 -9.68701953717596e-06 -9.680077805911296e-06        0.000000     0.0717
NRCA1_SUB640                   Idl2SciY32 -7.40555504594221e-07 -7.164351742874838e-07        0.000000     3.2571
NRCA1_SUB640                   Idl2SciY33 -8.44901203697001e-06 -8.451948331878794e-06        0.000000     0.0347
NRCA1_SUB640                   Idl2SciY40  2.20523851341518e-09 2.168311927151301e-09        0.000000     1.6745
NRCA1_SUB640                   Idl2SciY41  9.16816108851886e-09 9.154913038507493e-09        0.000000     0.1445
NRCA1_SUB640                   Idl2SciY42  6.01517486204427e-09 6.018792347330817e-09        0.000000     0.0601
NRCA1_SUB640                   Idl2SciY43  8.87047371338631e-09 8.854274577432022e-09        0.000000     0.1826
NRCA1_SUB640                   Idl2SciY44   3.9953872051585e-09 4.031107962993356e-09        0.000000     0.8861
NRCA1_SUB640                   Idl2SciY50 -1.68141273065631e-12 -1.100051837941211e-12        0.000000    34.5757
NRCA1_SUB640                   Idl2SciY51 -1.44260075941074e-10 -1.442139250526417e-10        0.000000     0.0320
NRCA1_SUB640                   Idl2SciY52 -9.73542166593475e-12 -8.668210406996751e-12        0.000000    10.9621
NRCA1_SUB640                   Idl2SciY53  -2.8057721549207e-10 -2.805732696434277e-10        0.000000     0.0014
NRCA1_SUB640                   Idl2SciY54 -7.37217388606712e-12 -6.920023196253672e-12        0.000000     6.1332
NRCA1_SUB640                   Idl2SciY55 -1.34651700323409e-10 -1.346805035043088e-10        0.000000     0.0214

NRCA2_SUB640                  V3IdlYAngle              -0.07406           -0.07406027        0.000000     0.0004
NRCA2_SUB640                  V3SciYAngle              -0.07406           -0.07406027        0.000000     0.0004
NRCA2_SUB640                    XIdlVert2                9.8985                9.8984        0.000100     0.0010
NRCA2_SUB640                    XIdlVert4               -9.8628               -9.8629        0.000100     0.0010
NRCA2_SUB640                   Idl2SciX11   -0.0429718931493714 -0.0003747717357363081        0.042597    99.1279
NRCA2_SUB640                   Idl2SciX20 -0.000743679091311625 -0.000751659662351805        0.000008     1.0617
NRCA2_SUB640                   Idl2SciX21   0.00607031724158873  0.006065989764773641        0.000004     0.0713
NRCA2_SUB640                   Idl2SciX22  0.000893573082469387 0.0009015536535095657        0.000008     0.8852
NRCA2_SUB640                   Idl2SciX31  1.18796138116486e-08 -4.220171944830388e-09        0.000000   135.5245
NRCA2_SUB640                   Idl2SciX32 -8.14085879483079e-06 -8.142344497841343e-06        0.000000     0.0182
NRCA2_SUB640                   Idl2SciX33  3.84465988697378e-07 3.737585152036666e-07        0.000000     2.7850
NRCA2_SUB640                   Idl2SciX40  9.18725202857036e-09 9.204325327603855e-09        0.000000     0.1855
NRCA2_SUB640                   Idl2SciX41 -1.29923228486795e-08 -1.29715827151614e-08        0.000000     0.1596
NRCA2_SUB640                   Idl2SciX42   1.0507368974655e-08 1.050569701196608e-08        0.000000     0.0159
NRCA2_SUB640                   Idl2SciX43 -1.25685101642251e-08 -1.254786133651031e-08        0.000000     0.1643
NRCA2_SUB640                   Idl2SciX44    1.336358727456e-09 1.319842749318793e-09        0.000000     1.2359
NRCA2_SUB640                   Idl2SciX50 -1.36338847339506e-10 -1.363267411012253e-10        0.000000     0.0089
NRCA2_SUB640                   Idl2SciX51  -9.1289369788401e-12 -9.281397015111465e-12        0.000000     1.6426
NRCA2_SUB640                   Idl2SciX52 -2.82865671569075e-10 -2.828728112362412e-10        0.000000     0.0025
NRCA2_SUB640                   Idl2SciX53 -1.02837445169692e-11 -1.064420694278226e-11        0.000000     3.3865
NRCA2_SUB640                   Idl2SciX54 -1.43624016751009e-10 -1.43638139509213e-10        0.000000     0.0098
NRCA2_SUB640                   Idl2SciX55 -1.94345096423548e-12 -2.132348222134321e-12        0.000000     8.8586
NRCA2_SUB640                   Idl2SciY10    0.0706432456233529   0.02821368294721603        0.042430    60.0617
NRCA2_SUB640                   Idl2SciY11      32.2619709836045     32.26203598973856        0.000065     0.0002
NRCA2_SUB640                   Idl2SciY20   -0.0026523867187659 -0.002650113337075729        0.000002     0.0857
NRCA2_SUB640                   Idl2SciY21  -0.00172058896523202 -0.001736614535095106        0.000016     0.9228
NRCA2_SUB640                   Idl2SciY22   0.00344253450826877  0.003440261126578586        0.000002     0.0660
NRCA2_SUB640                   Idl2SciY30  2.92979819595008e-07 3.059584433220562e-07        0.000000     4.2420
NRCA2_SUB640                   Idl2SciY31 -9.86926407895138e-06 -9.867746612924072e-06        0.000000     0.0154
NRCA2_SUB640                   Idl2SciY32 -1.32165655908525e-07 -1.232556519591415e-07        0.000000     6.7415
NRCA2_SUB640                   Idl2SciY33 -8.83720896109567e-06 -8.837376920995279e-06        0.000000     0.0019
NRCA2_SUB640                   Idl2SciY40 -1.27339535905777e-09 -1.284472055192205e-09        0.000000     0.8624
NRCA2_SUB640                   Idl2SciY41  8.40701119661291e-09  8.43767032808815e-09        0.000000     0.3634
NRCA2_SUB640                   Idl2SciY42 -1.42149940097046e-08 -1.421289402302857e-08        0.000000     0.0148
NRCA2_SUB640                   Idl2SciY43  7.87679075900087e-09 7.903387202392675e-09        0.000000     0.3365
NRCA2_SUB640                   Idl2SciY44 -1.21679176986484e-08 -1.215754099807269e-08        0.000000     0.0853
NRCA2_SUB640                   Idl2SciY50  -1.5039276382795e-12 -1.314228523692908e-12        0.000000    12.6136
NRCA2_SUB640                   Idl2SciY51 -1.44248239386317e-10 -1.442333201526798e-10        0.000000     0.0103
NRCA2_SUB640                   Idl2SciY52 -9.36880574540007e-12 -9.020646126036002e-12        0.000000     3.7162
NRCA2_SUB640                   Idl2SciY53 -2.80564541479901e-10 -2.805633984563795e-10        0.000000     0.0004
NRCA2_SUB640                   Idl2SciY54  -7.1870662409484e-12 -7.039579418887201e-12        0.000000     2.0521
NRCA2_SUB640                   Idl2SciY55 -1.34649715015008e-10 -1.346590701488762e-10        0.000000     0.0069

NRCA3_SUB640                  V3IdlYAngle              0.059518            0.05951845        0.000000     0.0008
NRCA3_SUB640                  V3SciYAngle              0.059518            0.05951845        0.000000     0.0008
NRCA3_SUB640                   Idl2SciX11    0.0345357460622418 0.0005171537391754077        0.034019    98.5026
NRCA3_SUB640                   Idl2SciX20  -0.00139728704879132 -0.001390490358727162        0.000007     0.4864
NRCA3_SUB640                   Idl2SciX21    0.0064284433628214  0.006432825997645917        0.000004     0.0681
NRCA3_SUB640                   Idl2SciX22  0.000682807322000832 0.0006760106319366626        0.000007     0.9954
NRCA3_SUB640                   Idl2SciX30 -9.24383590704004e-06 -9.244342629163238e-06        0.000000     0.0055
NRCA3_SUB640                   Idl2SciX31 -4.85967576997474e-07 -4.728941170344031e-07        0.000000     2.6902
NRCA3_SUB640                   Idl2SciX32 -7.68241342147986e-06 -7.680502548661915e-06        0.000000     0.0249
NRCA3_SUB640                   Idl2SciX33   2.7897223540277e-07 2.870909470461776e-07        0.000000     2.8279
NRCA3_SUB640                   Idl2SciX40 -7.00019727349613e-09 -7.000382433394183e-09        0.000000     0.0026
NRCA3_SUB640                   Idl2SciX41 -1.80288596304736e-10 -1.70085417494283e-10        0.000000     5.6594
NRCA3_SUB640                   Idl2SciX42 -9.17536808603688e-09 -9.172133562960016e-09        0.000000     0.0353
NRCA3_SUB640                   Idl2SciX43  8.39217149086633e-10 8.506188844813729e-10        0.000000     1.3404
NRCA3_SUB640                   Idl2SciX44 -1.88951356655669e-09 -1.890406581017607e-09        0.000000     0.0472
NRCA3_SUB640                   Idl2SciX50 -1.36336700535079e-10 -1.363461174617269e-10        0.000000     0.0069
NRCA3_SUB640                   Idl2SciX51  -8.9710521057917e-12 -8.848445651935465e-12        0.000000     1.3667
NRCA3_SUB640                   Idl2SciX52 -2.82855173572841e-10 -2.828486865181774e-10        0.000000     0.0023
