Reference:  189 apertures in PRDOPSSOC-H-015
Comparison: 189 apertures in new pre-delivery

Number of modified apertures 189. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCA5_SUB64P                   Idl2SciX20 -0.000526558400698117 -0.0005395297098182222        0.000013     2.4042
NRCA5_SUB64P                   Idl2SciX21   0.00363951704892184   0.00363330853089444        0.000006     0.1706
NRCA5_SUB64P                   Idl2SciX22  0.000330726875391556 0.0003436981845116585        0.000013     3.7740
NRCA5_SUB64P                   Idl2SciX30 -6.41316588297426e-06 -6.412427202432713e-06        0.000000     0.0115
NRCA5_SUB64P                   Idl2SciX31 -1.95078649110663e-07 -2.190849259803403e-07        0.000000    10.9575
NRCA5_SUB64P                   Idl2SciX32 -6.25235513801168e-06 -6.256029842022951e-06        0.000000     0.0587
NRCA5_SUB64P                   Idl2SciX33   2.1649069128917e-07 1.941816747865507e-07        0.000000    10.3048
NRCA5_SUB64P                   Idl2SciX40  8.87362932404016e-11  4.83107684717965e-11        0.000000    45.5569
NRCA5_SUB64P                   Idl2SciX41  1.13349368971342e-08  1.13310744411707e-08        0.000000     0.0341
NRCA5_SUB64P                   Idl2SciX42  6.80032974596814e-10 6.768576041145668e-10        0.000000     0.4669
NRCA5_SUB64P                   Idl2SciX43  1.16274120006558e-08 1.163205323423233e-08        0.000000     0.0399
NRCA5_SUB64P                   Idl2SciX44 -6.79962916280822e-12 3.468435243322217e-11        0.000000   119.6043
NRCA5_SUB64P                   Idl2SciX50 -5.99986467229021e-11 -5.997599424576433e-11        0.000000     0.0378
NRCA5_SUB64P                   Idl2SciX51 -6.24884349057587e-12 -6.452048931717091e-12        0.000000     3.1495
NRCA5_SUB64P                   Idl2SciX52 -1.21480096398159e-10 -1.21489094390367e-10        0.000000     0.0074
NRCA5_SUB64P                   Idl2SciX53 -7.40831279248777e-12 -7.844565232466505e-12        0.000000     5.5612
NRCA5_SUB64P                   Idl2SciX54 -6.05221706151397e-11 -6.055445131893311e-11        0.000000     0.0533
NRCA5_SUB64P                   Idl2SciX55 -1.13268565353644e-12 -1.348628853325621e-12        0.000000    16.0121
NRCA5_SUB64P                   Idl2SciY10    0.0947954790011317   0.03926729538955989        0.055528    58.5768
NRCA5_SUB64P                   Idl2SciY11      15.5668550321702     15.56709413650971        0.000239     0.0015
NRCA5_SUB64P                   Idl2SciY20 -0.000821601906267923 -0.0008183099527483841        0.000003     0.4007
NRCA5_SUB64P                   Idl2SciY21 -0.000909642120827949 -0.000936108646715388        0.000026     2.8273
NRCA5_SUB64P                   Idl2SciY22   0.00289153969890834  0.002888247745388873        0.000003     0.1138
NRCA5_SUB64P                   Idl2SciY30  1.03225943556192e-07 1.300752217860374e-07        0.000000    20.6413
NRCA5_SUB64P                   Idl2SciY31 -7.52901184900714e-06 -7.525037834202495e-06        0.000000     0.0528
NRCA5_SUB64P                   Idl2SciY32 -3.95271475049244e-07 -3.688571392963042e-07        0.000000     6.6826
NRCA5_SUB64P                   Idl2SciY33 -7.48569930316594e-06 -7.48706215714034e-06        0.000000     0.0182
NRCA5_SUB64P                   Idl2SciY40   4.2338130503504e-09 4.229965445594365e-09        0.000000     0.0909
NRCA5_SUB64P                   Idl2SciY41  1.11926640108777e-09 1.038037521337854e-09        0.000000     7.2573
NRCA5_SUB64P                   Idl2SciY42   1.9852903883772e-08 1.984656581210584e-08        0.000000     0.0319
NRCA5_SUB64P                   Idl2SciY43  1.70681853177026e-09 1.635025383118345e-09        0.000000     4.2063
NRCA5_SUB64P                   Idl2SciY44  1.49535641074931e-08 1.495952440280453e-08        0.000000     0.0398
NRCA5_SUB64P                   Idl2SciY50 -1.06597484479652e-12 -8.418042425253767e-13        0.000000    21.0296
NRCA5_SUB64P                   Idl2SciY51 -6.28612266686508e-11 -6.282830855483999e-11        0.000000     0.0524
NRCA5_SUB64P                   Idl2SciY52 -7.18860980186553e-12 -6.809126574569247e-12        0.000000     5.2790
NRCA5_SUB64P                   Idl2SciY53  -1.1926093331762e-10 -1.192489565675977e-10        0.000000     0.0100
NRCA5_SUB64P                   Idl2SciY54 -6.16103564191623e-12 -6.016035317855119e-12        0.000000     2.3535
NRCA5_SUB64P                   Idl2SciY55 -5.58211352770426e-11 -5.584285350774456e-11        0.000000     0.0389

NRCA5_SUB160P                  Idl2SciX10      15.6051675770113     15.60594384731933        0.000776     0.0050
NRCA5_SUB160P                  Idl2SciX11     0.155654470882079 -0.0002350033161392373        0.155889   100.1510
NRCA5_SUB160P                  Idl2SciX20    -0.001725523609879 -0.001688535056279181        0.000037     2.1436
NRCA5_SUB160P                  Idl2SciX21   0.00368621321457764  0.003719194198711545        0.000033     0.8868
NRCA5_SUB160P                  Idl2SciX22 -3.77701531343551e-05 -7.475870673417813e-05        0.000037    49.4773
NRCA5_SUB160P                  Idl2SciX30 -8.30806316561543e-06 -8.292398520496388e-06        0.000000     0.1885
NRCA5_SUB160P                  Idl2SciX31  1.51643291495519e-06    1.619762678599e-06        0.000000     6.3793
NRCA5_SUB160P                  Idl2SciX32 -7.27556853797748e-06 -7.281291943431513e-06        0.000000     0.0786
NRCA5_SUB160P                  Idl2SciX33  8.18097537380353e-07  8.90803869412976e-07        0.000000     8.1619
NRCA5_SUB160P                  Idl2SciX40 -1.69789384236803e-08 -1.688449439422608e-08        0.000000     0.5562
NRCA5_SUB160P                  Idl2SciX41  9.31652963969728e-09 9.592014898868417e-09        0.000000     2.8720
NRCA5_SUB160P                  Idl2SciX42  -2.0087854992656e-08 -2.00618959495862e-08        0.000000     0.1292
NRCA5_SUB160P                  Idl2SciX43  1.01899663675752e-08 1.045080870804077e-08        0.000000     2.4959
NRCA5_SUB160P                  Idl2SciX44 -3.45802780666171e-09 -3.561124850472506e-09        0.000000     2.8951
NRCA5_SUB160P                  Idl2SciX50 -5.99971920512038e-11 -6.005689471847427e-11        0.000000     0.0994
NRCA5_SUB160P                  Idl2SciX51 -6.26210517496725e-12 -5.690637870226139e-12        0.000000     9.1258
NRCA5_SUB160P                  Idl2SciX52 -1.21480736889364e-10 -1.214464635493968e-10        0.000000     0.0282
NRCA5_SUB160P                  Idl2SciX53 -7.43676413224432e-12 -6.213242805683978e-12        0.000000    16.4523
NRCA5_SUB160P                  Idl2SciX54 -6.05242975683226e-11 -6.043012492607136e-11        0.000000     0.1556
NRCA5_SUB160P                  Idl2SciX55 -1.14675995535417e-12 -5.426317285820152e-13        0.000000    52.6813
NRCA5_SUB160P                  Idl2SciY10  -0.00252095110046984    0.1523554807293613        0.154876   101.6547
NRCA5_SUB160P                  Idl2SciY11      15.5045177345806     15.50376935924323        0.000748     0.0048
NRCA5_SUB160P                  Idl2SciY20 -0.000744199430104541 -0.000761757485111356        0.000018     2.3049
NRCA5_SUB160P                  Idl2SciY21  -0.00179396421314174 -0.001721300322939731        0.000073     4.0505
NRCA5_SUB160P                  Idl2SciY22   0.00287521705708169  0.002892775112088571        0.000018     0.6070
NRCA5_SUB160P                  Idl2SciY30  1.00118575070833e-06  9.16618517095369e-07        0.000000     8.4467
NRCA5_SUB160P                  Idl2SciY31 -8.46807108088258e-06 -8.46331294579231e-06        0.000000     0.0562
NRCA5_SUB160P                  Idl2SciY32  1.70641603439145e-06 1.646503390097347e-06        0.000000     3.5110
NRCA5_SUB160P                  Idl2SciY33 -7.63467798544192e-06 -7.651425098417586e-06        0.000000     0.2189
NRCA5_SUB160P                  Idl2SciY40   3.7809629500643e-09 3.650016930225424e-09        0.000000     3.4633
NRCA5_SUB160P                  Idl2SciY41 -1.32114930840677e-08 -1.300482924297678e-08        0.000000     1.5643
NRCA5_SUB160P                  Idl2SciY42  1.77555002785994e-08 1.779432943021127e-08        0.000000     0.2182
NRCA5_SUB160P                  Idl2SciY43 -1.19143902276147e-08 -1.171088735370942e-08        0.000000     1.7080
NRCA5_SUB160P                  Idl2SciY44  1.39213249261887e-08 1.403932789549026e-08        0.000000     0.8405
NRCA5_SUB160P                  Idl2SciY50 -1.05135710224114e-12 -1.679709754987228e-12        0.000000    37.4084
NRCA5_SUB160P                  Idl2SciY51 -6.28591200170342e-11 -6.294464668826718e-11        0.000000     0.1359
NRCA5_SUB160P                  Idl2SciY52 -7.16388085731907e-12 -8.224827273832653e-12        0.000000    12.8993
NRCA5_SUB160P                  Idl2SciY53 -1.19260213238856e-10 -1.192835000527433e-10        0.000000     0.0195
NRCA5_SUB160P                  Idl2SciY54 -6.15159712969137e-12 -6.555258887658468e-12        0.000000     6.1578
NRCA5_SUB160P                  Idl2SciY55 -5.58225668901771e-11 -5.575909772832531e-11        0.000000     0.1137

NRCA5_SUB400P                   XIdlVert1              -12.7956              -12.7955        0.000100     0.0008
NRCA5_SUB400P                   XIdlVert2               12.8287               12.8288        0.000100     0.0008
NRCA5_SUB400P                   XIdlVert4              -12.7212               -12.721        0.000200     0.0016
NRCA5_SUB400P                   YIdlVert1              -12.7566              -12.7567        0.000100     0.0008
NRCA5_SUB400P                   YIdlVert2              -12.9945              -12.9946        0.000100     0.0008
NRCA5_SUB400P                   YIdlVert4               12.9187               12.9186        0.000100     0.0008
NRCA5_SUB400P                  Idl2SciX10      15.6583307091054     15.65884636383149        0.000516     0.0033
NRCA5_SUB400P                  Idl2SciX11     0.127078132546883  3.74989453336555e-05        0.127041    99.9705
NRCA5_SUB400P                  Idl2SciX20  -0.00152917943561277 -0.001500208778911634        0.000029     1.8945
NRCA5_SUB400P                  Idl2SciX21   0.00355832169510469  0.003583206413394077        0.000025     0.6945
NRCA5_SUB400P                  Idl2SciX22  3.33680827471233e-05 4.397426045978067e-06        0.000029    86.8215
NRCA5_SUB400P                  Idl2SciX30 -7.75171548368432e-06 -7.743039864528823e-06        0.000000     0.1119
NRCA5_SUB400P                  Idl2SciX31  1.02995248460377e-06 1.108674995256636e-06        0.000000     7.1006
NRCA5_SUB400P                  Idl2SciX32 -6.76910170207223e-06 -6.770063832732794e-06        0.000000     0.0142
NRCA5_SUB400P                  Idl2SciX33  6.45898004333835e-07 7.008204511115468e-07        0.000000     7.8369
NRCA5_SUB400P                  Idl2SciX40 -1.47032275171295e-08 -1.464050025938892e-08        0.000000     0.4266
NRCA5_SUB400P                  Idl2SciX41  7.63476161542848e-09 7.828125448514953e-09        0.000000     2.4701
NRCA5_SUB400P                  Idl2SciX42 -1.74369563195108e-08 -1.74175762138513e-08        0.000000     0.1111
NRCA5_SUB400P                  Idl2SciX43  8.43601574737592e-09 8.619223424796257e-09        0.000000     2.1256
NRCA5_SUB400P                  Idl2SciX44 -3.03373612583617e-09 -3.102923418796577e-09        0.000000     2.2297
NRCA5_SUB400P                  Idl2SciX50 -5.99973935577789e-11 -6.004630378746636e-11        0.000000     0.0815
NRCA5_SUB400P                  Idl2SciX51 -6.26026991158189e-12 -5.796404071392006e-12        0.000000     7.4097
NRCA5_SUB400P                  Idl2SciX52 -1.21480648695013e-10 -1.214538307530997e-10        0.000000     0.0221
NRCA5_SUB400P                  Idl2SciX53 -7.43282663352469e-12 -6.439303810709735e-12        0.000000    13.3667
NRCA5_SUB400P                  Idl2SciX54 -6.05240033903866e-11 -6.044793919784308e-11        0.000000     0.1257
NRCA5_SUB400P                  Idl2SciX55 -1.14481207978161e-12 -6.540798514083239e-13        0.000000    42.8657
NRCA5_SUB400P                  Idl2SciY10  -0.00309676498214581    0.1231486275968117        0.126245   102.5147
NRCA5_SUB400P                  Idl2SciY11      15.5608133820572     15.56032638207446        0.000487     0.0031
NRCA5_SUB400P                  Idl2SciY20 -0.000828347627858487 -0.0008414574980084524        0.000013     1.5580
NRCA5_SUB400P                  Idl2SciY21  -0.00164452612944052 -0.001587175075698588        0.000057     3.4874
NRCA5_SUB400P                  Idl2SciY22   0.00269293047406106  0.002706040344211116        0.000013     0.4845
NRCA5_SUB400P                  Idl2SciY30  7.95717416948056e-07 7.313964336841202e-07        0.000000     8.0834
NRCA5_SUB400P                  Idl2SciY31 -7.92816977376487e-06 -7.927742702302371e-06        0.000000     0.0054
NRCA5_SUB400P                  Idl2SciY32  1.19440123321177e-06 1.148868598601271e-06        0.000000     3.8122
NRCA5_SUB400P                  Idl2SciY33 -7.15130829760098e-06 -7.160814068062237e-06        0.000000     0.1327
NRCA5_SUB400P                  Idl2SciY40  3.33580987178732e-09 3.244095659369873e-09        0.000000     2.7494
NRCA5_SUB400P                  Idl2SciY41  -1.1373865870351e-08 -1.123444094198594e-08        0.000000     1.2258
NRCA5_SUB400P                  Idl2SciY42   1.5158681935102e-08 1.518587653357845e-08        0.000000     0.1791
NRCA5_SUB400P                  Idl2SciY43 -1.02562076418381e-08 -1.011767501527158e-08        0.000000     1.3507
NRCA5_SUB400P                  Idl2SciY44  1.18135085505922e-08 1.189615789685083e-08        0.000000     0.6948
NRCA5_SUB400P                  Idl2SciY50 -1.05338012987072e-12 -1.563655165035544e-12        0.000000    32.6335
NRCA5_SUB400P                  Idl2SciY51  -6.2859411899662e-11 -6.292962634892925e-11        0.000000     0.1116
NRCA5_SUB400P                  Idl2SciY52 -7.16730336461193e-12 -8.029186467576607e-12        0.000000    10.7344
NRCA5_SUB400P                  Idl2SciY53 -1.19260313400972e-10 -1.19280380877067e-10        0.000000     0.0168
NRCA5_SUB400P                  Idl2SciY54 -6.15290351400187e-12 -6.481017440469644e-12        0.000000     5.0627
NRCA5_SUB400P                  Idl2SciY55 -5.58223688895769e-11 -5.577111703405878e-11        0.000000     0.0918

NRCB1_SUB64P                   Idl2SciX10      32.6648042731227     32.66604236330428        0.001238     0.0038
NRCB1_SUB64P                   Idl2SciX11     0.284405068049163 -0.0008734728078173548        0.285279   100.3071
NRCB1_SUB64P                   Idl2SciX20  -0.00129781680167593 -0.001258205577565682        0.000040     3.0521
NRCB1_SUB64P                   Idl2SciX21   0.00453921434311063  0.004531869150302053        0.000007     0.1618
NRCB1_SUB64P                   Idl2SciX22   -0.0016787231122944 -0.001718334336404666        0.000040     2.3052
NRCB1_SUB64P                   Idl2SciX30 -1.63087843240594e-05 -1.63745960864142e-05        0.000000     0.4019
NRCB1_SUB64P                   Idl2SciX31  -7.6119734866096e-06 -7.459033578293693e-06        0.000000     2.0092
NRCB1_SUB64P                   Idl2SciX32 -1.57857386035991e-05 -1.572722706599281e-05        0.000000     0.3707
NRCB1_SUB64P                   Idl2SciX33 -2.85939251922719e-06 -2.721785851119652e-06        0.000000     4.8124
NRCB1_SUB64P                   Idl2SciX40 -4.31363784574457e-08 -4.349467636119074e-08        0.000000     0.8238
NRCB1_SUB64P                   Idl2SciX41 -4.13310372227485e-08 -4.072029378777012e-08        0.000000     1.4777
NRCB1_SUB64P                   Idl2SciX42 -5.16505200560782e-08 -5.168053188552967e-08        0.000000     0.0581
NRCB1_SUB64P                   Idl2SciX43 -4.24835057154474e-08 -4.185858211934295e-08        0.000000     1.4710
NRCB1_SUB64P                   Idl2SciX44 -8.12826826914213e-09 -7.759966422246616e-09        0.000000     4.5311
NRCB1_SUB64P                   Idl2SciX50 -1.35974053764532e-10 -1.358732030287988e-10        0.000000     0.0742
NRCB1_SUB64P                   Idl2SciX51  1.10469319631385e-11 1.204787050449569e-11        0.000000     8.3080
NRCB1_SUB64P                   Idl2SciX52  -2.8247567199502e-10 -2.825297243901128e-10        0.000000     0.0191
NRCB1_SUB64P                   Idl2SciX53  1.21419688901278e-11 1.452567527218045e-11        0.000000    16.4103
NRCB1_SUB64P                   Idl2SciX54 -1.43581832097447e-10 -1.43701097943155e-10        0.000000     0.0830
NRCB1_SUB64P                   Idl2SciX55  1.97517960777059e-12 3.229652239336097e-12        0.000000    38.8423
NRCB1_SUB64P                   Idl2SciY10    -0.418692895041306   -0.1340936900606028        0.284599    67.9733
NRCB1_SUB64P                   Idl2SciY11      32.5864299871682     32.58884382624316        0.002414     0.0074
NRCB1_SUB64P                   Idl2SciY20  -0.00352172814131171 -0.003520430765761938        0.000001     0.0368
NRCB1_SUB64P                   Idl2SciY21  0.000105853725772762 0.0001912489818255214        0.000085    44.6514
NRCB1_SUB64P                   Idl2SciY22   0.00136850863838235  0.001367211262832547        0.000001     0.0948
NRCB1_SUB64P                   Idl2SciY30 -2.48244297103533e-06 -2.632821645341171e-06        0.000000     5.7117
NRCB1_SUB64P                   Idl2SciY31 -1.71908567164641e-05 -1.724688595992768e-05        0.000000     0.3249
NRCB1_SUB64P                   Idl2SciY32 -6.97908950535055e-06 -7.108844868535945e-06        0.000000     1.8253
NRCB1_SUB64P                   Idl2SciY33 -1.64625229512234e-05 -1.640100403342723e-05        0.000000     0.3737
NRCB1_SUB64P                   Idl2SciY40 -8.52014308283815e-09 -8.840279722410869e-09        0.000000     3.6213
NRCB1_SUB64P                   Idl2SciY41 -3.63022664963166e-08 -3.700978275748314e-08        0.000000     1.9117
NRCB1_SUB64P                   Idl2SciY42 -5.78929190056772e-08 -5.783937968951913e-08        0.000000     0.0925
NRCB1_SUB64P                   Idl2SciY43 -3.42783912545422e-08 -3.494708426825281e-08        0.000000     1.9134
NRCB1_SUB64P                   Idl2SciY44 -4.82258384877263e-08 -4.792354828687284e-08        0.000000     0.6268
NRCB1_SUB64P                   Idl2SciY50  2.05290015206439e-12 7.965399303370229e-13        0.000000    61.1993
NRCB1_SUB64P                   Idl2SciY51 -1.43922757640999e-10 -1.437922369645766e-10        0.000000     0.0907
NRCB1_SUB64P                   Idl2SciY52  1.21919764707935e-11 9.875675093409319e-12        0.000000    18.9986
NRCB1_SUB64P                   Idl2SciY53 -2.80229988045514e-10 -2.802065431878549e-10        0.000000     0.0084
NRCB1_SUB64P                   Idl2SciY54  9.43987347801727e-12 8.452990431046402e-12        0.000000    10.4544
NRCB1_SUB64P                   Idl2SciY55 -1.34648872774878e-10 -1.347270073716251e-10        0.000000     0.0580

NRCB1_SUB160P                  Idl2SciX10      32.6634132521032     32.66462664618357        0.001213     0.0037
NRCB1_SUB160P                  Idl2SciX11     0.281548115789405 -0.0008274105649270225        0.282376   100.2939
NRCB1_SUB160P                  Idl2SciX20  -0.00122192157964122 -0.001182242933310126        0.000040     3.2472
NRCB1_SUB160P                  Idl2SciX21   0.00459379851846922  0.004585749703875728        0.000008     0.1752
NRCB1_SUB160P                  Idl2SciX22  -0.00164776084108679 -0.001687439487417929        0.000040     2.3514
NRCB1_SUB160P                  Idl2SciX30 -1.60258540127151e-05 -1.608857617775319e-05        0.000000     0.3899
NRCB1_SUB160P                  Idl2SciX31 -7.32967377671343e-06 -7.180861162678337e-06        0.000000     2.0303
NRCB1_SUB160P                  Idl2SciX32  -1.5506570796598e-05 -1.545111849466934e-05        0.000000     0.3576
NRCB1_SUB160P                  Idl2SciX33 -2.76575783405497e-06 -2.631945743320641e-06        0.000000     4.8382
NRCB1_SUB160P                  Idl2SciX40 -4.21972747700034e-08 -4.254729965689902e-08        0.000000     0.8227
NRCB1_SUB160P                  Idl2SciX41  -4.0784583171269e-08 -4.019281678511039e-08        0.000000     1.4510
NRCB1_SUB160P                  Idl2SciX42 -5.05042878159081e-08 -5.053302125383124e-08        0.000000     0.0569
NRCB1_SUB160P                  Idl2SciX43 -4.18991132376058e-08 -4.129392233955943e-08        0.000000     1.4444
NRCB1_SUB160P                  Idl2SciX44 -7.93798209032337e-09 -7.578379390786745e-09        0.000000     4.5302
NRCB1_SUB160P                  Idl2SciX50 -1.35974036994189e-10 -1.358742505203676e-10        0.000000     0.0734
NRCB1_SUB160P                  Idl2SciX51  1.10471064200592e-11 1.203792785471053e-11        0.000000     8.2308
NRCB1_SUB160P                  Idl2SciX52 -2.82475683777731e-10 -2.825293216585946e-10        0.000000     0.0190
NRCB1_SUB160P                  Idl2SciX53  1.21423834793553e-11 1.450194830466476e-11        0.000000    16.2707
NRCB1_SUB160P                  Idl2SciX54 -1.43581853969917e-10 -1.436999749780753e-10        0.000000     0.0822
NRCB1_SUB160P                  Idl2SciX55  1.97539757759542e-12 3.217153164346554e-12        0.000000    38.5980
NRCB1_SUB160P                  Idl2SciY10    -0.408978310242007    -0.127291224592062        0.281687    68.8758
NRCB1_SUB160P                  Idl2SciY11       32.583225015316     32.58554299994261        0.002318     0.0071
NRCB1_SUB160P                  Idl2SciY20  -0.00349313324538768 -0.003491310310489465        0.000002     0.0522
NRCB1_SUB160P                  Idl2SciY21  0.000168313534534041 0.0002534175564104129        0.000085    33.5825
NRCB1_SUB160P                  Idl2SciY22   0.00143083639160813  0.001429013456709898        0.000002     0.1274
NRCB1_SUB160P                  Idl2SciY30  -2.3965275822593e-06 -2.54299708085573e-06        0.000000     5.7597
NRCB1_SUB160P                  Idl2SciY31 -1.69164301118567e-05 -1.696947092089172e-05        0.000000     0.3126
NRCB1_SUB160P                  Idl2SciY32 -6.70883507378638e-06 -6.835508557257063e-06        0.000000     1.8532
NRCB1_SUB160P                  Idl2SciY33 -1.62089546966953e-05 -1.615040890278727e-05        0.000000     0.3612
NRCB1_SUB160P                  Idl2SciY40 -8.37962440194964e-09 -8.689709734447939e-09        0.000000     3.5684
NRCB1_SUB160P                  Idl2SciY41 -3.55233147056391e-08 -3.621394381287428e-08        0.000000     1.9071
NRCB1_SUB160P                  Idl2SciY42 -5.70390809053358e-08 -5.69870155744563e-08        0.000000     0.0913
NRCB1_SUB160P                  Idl2SciY43 -3.35351375777954e-08 -3.418736287336787e-08        0.000000     1.9078
NRCB1_SUB160P                  Idl2SciY44 -4.75142519522686e-08 -4.722152173006332e-08        0.000000     0.6161
NRCB1_SUB160P                  Idl2SciY50  2.05268166471757e-12  8.09047041056817e-13        0.000000    60.5858
NRCB1_SUB160P                  Idl2SciY51 -1.43922736206214e-10 -1.437936078106494e-10        0.000000     0.0897
NRCB1_SUB160P                  Idl2SciY52  1.21915741791202e-11 9.898763806852451e-12        0.000000    18.8065
NRCB1_SUB160P                  Idl2SciY53 -2.80229986248363e-10 -2.802069058944454e-10        0.000000     0.0082
NRCB1_SUB160P                  Idl2SciY54  9.43970226137226e-12 8.462838286600061e-12        0.000000    10.3485
NRCB1_SUB160P                  Idl2SciY55 -1.34648887105304e-10 -1.347262717020949e-10        0.000000     0.0574

NRCB1_SUB400P                  Idl2SciX10        32.65415936025     32.65532905635226        0.001170     0.0036
NRCB1_SUB400P                  Idl2SciX11     0.276392271099692 -0.0006583958540852808        0.277051   100.2382
NRCB1_SUB400P                  Idl2SciX20  -0.00102508860477498 -0.0009847717391278492        0.000040     3.9330
NRCB1_SUB400P                  Idl2SciX21   0.00475679507316287   0.00474697734231742        0.000010     0.2064
NRCB1_SUB400P                  Idl2SciX22  -0.00156334771530014 -0.001603664580947303        0.000040     2.5140
NRCB1_SUB400P                  Idl2SciX30 -1.52804166591482e-05 -1.533521507180927e-05        0.000000     0.3573
NRCB1_SUB400P                  Idl2SciX31 -6.52906489905043e-06 -6.388341817790481e-06        0.000000     2.1553
NRCB1_SUB400P                  Idl2SciX32 -1.46923010660575e-05 -1.46448045834529e-05        0.000000     0.3233
NRCB1_SUB400P                  Idl2SciX33 -2.50210534419536e-06 -2.377654025797423e-06        0.000000     4.9739
NRCB1_SUB400P                  Idl2SciX40 -3.97622618830461e-08 -4.008946562106296e-08        0.000000     0.8162
NRCB1_SUB400P                  Idl2SciX41 -3.88393308067967e-08 -3.829148566650349e-08        0.000000     1.4105
NRCB1_SUB400P                  Idl2SciX42 -4.75534930544012e-08 -4.757897426032265e-08        0.000000     0.0536
NRCB1_SUB400P                  Idl2SciX43 -3.98464097295119e-08 -3.928646506893421e-08        0.000000     1.4053
NRCB1_SUB400P                  Idl2SciX44 -7.45172140548017e-09 -7.116023932156153e-09        0.000000     4.5050
NRCB1_SUB400P                  Idl2SciX50 -1.35974006558598e-10 -1.358761493050069e-10        0.000000     0.0720
NRCB1_SUB400P                  Idl2SciX51  1.10474230250452e-11 1.201988253517633e-11        0.000000     8.0904
NRCB1_SUB400P                  Idl2SciX52 -2.82475705158943e-10 -2.825285838012327e-10        0.000000     0.0187
NRCB1_SUB400P                  Idl2SciX53  1.21431358780185e-11 1.445888774136886e-11        0.000000    16.0161
NRCB1_SUB400P                  Idl2SciX54 -1.43581893663187e-10 -1.436979336732818e-10        0.000000     0.0808
NRCB1_SUB400P                  Idl2SciX55  1.97579315054615e-12   3.1944700223519e-12        0.000000    38.1496
NRCB1_SUB400P                  Idl2SciY10    -0.384703616399976   -0.1083555586772064        0.276348    71.8340
NRCB1_SUB400P                  Idl2SciY11      32.5708849388709     32.57297655490736        0.002092     0.0064
NRCB1_SUB400P                  Idl2SciY20  -0.00340673682535769  -0.00340352549653707        0.000003     0.0943
NRCB1_SUB400P                  Idl2SciY21  0.000335787195976661 0.0004212096035740826        0.000085    20.2803
NRCB1_SUB400P                  Idl2SciY22    0.0016305657451609  0.001627354416340328        0.000003     0.1969
NRCB1_SUB400P                  Idl2SciY30 -2.14943824401883e-06 -2.28644059924249e-06        0.000000     5.9919
NRCB1_SUB400P                  Idl2SciY31 -1.61251689732593e-05 -1.61705060812128e-05        0.000000     0.2804
NRCB1_SUB400P                  Idl2SciY32 -5.93988548025949e-06 -6.057210171230342e-06        0.000000     1.9369
NRCB1_SUB400P                  Idl2SciY33 -1.54002151682005e-05 -1.534932089797825e-05        0.000000     0.3305
NRCB1_SUB400P                  Idl2SciY40 -7.88058447524646e-09 -8.167694265855691e-09        0.000000     3.5152
NRCB1_SUB400P                  Idl2SciY41 -3.35175733835866e-08 -3.416180957607499e-08        0.000000     1.8858
NRCB1_SUB400P                  Idl2SciY42  -5.4038359973973e-08 -5.398996255166231e-08        0.000000     0.0896
NRCB1_SUB400P                  Idl2SciY43  -3.1634721677329e-08 -3.224207585717114e-08        0.000000     1.8837
NRCB1_SUB400P                  Idl2SciY44 -4.50388281634936e-08 -4.476785084698782e-08        0.000000     0.6017
NRCB1_SUB400P                  Idl2SciY50  2.05228515273294e-12 8.317453203481736e-13        0.000000    59.4722
NRCB1_SUB400P                  Idl2SciY51  -1.4392269730513e-10 -1.437960919954515e-10        0.000000     0.0880
NRCB1_SUB400P                  Idl2SciY52  1.21908440976139e-11 9.940664357249857e-12        0.000000    18.4579
NRCB1_SUB400P                  Idl2SciY53 -2.80229982984859e-10 -2.802075574993427e-10        0.000000     0.0080
NRCB1_SUB400P                  Idl2SciY54  9.43939153614866e-12 8.480709252144002e-12        0.000000    10.1562
NRCB1_SUB400P                  Idl2SciY55 -1.34648913111577e-10 -1.347249344171427e-10        0.000000     0.0564

NRCB5_SUB64P                   Idl2SciX10      16.0388713676642     16.03905251570442        0.000181     0.0011
NRCB5_SUB64P                   Idl2SciX11    0.0762303466632492 -0.0004612003227615069        0.076692   100.6050
NRCB5_SUB64P                   Idl2SciX20 -0.000974286086712379 -0.0009652647956783753        0.000009     0.9259
NRCB5_SUB64P                   Idl2SciX21   0.00188646931521325   0.00188686222402183        0.000000     0.0208
NRCB5_SUB64P                   Idl2SciX22 -0.000924179345884341 -0.0009332006369183444        0.000009     0.9667
NRCB5_SUB64P                   Idl2SciX30 -9.37401468559714e-06 -9.390073851039885e-06        0.000000     0.1710
NRCB5_SUB64P                   Idl2SciX31 -3.38260334925374e-06 -3.334447094927536e-06        0.000000     1.4236
NRCB5_SUB64P                   Idl2SciX32 -9.04456220586015e-06 -9.030376908967853e-06        0.000000     0.1568
NRCB5_SUB64P                   Idl2SciX33 -1.27176226184428e-06 -1.228548915393493e-06        0.000000     3.3979
NRCB5_SUB64P                   Idl2SciX40 -1.90040706080152e-08 -1.908943673643559e-08        0.000000     0.4472
NRCB5_SUB64P                   Idl2SciX41 -1.79315553536168e-08 -1.777450791741005e-08        0.000000     0.8758
NRCB5_SUB64P                   Idl2SciX42 -2.16685677665914e-08 -2.167438854786961e-08        0.000000     0.0269
