                  AperName , AperType , XDetRef , YDetRef , XSciSize , YSciSize , XSciRef , YSciRef ,   ColCorner ,   RowCorner ,               V2_ref ,               V3_ref ,                               parent_apertures , dependency_type
#        -------------------------------------------------------------------------------------------------------------------------------------------------------------
# OSS apertures, for on-board computation of small angle maneuvers
               NRCA2_FP4MIMF ,  FULLSCA ,   229.0 ,   229.0 ,     2048 ,     2048 ,   229.0 ,  1820.0 ,           1 ,           1 ,   144.02652410516976 ,  -435.15316281680396 ,                                     NRCA2_FULL ,         default
               NRCA4_FP5MIMF ,  FULLSCA ,  1704.0 ,   345.0 ,     2048 ,     2048 ,  1704.0 ,  1704.0 ,           1 ,           1 ,    31.46728976754049 ,  -438.80198253141538 ,                                     NRCA4_FULL ,         default
# WFSC / MIMF Field Points (Module-B)
                NRCB4_DHSPIL ,  FULLSCA ,  1003.0 ,  1122.0 ,     2048 ,     2048 ,  1046.0 ,  1122.0 ,           1 ,           1 ,   -55.07609641610548 ,  -522.56985865284764 ,                                     NRCB4_FULL ,         default
          NRCB4_DHSPIL_SUB96 , SUBARRAY ,  1003.0 ,  1122.0 ,       96 ,       96 ,    48.0 ,    49.0 ,         955 ,        1074 ,   -55.07609641610548 ,  -522.56985865284764 ,                                     NRCB4_FULL ,         default
         NRCB4_DHSPIL_WEDGES ,  FULLSCA ,  1003.0 ,  1122.0 ,     2048 ,     2048 ,  1046.0 ,  1122.0 ,           1 ,           1 ,   -53.88009641610548 ,  -482.60285865284766 ,                                     NRCB4_FULL ,    dhspil_wedge
                   NRCB4_FP1 ,  FULLSCA ,   228.5 ,  1817.5 ,     2048 ,     2048 ,  1820.5 ,  1817.5 ,           1 ,           1 ,   -79.24426151796420 ,  -500.84836639981194 ,                                     NRCB4_FULL ,         default
              NRCB4_FP1_SUB8 , SUBARRAY ,   228.5 ,  1817.5 ,        8 ,        8 ,     4.5 ,     4.5 ,         225 ,        1814 ,   -79.24426151796420 ,  -500.84836639981194 ,                                     NRCB4_FULL ,         default
             NRCB4_FP1_SUB64 , SUBARRAY ,   228.5 ,  1817.5 ,       64 ,       64 ,    32.5 ,    32.5 ,         197 ,        1786 ,   -79.24426151796420 ,  -500.84836639981194 ,                                     NRCB4_FULL ,         default
               NRCB4_FP2MIMF ,  FULLSCA ,  1818.0 ,   229.0 ,     2048 ,     2048 ,   231.0 ,   229.0 ,           1 ,           1 ,   -29.27087673122240 ,  -550.70012109496975 ,                                     NRCB4_FULL ,         default
               NRCB2_FP3MIMF ,  FULLSCA ,   229.0 ,   229.0 ,     2048 ,     2048 ,  1820.0 ,   229.0 ,           1 ,           1 ,  -147.96239413266090 ,  -550.00986471543786 ,                                     NRCB2_FULL ,         default
               NRCB1_FP4MIMF ,  FULLSCA ,  1818.0 ,   229.0 ,     2048 ,     2048 ,  1818.0 ,  1820.0 ,           1 ,           1 ,  -146.57305590551374 ,  -433.04012104830213 ,                                     NRCB1_FULL ,         default
               NRCB3_FP5MIMF ,  FULLSCA ,   229.0 ,   229.0 ,     2048 ,     2048 ,   229.0 ,  1820.0 ,           1 ,           1 ,   -30.34160799023442 ,  -432.86599641932202 ,                                     NRCB3_FULL ,         default
# Point-source Imaging (Module-A, backup)
                NRCA3_SUB64P , SUBARRAY ,  2016.5 ,   132.5 ,       64 ,       64 ,    32.5 ,    32.5 ,        1985 ,         101 ,    82.98227673640002 ,  -555.99724586333207 ,                                     NRCA3_FULL ,         default
               NRCA3_SUB160P , SUBARRAY ,    80.5 ,    80.5 ,      160 ,      160 ,    80.5 ,    80.5 ,           1 ,           1 ,    22.01148759046180 ,  -557.76978624872265 ,                                     NRCA3_FULL ,         default
               NRCA3_SUB400P , SUBARRAY ,   200.5 ,   200.5 ,      400 ,      400 ,   200.5 ,   200.5 ,           1 ,           1 ,    25.84903272771516 ,  -553.95405618849679 ,                                     NRCA3_FULL ,         default
                NRCA5_SUB64P , SUBARRAY ,   971.5 ,    40.0 ,       64 ,       64 ,    32.5 ,    40.0 ,         940 ,           1 ,    82.71725555219868 ,  -556.11904284316176 ,                                     NRCA5_FULL ,         default
               NRCA5_SUB160P , SUBARRAY ,    80.5 ,    80.5 ,      160 ,      160 ,    80.5 ,    80.5 ,           1 ,           1 ,    25.89434939276836 ,  -553.67294518669587 ,                                     NRCA5_FULL ,         default
               NRCA5_SUB400P , SUBARRAY ,   200.5 ,   200.5 ,      400 ,      400 ,   200.5 ,   200.5 ,           1 ,           1 ,    33.63910278904698 ,  -545.95155470882980 ,                                     NRCA5_FULL ,         default
# Point-source Imaging and Time Series (Module-B)
                NRCB1_SUB64P , SUBARRAY , 1886.60 ,  200.72 ,       64 ,       64 ,   36.60 ,   32.28 ,        1851 ,         169 ,  -148.66524902468655 ,  -432.14863356289447 ,                                     NRCB1_FULL ,         default
               NRCB1_SUB160P , SUBARRAY , 1886.60 ,  200.72 ,      160 ,      160 ,   84.60 ,   80.28 ,        1803 ,         121 ,  -148.66524902468655 ,  -432.14863356289447 ,                                     NRCB1_FULL ,         default
               NRCB1_SUB400P , SUBARRAY , 1886.60 ,  200.72 ,      400 ,      400 ,  238.60 ,  200.28 ,        1649 ,           1 ,  -148.66524902468655 ,  -432.14863356289447 ,                                     NRCB1_FULL ,         default
                NRCB5_SUB64P , SUBARRAY , 1975.50 ,   86.50 ,       64 ,       64 ,   32.50 ,   32.50 ,        1944 ,          55 ,  -148.66517224231254 ,  -432.14852952784815 ,                                     NRCB5_FULL ,         default
               NRCB5_SUB160P , SUBARRAY , 1975.50 ,   86.50 ,      160 ,      160 ,   87.50 ,   74.50 ,        1889 ,           1 ,  -148.66517224231254 ,  -432.14852952784815 ,                                     NRCB5_FULL ,         default
               NRCB5_SUB400P , SUBARRAY , 1975.50 ,   86.50 ,      400 ,      400 ,  327.50 ,  314.50 ,        1649 ,           1 ,  -148.66517224231254 ,  -432.14852952784815 ,                                     NRCB5_FULL ,         default
                 NRCB1_FULLP ,  FULLSCA , 1377.36 ,  672.95 ,     2048 ,     2048 , 1377.36 , 1376.05 ,           1 ,           1 ,  -133.18061157422537 ,  -446.80461060762258 ,                                     NRCB1_FULL ,         default
                 NRCB5_FULLP ,  FULLSCA ,  1726.0 ,   318.5 ,     2048 ,     2048 ,  1726.0 ,  1730.5 ,           1 ,           1 ,  -133.18063408252959 ,  -446.80447558986043 ,                                     NRCB5_FULL ,         default
             NRCB5_TAPSIMG32 , SUBARRAY ,  2024.5 ,   216.5 ,       32 ,       32 ,    16.5 ,    16.5 ,        2009 ,         201 ,  -151.76958518108364 ,  -440.24215925164992 ,                                     NRCB5_FULL ,         default
       NRCB5_TAPSIMG32_F405N , SUBARRAY , 2024.82 , 216.092 ,       32 ,       32 ,   16.82 ,  16.908 ,        2009 ,         201 ,  -151.78939150980565 ,  -440.21640974305717 ,                                     NRCB5_FULL ,         default
# Wide Field Slitless Spectroscopy
           NRCA5_GRISMC_WFSS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
           NRCA5_GRISMR_WFSS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
          NRCALL_GRISMC_WFSS , COMPOUND ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    -1.95730246729500 ,  -492.89529044045258 ,                                    NRCALL_FULL ,      grism_wfss
          NRCALL_GRISMR_WFSS , COMPOUND ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    -1.95730246729500 ,  -492.89529044045258 ,                                    NRCALL_FULL ,      grism_wfss
           NRCB5_GRISMC_WFSS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
           NRCB5_GRISMR_WFSS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
# Wide Field Slitless Spectroscopy - filter-dependent complete-spectra apertures
  NRCA5_GRISMR_WFSS_F250M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F250M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F277W_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F277W_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F300M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F300M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
 NRCA5_GRISMR_WFSS_F322W2_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
 NRCB5_GRISMR_WFSS_F322W2_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F335M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F335M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F356W_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F356W_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F360M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F360M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F410M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F410M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F430M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F430M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F444W_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F444W_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F460M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F460M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F480M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F480M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F250M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMC_WFSS_F250M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F277W_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMC_WFSS_F277W_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F300M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMC_WFSS_F300M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
 NRCA5_GRISMC_WFSS_F322W2_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
 NRCB5_GRISMC_WFSS_F322W2_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F335M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMC_WFSS_F335M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F356W_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMC_WFSS_F356W_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F360M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMC_WFSS_F360M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F410M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMC_WFSS_F410M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F430M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMC_WFSS_F430M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F444W_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMC_WFSS_F444W_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F460M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMC_WFSS_F460M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F480M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMC_WFSS_F480M_CS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
# Wide Field Slitless Spectroscopy - filter-dependent partial-spectra apertures
  NRCA5_GRISMR_WFSS_F250M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F250M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F277W_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F277W_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F300M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F300M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
 NRCA5_GRISMR_WFSS_F322W2_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
 NRCB5_GRISMR_WFSS_F322W2_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F335M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F335M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F356W_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F356W_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F360M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F360M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F410M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F410M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F430M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F430M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F444W_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F444W_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F460M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F460M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMR_WFSS_F480M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMR_WFSS_F480M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F250M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMC_WFSS_F250M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F277W_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMC_WFSS_F277W_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F300M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMC_WFSS_F300M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
 NRCA5_GRISMC_WFSS_F322W2_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
 NRCB5_GRISMC_WFSS_F322W2_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F335M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMC_WFSS_F335M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F356W_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMC_WFSS_F356W_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F360M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMC_WFSS_F360M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F410M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
  NRCB5_GRISMC_WFSS_F410M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,   -89.40282200000000 ,  -491.36012599999998 ,                                     NRCB5_FULL ,      grism_wfss
  NRCA5_GRISMC_WFSS_F430M_PS ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,        None ,        None ,    85.92655999999999 ,  -493.50253700000002 ,                                     NRCA5_FULL ,      grism_wfss
