Reference:  202 apertures in PRDOPSSOC-M-026
Comparison: 202 apertures in new pre-delivery

Number of modified apertures 202. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCA5_FSTAMASK335R             Idl2SciY44 -1.158396904347625e-08 -1.160021720324777e-08        0.000000     0.1401
NRCA5_FSTAMASK335R             Idl2SciY50 -7.948904214978469e-13 -8.32654050910181e-13        0.000000     4.5353
NRCA5_FSTAMASK335R             Idl2SciY51 -6.282125406956488e-11 -6.282693712379785e-11        0.000000     0.0090
NRCA5_FSTAMASK335R             Idl2SciY52 -6.729640806087062e-12 -6.793625336125385e-12        0.000000     0.9418
NRCA5_FSTAMASK335R             Idl2SciY53 -1.19246197238856e-10 -1.192484252519672e-10        0.000000     0.0019
NRCA5_FSTAMASK335R             Idl2SciY54 -5.985620339043209e-12 -6.010105006956194e-12        0.000000     0.4074
NRCA5_FSTAMASK335R             Idl2SciY55 -5.584733457106576e-11 -5.584372924905296e-11        0.000000     0.0065

NRCA5_TAMASK430R                  DDCName          NRC_MASK335R          NRC_MASK430R             N/A        N/A
NRCA5_TAMASK430R                  XDetRef                1239.0                1235.5        3.500000     0.2825
NRCA5_TAMASK430R                  YDetRef                1552.0                1550.5        1.500000     0.0966
NRCA5_TAMASK430R                  XSciRef                  33.0                  32.5        0.500000     1.5152
NRCA5_TAMASK430R                  YSciRef                  32.0                  32.5        0.500000     1.5385
NRCA5_TAMASK430R                XSciScale            0.06238406            0.06238539        0.000001     0.0021
NRCA5_TAMASK430R                YSciScale            0.06266751            0.06266894        0.000001     0.0023
NRCA5_TAMASK430R                    V2Ref             97.287063             97.068883        0.218180     0.2243
NRCA5_TAMASK430R                    V3Ref           -412.478438           -412.573155        0.094717     0.0230
NRCA5_TAMASK430R              V3IdlYAngle            -0.1015264           -0.09987083        0.001656     1.6307
NRCA5_TAMASK430R              V3SciXAngle          -90.18856189          -90.18651541        0.002046     0.0023
NRCA5_TAMASK430R              V3SciYAngle            -0.1015264           -0.09987083        0.001656     1.6307
NRCA5_TAMASK430R                XIdlVert1               -2.0282                -1.997        0.031200     1.5383
NRCA5_TAMASK430R                XIdlVert2                1.9657                1.9969        0.031200     1.5624
NRCA5_TAMASK430R                XIdlVert3                1.9644                1.9956        0.031200     1.5634
NRCA5_TAMASK430R                XIdlVert4               -2.0269               -1.9958        0.031100     1.5344
NRCA5_TAMASK430R                YIdlVert1               -1.9707               -2.0021        0.031400     1.5684
NRCA5_TAMASK430R                YIdlVert2               -1.9771               -2.0085        0.031400     1.5634
NRCA5_TAMASK430R                YIdlVert3                 2.034                2.0027        0.031300     1.5388
NRCA5_TAMASK430R                YIdlVert4                2.0397                2.0083        0.031400     1.5394
NRCA5_TAMASK430R               Sci2IdlX10   0.06238398570925902   0.06238531689110853        0.000001     0.0021
NRCA5_TAMASK430R               Sci2IdlX20 5.730308041211137e-08 5.830847626686669e-08        0.000000     1.7243
NRCA5_TAMASK430R               Sci2IdlX21 -6.193339279514936e-07 -6.196966173648528e-07        0.000000     0.0585
NRCA5_TAMASK430R               Sci2IdlX22 -1.193449351556232e-07 -1.189910533408338e-07        0.000000     0.2965
NRCA5_TAMASK430R               Sci2IdlX30 9.343605629406582e-11 9.336844262076498e-11        0.000000     0.0724
NRCA5_TAMASK430R               Sci2IdlX31 -9.613793606846397e-12 -9.525724401378096e-12        0.000000     0.9161
NRCA5_TAMASK430R               Sci2IdlX32  1.00356238140123e-10 1.002911064558959e-10        0.000000     0.0649
NRCA5_TAMASK430R               Sci2IdlX33 -2.330391437120347e-12 -2.29697574151312e-12        0.000000     1.4339
NRCA5_TAMASK430R               Sci2IdlX40 -4.147905234428585e-15 -4.066143304720717e-15        0.000000     1.9712
NRCA5_TAMASK430R               Sci2IdlX41 6.688685268919729e-15 6.666810208207163e-15        0.000000     0.3270
NRCA5_TAMASK430R               Sci2IdlX42 -5.114739033870623e-15  -5.0165378273225e-15        0.000000     1.9200
NRCA5_TAMASK430R               Sci2IdlX43 6.541072562004544e-15 6.516282962209502e-15        0.000000     0.3790
NRCA5_TAMASK430R               Sci2IdlX44 -1.260571961913474e-15 -1.244100533319799e-15        0.000000     1.3067
NRCA5_TAMASK430R               Sci2IdlX51 4.853832889412295e-19 4.855357317280372e-19        0.000000     0.0314
NRCA5_TAMASK430R               Sci2IdlX52 9.531065413544258e-18 9.531082839281326e-18        0.000000     0.0002
NRCA5_TAMASK430R               Sci2IdlX53 5.096129846385784e-19 5.098943415618854e-19        0.000000     0.0552
NRCA5_TAMASK430R               Sci2IdlX54 4.716608841128192e-18 4.716623183673659e-18        0.000000     0.0003
NRCA5_TAMASK430R               Sci2IdlX55 4.141391884951672e-20 4.154135785016796e-20        0.000000     0.3068
NRCA5_TAMASK430R               Sci2IdlY10 -9.476483546647525e-05 -9.43412189174854e-05        0.000000     0.4470
NRCA5_TAMASK430R               Sci2IdlY11   0.06266750936313255   0.06266894316930284        0.000001     0.0023
NRCA5_TAMASK430R               Sci2IdlY20 3.572001187910533e-07 3.570195111105414e-07        0.000000     0.0506
NRCA5_TAMASK430R               Sci2IdlY21 1.820058393543891e-07 1.827218226211975e-07        0.000000     0.3918
NRCA5_TAMASK430R               Sci2IdlY22 -2.649238221982999e-07 -2.654310887192918e-07        0.000000     0.1911
NRCA5_TAMASK430R               Sci2IdlY30 -3.44588491563158e-12 -3.38666326341874e-12        0.000000     1.7186
NRCA5_TAMASK430R               Sci2IdlY31 9.541367614319238e-11 9.534202644602822e-11        0.000000     0.0751
NRCA5_TAMASK430R               Sci2IdlY32 -1.019982501386668e-11 -1.009220154465442e-11        0.000000     1.0552
NRCA5_TAMASK430R               Sci2IdlY33 1.056317863175822e-10 1.055678367208976e-10        0.000000     0.0605
NRCA5_TAMASK430R               Sci2IdlY40  4.13572695957668e-15 4.129597442971635e-15        0.000000     0.1482
NRCA5_TAMASK430R               Sci2IdlY41 -2.744751142922632e-15 -2.672892870889974e-15        0.000000     2.6180
NRCA5_TAMASK430R               Sci2IdlY42 1.451319632051219e-14 1.447585748498791e-14        0.000000     0.2573
NRCA5_TAMASK430R               Sci2IdlY43 -2.045970126156547e-15 -1.980976501845308e-15        0.000000     3.1767
NRCA5_TAMASK430R               Sci2IdlY44 9.510534429095302e-15 9.479229799199195e-15        0.000000     0.3292
NRCA5_TAMASK430R               Sci2IdlY50 9.523538130070797e-20 9.509937539154673e-20        0.000000     0.1428
NRCA5_TAMASK430R               Sci2IdlY51 5.275752536630873e-18 5.275738509267287e-18        0.000000     0.0003
NRCA5_TAMASK430R               Sci2IdlY52 6.032082439583123e-19 6.029328433547805e-19        0.000000     0.0457
NRCA5_TAMASK430R               Sci2IdlY53 9.737218022994443e-18 9.737203293650761e-18        0.000000     0.0002
NRCA5_TAMASK430R               Sci2IdlY54 4.964354797449276e-19 4.962991930180368e-19        0.000000     0.0275
NRCA5_TAMASK430R               Idl2SciX00 -0.007634960467619578   -0.0074691917889389        0.000166     2.1712
NRCA5_TAMASK430R               Idl2SciX10     16.03051434425852     16.03017358186744        0.000341     0.0021
NRCA5_TAMASK430R               Idl2SciX11 1.981682539151791e-06 2.181362928434238e-06        0.000000     9.1539
NRCA5_TAMASK430R               Idl2SciX20 -0.0002282660286624167 -0.0002325249665717899        0.000004     1.8316
NRCA5_TAMASK430R               Idl2SciX21  0.002545084715538117  0.002546443630172369        0.000001     0.0534
NRCA5_TAMASK430R               Idl2SciX22 0.0004908428875065518 0.0004893139061901622        0.000002     0.3115
NRCA5_TAMASK430R               Idl2SciX30 -6.573798494872103e-06 -6.568821153141034e-06        0.000000     0.0757
NRCA5_TAMASK430R               Idl2SciX31 3.013194633090183e-07 2.931291068991708e-07        0.000000     2.7182
NRCA5_TAMASK430R               Idl2SciX32 -6.296686068013502e-06 -6.291494879944025e-06        0.000000     0.0824
NRCA5_TAMASK430R               Idl2SciX33 2.879058039832134e-07 2.854591141941172e-07        0.000000     0.8498
NRCA5_TAMASK430R               Idl2SciX40 4.478632348819709e-09 4.413409158635346e-09        0.000000     1.4563
NRCA5_TAMASK430R               Idl2SciX41 -1.151738546345393e-08 -1.150026471695358e-08        0.000000     0.1487
NRCA5_TAMASK430R               Idl2SciX42 4.583900262098205e-09 4.506500312581232e-09        0.000000     1.6885
NRCA5_TAMASK430R               Idl2SciX43 -1.131233527934245e-08 -1.129303778093421e-08        0.000000     0.1706
NRCA5_TAMASK430R               Idl2SciX44 4.319249993650353e-10 4.196193605124011e-10        0.000000     2.8490
NRCA5_TAMASK430R               Idl2SciX50 -5.99870958101185e-11 -5.998727936601833e-11        0.000000     0.0003
NRCA5_TAMASK430R               Idl2SciX51    -6.35333228886e-12 -6.351686251309107e-12        0.000000     0.0259
NRCA5_TAMASK430R               Idl2SciX53 -7.632554958049902e-12 -7.629021101724532e-12        0.000000     0.0463
NRCA5_TAMASK430R               Idl2SciX54 -6.053885247455678e-11 -6.053859104075163e-11        0.000000     0.0004
NRCA5_TAMASK430R               Idl2SciX55 -1.24364771535912e-12 -1.241898447617843e-12        0.000000     0.1407
NRCA5_TAMASK430R               Idl2SciY00   0.01530346079971423   0.01527408746323999        0.000029     0.1919
NRCA5_TAMASK430R               Idl2SciY10   0.02441911217979054   0.02430611018844277        0.000113     0.4628
NRCA5_TAMASK430R               Idl2SciY11      15.9579536488861     15.95758958885885        0.000364     0.0023
NRCA5_TAMASK430R               Idl2SciY20 -0.001474456916852067 -0.001473630528244332        0.000001     0.0560
NRCA5_TAMASK430R               Idl2SciY21 -0.0007363288427363489 -0.0007393254699566117        0.000003     0.4053
NRCA5_TAMASK430R               Idl2SciY22  0.001071006483929873  0.001073031730955198        0.000002     0.1887
NRCA5_TAMASK430R               Idl2SciY30 2.731244335805809e-07 2.710594710996654e-07        0.000000     0.7561
NRCA5_TAMASK430R               Idl2SciY31 -7.099550649727865e-06 -7.094342504183691e-06        0.000000     0.0734
NRCA5_TAMASK430R               Idl2SciY32 2.399340190551176e-07  2.32672403755017e-07        0.000000     3.0265
NRCA5_TAMASK430R               Idl2SciY33 -6.90126521444928e-06 -6.896146508001777e-06        0.000000     0.0742
NRCA5_TAMASK430R               Idl2SciY40 -1.708934492224267e-09 -1.703931928066189e-09        0.000000     0.2927
NRCA5_TAMASK430R               Idl2SciY41 3.944299537686868e-09  3.89011660483829e-09        0.000000     1.3737
NRCA5_TAMASK430R               Idl2SciY42 -1.40719120202883e-08 -1.404279812975263e-08        0.000000     0.2069
NRCA5_TAMASK430R               Idl2SciY43 3.329016453940157e-09 3.278698888477309e-09        0.000000     1.5115
NRCA5_TAMASK430R               Idl2SciY44 -1.16842360537563e-08 -1.165932642283065e-08        0.000000     0.2132
NRCA5_TAMASK430R               Idl2SciY50 -9.507555480804522e-13 -9.525714443464674e-13        0.000000     0.1906
NRCA5_TAMASK430R               Idl2SciY51 -6.284447078809746e-11 -6.284473754744625e-11        0.000000     0.0004
NRCA5_TAMASK430R               Idl2SciY52 -6.993630346332765e-12 -6.996704395636792e-12        0.000000     0.0439
NRCA5_TAMASK430R               Idl2SciY54 -6.08657686143686e-12 -6.087751479216156e-12        0.000000     0.0193
NRCA5_TAMASK430R               Idl2SciY55 -5.583236120459366e-11 -5.583218531584653e-11        0.000000     0.0003

NRCA5_FSTAMASK430R                XDetRef                1167.0                1113.5       53.500000     4.5844
NRCA5_FSTAMASK430R                YDetRef                1552.0                1557.5        5.500000     0.3531
NRCA5_FSTAMASK430R                XSciRef                  33.0                  32.5        0.500000     1.5152
NRCA5_FSTAMASK430R                YSciRef                  32.0                  32.5        0.500000     1.5385
NRCA5_FSTAMASK430R              XSciScale             0.0623937            0.06239934        0.000006     0.0090
NRCA5_FSTAMASK430R              YSciScale            0.06268112            0.06268898        0.000008     0.0125
NRCA5_FSTAMASK430R                  V2Ref               92.7951             89.456631        3.338469     3.5977
NRCA5_FSTAMASK430R                  V3Ref            -412.49137           -412.153788        0.337582     0.0818
NRCA5_FSTAMASK430R            V3IdlYAngle           -0.06072228           -0.02928669        0.031436    51.7694
NRCA5_FSTAMASK430R            V3SciXAngle           -90.1413578          -90.10529615        0.036062     0.0400
NRCA5_FSTAMASK430R            V3SciYAngle           -0.06072228           -0.02928669        0.031436    51.7694
NRCA5_FSTAMASK430R              XIdlVert1               -2.0285               -1.9974        0.031100     1.5332
NRCA5_FSTAMASK430R              XIdlVert2                 1.966                1.9974        0.031400     1.5720
NRCA5_FSTAMASK430R              XIdlVert3                1.9647                1.9961        0.031400     1.5731
NRCA5_FSTAMASK430R              XIdlVert4               -2.0272               -1.9962        0.031000     1.5292
NRCA5_FSTAMASK430R              YIdlVert1               -1.9713               -2.0031        0.031800     1.5875
NRCA5_FSTAMASK430R              YIdlVert2               -1.9773               -2.0088        0.031500     1.5681
NRCA5_FSTAMASK430R              YIdlVert3                2.0347                2.0037        0.031000     1.5236
NRCA5_FSTAMASK430R              YIdlVert4                2.0399                2.0086        0.031300     1.5344
NRCA5_FSTAMASK430R             Sci2IdlX10   0.06239363819712035   0.06239928713754847        0.000006     0.0091
NRCA5_FSTAMASK430R             Sci2IdlX20 7.762774850793305e-08 9.259380230158237e-08        0.000000    16.1631
NRCA5_FSTAMASK430R             Sci2IdlX21 -6.204740312888329e-07 -6.200717844768749e-07        0.000000     0.0648
NRCA5_FSTAMASK430R             Sci2IdlX22 -1.123313539569838e-07 -1.071699045677226e-07        0.000000     4.5948
NRCA5_FSTAMASK430R             Sci2IdlX30 9.248383935330971e-11 9.213179002168753e-11        0.000000     0.3807
NRCA5_FSTAMASK430R             Sci2IdlX31 -8.086293128584437e-12 -6.946540775175402e-12        0.000000    14.0949
NRCA5_FSTAMASK430R             Sci2IdlX32 9.976214861580479e-11 9.962538087830759e-11        0.000000     0.1371
NRCA5_FSTAMASK430R             Sci2IdlX33 -1.781633491452762e-12 -1.382837034714566e-12        0.000000    22.3838
NRCA5_FSTAMASK430R             Sci2IdlX40 -2.450452279894276e-15 -1.186331043522948e-15        0.000000    51.5873
NRCA5_FSTAMASK430R             Sci2IdlX41 6.827601282871348e-15 7.037070725550194e-15        0.000000     2.9767
NRCA5_FSTAMASK430R             Sci2IdlX42 -3.045599532917024e-15 -1.499095638960163e-15        0.000000    50.7783
NRCA5_FSTAMASK430R             Sci2IdlX43  6.61399665425379e-15 6.773261099412228e-15        0.000000     2.3514
NRCA5_FSTAMASK430R             Sci2IdlX44 -9.141773563942186e-16 -6.552755896459558e-16        0.000000    28.3207
NRCA5_FSTAMASK430R             Sci2IdlX50 4.706962717031006e-18 4.707012420760029e-18        0.000000     0.0011
NRCA5_FSTAMASK430R             Sci2IdlX51 4.891403779550732e-19  4.92034679975389e-19        0.000000     0.5882
NRCA5_FSTAMASK430R             Sci2IdlX52 9.531492581020317e-18 9.531818375231388e-18        0.000000     0.0034
NRCA5_FSTAMASK430R             Sci2IdlX53 5.165473719784407e-19 5.218894634599499e-19        0.000000     1.0236
NRCA5_FSTAMASK430R             Sci2IdlX54 4.716961189560826e-18 4.717231008223702e-18        0.000000     0.0057
NRCA5_FSTAMASK430R             Sci2IdlX55 4.455485580767368e-20 4.697462644490125e-20        0.000000     5.1512
NRCA5_FSTAMASK430R             Sci2IdlY10 -8.781007753248587e-05 -8.277990394512539e-05        0.000005     5.7285
NRCA5_FSTAMASK430R             Sci2IdlY11   0.06268112342069557   0.06268898346367197        0.000008     0.0125
