Reference:  429 apertures in PRDOPSSOC-072
Comparison: 429 apertures in pre-delivery

Number of modified apertures 429. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCA1_FULL_OSS                OSS_Version                  None                   8.4             N/A        N/A

NRCA2_FULL_OSS                OSS_Version                  None                   8.4             N/A        N/A

NRCA3_FULL_OSS                OSS_Version                  None                   8.4             N/A        N/A

NRCA4_FULL_OSS                OSS_Version                  None                   8.4             N/A        N/A

NRCA5_FULL_OSS                OSS_Version                  None                   8.4             N/A        N/A

NRCB1_FULL_OSS                OSS_Version                  None                   8.4             N/A        N/A

NRCB2_FULL_OSS                OSS_Version                  None                   8.4             N/A        N/A

NRCB3_FULL_OSS                OSS_Version                  None                   8.4             N/A        N/A

NRCB4_FULL_OSS                OSS_Version                  None                   8.4             N/A        N/A

NRCB5_FULL_OSS                OSS_Version                  None                   8.4             N/A        N/A

NRCALL_FULL                   OSS_Version                  None                   8.4             N/A        N/A

NRCAS_FULL                    OSS_Version                  None                   8.4             N/A        N/A

NRCA1_FULL                    OSS_Version                  None                   8.4             N/A        N/A

NRCA2_FULL                    OSS_Version                  None                   8.4             N/A        N/A

NRCA3_FULL                    OSS_Version                  None                   8.4             N/A        N/A

NRCA4_FULL                    OSS_Version                  None                   8.4             N/A        N/A

NRCA5_FULL                    OSS_Version                  None                   8.4             N/A        N/A

NRCBS_FULL                    OSS_Version                  None                   8.4             N/A        N/A

NRCB1_FULL                    OSS_Version                  None                   8.4             N/A        N/A

NRCB2_FULL                    OSS_Version                  None                   8.4             N/A        N/A

NRCB3_FULL                    OSS_Version                  None                   8.4             N/A        N/A

NRCB4_FULL                    OSS_Version                  None                   8.4             N/A        N/A

NRCB5_FULL                    OSS_Version                  None                   8.4             N/A        N/A

NRCA1_SUB160                  OSS_Version                  None                   8.4             N/A        N/A

NRCA2_SUB160                  OSS_Version                  None                   8.4             N/A        N/A

NRCA3_SUB160                  OSS_Version                  None                   8.4             N/A        N/A

NRCA4_SUB160                  OSS_Version                  None                   8.4             N/A        N/A

NRCA5_SUB160                  OSS_Version                  None                   8.4             N/A        N/A

NRCA1_SUB320                  OSS_Version                  None                   8.4             N/A        N/A

NRCA2_SUB320                  OSS_Version                  None                   8.4             N/A        N/A

NRCA3_SUB320                  OSS_Version                  None                   8.4             N/A        N/A

NRCA4_SUB320                  OSS_Version                  None                   8.4             N/A        N/A

NRCA5_SUB320                  OSS_Version                  None                   8.4             N/A        N/A

NRCA1_SUB640                  OSS_Version                  None                   8.4             N/A        N/A

NRCA2_SUB640                  OSS_Version                  None                   8.4             N/A        N/A

NRCA3_SUB640                  OSS_Version                  None                   8.4             N/A        N/A

NRCA4_SUB640                  OSS_Version                  None                   8.4             N/A        N/A

NRCA5_SUB640                  OSS_Version                  None                   8.4             N/A        N/A

NRCB1_SUB160                  OSS_Version                  None                   8.4             N/A        N/A

NRCB2_SUB160                  OSS_Version                  None                   8.4             N/A        N/A

NRCB3_SUB160                  OSS_Version                  None                   8.4             N/A        N/A

NRCB4_SUB160                  OSS_Version                  None                   8.4             N/A        N/A

NRCB5_SUB160                  OSS_Version                  None                   8.4             N/A        N/A

NRCB1_SUB320                  OSS_Version                  None                   8.4             N/A        N/A

NRCB2_SUB320                  OSS_Version                  None                   8.4             N/A        N/A

NRCB3_SUB320                  OSS_Version                  None                   8.4             N/A        N/A

NRCB4_SUB320                  OSS_Version                  None                   8.4             N/A        N/A

NRCB5_SUB320                  OSS_Version                  None                   8.4             N/A        N/A

NRCB1_SUB640                  OSS_Version                  None                   8.4             N/A        N/A

NRCB2_SUB640                  OSS_Version                  None                   8.4             N/A        N/A

NRCB3_SUB640                  OSS_Version                  None                   8.4             N/A        N/A

NRCB4_SUB640                  OSS_Version                  None                   8.4             N/A        N/A

NRCB5_SUB640                  OSS_Version                  None                   8.4             N/A        N/A

NRCA5_GRISM256_F322W2         OSS_Version                  None                   8.4             N/A        N/A

NRCA5_GRISM128_F322W2         OSS_Version                  None                   8.4             N/A        N/A

NRCA5_GRISM64_F322W2          OSS_Version                  None                   8.4             N/A        N/A

NRCA5_GRISM256_F277W          OSS_Version                  None                   8.4             N/A        N/A

NRCA5_GRISM128_F277W          OSS_Version                  None                   8.4             N/A        N/A

NRCA5_GRISM64_F277W           OSS_Version                  None                   8.4             N/A        N/A

NRCA5_GRISM256_F356W          OSS_Version                  None                   8.4             N/A        N/A

NRCA5_GRISM128_F356W          OSS_Version                  None                   8.4             N/A        N/A

NRCA5_GRISM64_F356W           OSS_Version                  None                   8.4             N/A        N/A

NRCA5_GRISM256_F444W          OSS_Version                  None                   8.4             N/A        N/A

NRCA5_GRISM128_F444W          OSS_Version                  None                   8.4             N/A        N/A

NRCA5_GRISM64_F444W           OSS_Version                  None                   8.4             N/A        N/A

NRCA5_GRISM_F322W2            OSS_Version                  None                   8.4             N/A        N/A

NRCA5_GRISM_F277W             OSS_Version                  None                   8.4             N/A        N/A

NRCA5_GRISM_F356W             OSS_Version                  None                   8.4             N/A        N/A

NRCA5_GRISM_F444W             OSS_Version                  None                   8.4             N/A        N/A

NRCA1_GRISMTS                 OSS_Version                  None                   8.4             N/A        N/A

NRCA1_GRISMTS256              OSS_Version                  None                   8.4             N/A        N/A

NRCA1_GRISMTS128              OSS_Version                  None                   8.4             N/A        N/A

NRCA1_GRISMTS64               OSS_Version                  None                   8.4             N/A        N/A

NRCA3_GRISMTS                 OSS_Version                  None                   8.4             N/A        N/A

NRCA3_GRISMTS256              OSS_Version                  None                   8.4             N/A        N/A

NRCA3_GRISMTS128              OSS_Version                  None                   8.4             N/A        N/A

NRCA3_GRISMTS64               OSS_Version                  None                   8.4             N/A        N/A

NRCA5_TAGRISMTS32             OSS_Version                  None                   8.4             N/A        N/A

NRCA5_TAGRISMTS32_F405N       OSS_Version                  None                   8.4             N/A        N/A

NRCA5_TAGRISMTS_SCI_F322W2     OSS_Version                  None                   8.4             N/A        N/A

NRCA5_TAGRISMTS_SCI_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCB5_GRISM256_F322W2         OSS_Version                  None                   8.4             N/A        N/A

NRCB5_GRISM128_F322W2         OSS_Version                  None                   8.4             N/A        N/A

NRCB5_GRISM64_F322W2          OSS_Version                  None                   8.4             N/A        N/A

NRCB2_GRISMTS256              OSS_Version                  None                   8.4             N/A        N/A

NRCB2_GRISMTS128              OSS_Version                  None                   8.4             N/A        N/A

NRCB2_GRISMTS64               OSS_Version                  None                   8.4             N/A        N/A

NRCB4_GRISMTS256              OSS_Version                  None                   8.4             N/A        N/A

NRCB4_GRISMTS128              OSS_Version                  None                   8.4             N/A        N/A

NRCB4_GRISMTS64               OSS_Version                  None                   8.4             N/A        N/A

NRCA5_TADHSTS32               OSS_Version                  None                   8.4             N/A        N/A

NRCA5_TADHSTS32_F405N         OSS_Version                  None                   8.4             N/A        N/A

NRCA5_TADHSTS_SCI_F322W2      OSS_Version                  None                   8.4             N/A        N/A

NRCA5_TADHSTS_SCI_F444W       OSS_Version                  None                   8.4             N/A        N/A

NRCA5_41STRIPE1_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA5_82STRIPE2_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA5_164STRIPE4_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA5_260STRIPE4_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA4_41STRIPE1_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA4_82STRIPE2_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA4_164STRIPE4_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA4_260STRIPE4_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA2_41STRIPE1_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA2_82STRIPE2_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA2_164STRIPE4_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA2_260STRIPE4_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA1_41STRIPE1_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA1_82STRIPE2_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA1_164STRIPE4_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA1_260STRIPE4_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA3_41STRIPE1_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA3_82STRIPE2_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA3_164STRIPE4_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA3_260STRIPE4_DHS_F444W     OSS_Version                  None                   8.4             N/A        N/A

NRCA5_41STRIPE1_DHS_F322W2     OSS_Version                  None                   8.4             N/A        N/A

