# NIRCam distortion reference file for SIAF

# Aperture: NRCB5_FULL

# Based on coefficients given in nircam_cold_fit.txt,
# 
# Generated 2018-06-12T13:57:29.020 utc
# by jsahlmann
# 
  AperName , siaf_index , exponent_x , exponent_y ,                Sci2IdlX ,                Sci2IdlY ,                Idl2SciX ,                Idl2SciY
NRCB5_FULL ,         00 ,          0 ,          0 ,                    -0.0 ,                     0.0 ,   -0.002075257036558753 ,   -0.006020974748253138
NRCB5_FULL ,         10 ,          1 ,          0 ,     0.06287860625743816 ,   8.445815583801182e-05 ,       15.90408937217997 ,    -0.02371686641358297
NRCB5_FULL ,         11 ,          0 ,          1 ,  -2.987485204965917e-17 ,     0.06317477001781768 ,   0.0022892020601200385 ,      15.829691178558981
NRCB5_FULL ,         20 ,          2 ,          0 , -1.1471623634686819e-07 ,    3.11935702340196e-07 ,   0.0004594615478895048 ,  -0.0012522150749364077
NRCB5_FULL ,         21 ,          1 ,          1 ,   -7.22182210796603e-07 , -2.2503692844357811e-07 ,    0.002909020430849269 ,   0.0008924558767896123
NRCB5_FULL ,         22 ,          0 ,          2 ,   9.801694942526181e-08 , -4.1828884144012467e-07 , -0.00039078167087615583 ,   0.0016683443805389677
NRCB5_FULL ,         30 ,          3 ,          0 ,    9.14290014526131e-11 ,  1.0441186612804896e-12 ,  -6.187531090847848e-06 , -1.5966338368641637e-07
NRCB5_FULL ,         31 ,          2 ,          1 ,   6.113943682121452e-12 ,   8.799664763362614e-11 ,  1.1968334188418052e-07 , -6.4595584687391545e-06
NRCB5_FULL ,         32 ,          1 ,          2 ,    9.70888355095326e-11 ,     6.9085904694105e-12 ,  -5.508358874203164e-06 ,   1.561344245317967e-07
NRCB5_FULL ,         33 ,          0 ,          3 ,   3.893460176141707e-13 ,   9.809152146133944e-11 , -1.8731628602554017e-07 , -5.9463438067706975e-06
NRCB5_FULL ,         40 ,          4 ,          0 , -1.2573099370373367e-16 ,   1.633045522275913e-15 , -1.0913897332923295e-09 ,  1.7405400617921642e-10
NRCB5_FULL ,         41 ,          3 ,          1 ,   -2.39813070664226e-15 ,  -6.820391591123792e-16 ,  -4.267181267870173e-09 , -1.3770777379202876e-09
NRCB5_FULL ,         42 ,          2 ,          2 ,  4.0172926884967426e-16 ,   4.102067870400813e-16 ,   -9.91218566056704e-10 ,  -3.228454749740227e-09
NRCB5_FULL ,         43 ,          1 ,          3 , -2.6249914819125745e-15 ,  -6.835679162270667e-16 ,  -3.962193131438561e-09 , -1.2652761048881492e-09
NRCB5_FULL ,         44 ,          0 ,          4 ,   4.528896052611143e-16 ,  -1.313947498118989e-15 ,   8.107015370752137e-11 , -3.0923491276269483e-09
NRCB5_FULL ,         50 ,          5 ,          0 ,  4.7586853083399485e-18 , -1.2811059596668662e-19 ,  -5.969339541201482e-11 ,  1.0817852984439576e-12
NRCB5_FULL ,         51 ,          4 ,          1 ,  -5.586989498063458e-19 ,  5.3408204487120905e-18 ,   7.441089465674384e-12 ,  -6.259270575062831e-11
NRCB5_FULL ,         52 ,          3 ,          2 ,   9.628690796428565e-18 ,  -7.086330757744394e-19 , -1.2107642773525928e-10 ,   8.054402312778524e-12
NRCB5_FULL ,         53 ,          2 ,          3 ,  -5.882076712892547e-19 ,   9.848456187105896e-18 ,   8.872056247495863e-12 ,   -1.18917308497342e-10
NRCB5_FULL ,         54 ,          1 ,          4 ,   4.762366140509011e-18 ,  -5.678376054039296e-19 ,  -6.040284855119929e-11 ,   7.015155715862127e-12
NRCB5_FULL ,         55 ,          0 ,          5 ,  -5.299264567209045e-20 ,   4.456094815894253e-18 ,  1.4315226900755885e-12 , -5.5710180468771804e-11
