# NIRCam distortion reference file for SIAF

# Aperture: NRCB3_FULL

# Based on coefficients given in nircam_cold_fit.txt,
# 
# Generated 2020-06-26T00:54:02.141 utc
# by gennaro
# 
  AperName , siaf_index , exponent_x , exponent_y ,                Sci2IdlX ,                Sci2IdlY ,                Idl2SciX ,                Idl2SciY
NRCB3_FULL ,         00 ,          0 ,          0 ,                    -0.0 ,                     0.0 ,     -0.0432052824384499 ,  0.00022561541982213384
NRCB3_FULL ,         10 ,          1 ,          0 ,     0.03087189924145734 ,  2.0492879861134573e-05 ,       32.39200059669787 ,   -0.020516027902101525
NRCB3_FULL ,         11 ,          0 ,          1 ,  -2.168404344971009e-18 ,    0.030957423943013252 ,  -0.0005000977982082266 ,       32.30295415804843
NRCB3_FULL ,         20 ,          2 ,          0 ,  -6.180922438445047e-08 ,   8.584379113646343e-08 ,   0.0021257683051478745 ,    -0.00291563621822766
NRCB3_FULL ,         21 ,          1 ,          1 ,  -1.638549755055721e-07 ,  -7.810313021998465e-08 ,    0.005563039283217625 ,    0.002667957972316687
NRCB3_FULL ,         22 ,          0 ,          2 ,  1.3028625067731664e-08 ,  -8.048016047791248e-08 , -0.00042447778171286873 ,    0.002711185462437752
NRCB3_FULL ,         30 ,          3 ,          0 ,  1.0129131364807828e-11 , -1.2146827970400009e-12 , -1.1350909322072374e-05 ,   5.150929211048175e-07
NRCB3_FULL ,         31 ,          2 ,          1 , -1.2799522996949129e-12 ,   9.789398561030288e-12 ,   3.224042037464205e-06 , -1.1870117612287056e-05
NRCB3_FULL ,         32 ,          1 ,          2 ,  1.0484784013070154e-11 , -1.7250088537328335e-12 , -1.0473031387129618e-05 ,   2.929068105384962e-06
NRCB3_FULL ,         33 ,          0 ,          3 ,  -6.667040048848563e-13 ,   1.028689766581118e-11 ,   6.611542195535728e-07 , -1.1033994145984885e-05
NRCB3_FULL ,         40 ,          4 ,          0 ,  -8.618749103356262e-16 ,  2.6419021129919896e-16 ,  2.3343285881133687e-08 , -5.2375382238357614e-09
NRCB3_FULL ,         41 ,          3 ,          1 ,   5.680662666473081e-16 ,   -8.18742617728756e-16 , -2.8268551288670617e-08 ,   1.965867376381422e-08
NRCB3_FULL ,         42 ,          2 ,          2 , -1.0675121007083502e-15 ,   1.026870674401101e-15 ,  3.0302639478794046e-08 ,  -3.582235564128773e-08
NRCB3_FULL ,         43 ,          1 ,          3 ,   5.214385627283314e-16 ,  -7.909546510352519e-16 , -2.7142230220996646e-08 ,  1.9723916439794506e-08
NRCB3_FULL ,         44 ,          0 ,          4 , -1.6073367730989476e-16 ,   6.812978849879063e-16 ,   5.496948470633276e-09 , -2.8501797078446465e-08
NRCB3_FULL ,         50 ,          5 ,          0 ,  1.4158508034023223e-19 ,   -2.29889762927401e-21 , -1.3606021579043867e-10 ,  2.8148323892899152e-12
NRCB3_FULL ,         51 ,          4 ,          1 ,  -1.392117268170636e-20 ,  1.5872112796998238e-19 ,  1.0518398017930535e-11 , -1.4399907010588285e-10
NRCB3_FULL ,         52 ,          3 ,          2 ,  2.9086784612700063e-19 , -1.3867546142371116e-20 ,  -2.824395774707008e-10 ,  1.3519148541947985e-11
NRCB3_FULL ,         53 ,          2 ,          3 ,  -1.447732023462652e-20 ,  2.9745920257797476e-19 ,  1.0746769132620699e-11 ,  -2.802052064352727e-10
NRCB3_FULL ,         54 ,          1 ,          4 ,  1.4562940750676716e-19 , -1.0527567037924384e-20 ,  -1.434927336470883e-10 ,   9.950324439997789e-12
NRCB3_FULL ,         55 ,          0 ,          5 , -2.0006625835207964e-21 ,  1.3709275266690491e-19 ,  1.2131711900605877e-12 , -1.3457277147473688e-10
